,County,Population,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
465,DeKalb,920518.0,3495198.0,1802004.0,175128.0,19.024940305349816,491424.0,51907.0,10.562569186690109
466,DeSoto,201582.0,561183.0,248505.0,26265.0,13.029437152126677,101927.0,7929.0,7.779096804575824
467,DeWitt,17453.0,245215.0,151508.0,2410.0,13.808514295536584,7053.0,586.0,8.308521196653906
468,Deaf Smith,19514.0,61768.0,30308.0,3995.0,20.47248129548017,9152.0,513.0,5.6053321678321675
469,Dearborn,50272.0,355088.0,160152.0,4677.0,9.303389560789306,26651.0,2214.0,8.30738058609433
470,Decatur,63200.0,939016.0,522943.0,11381.0,18.007911392405063,29337.0,2014.0,6.865050959539149
471,Deer Lodge,9432.0,40333.0,32247.0,1484.0,15.733672603901612,4118.0,178.0,4.322486644001943
472,Defiance,37511.0,329165.0,152160.0,5005.0,13.342752792514196,19236.0,1607.0,8.354127677271782
473,Del Norte,27788.0,148383.0,74861.0,5207.0,18.738304304016122,9728.0,1116.0,11.47203947368421
474,Delaware,998706.0,6666803.0,3289707.0,107158.0,10.729684211369513,514295.0,37790.0,7.347922884725692
475,Delta,73711.0,945007.0,545886.0,12297.0,16.682720353814222,32707.0,3356.0,10.260800440272725
476,Denali,2067.0,308802.0,185950.0,254.0,12.288340590227383,1242.0,29.0,2.3349436392914655
477,Dent,14976.0,100624.0,82965.0,3599.0,24.031784188034187,6170.0,553.0,8.962722852512156
478,Denton,652362.0,1833437.0,789306.0,58415.0,8.954384222256968,366635.0,21626.0,5.898509416722353
479,Denver,695941.0,1624944.0,1055590.0,119164.0,17.122715862407876,400083.0,25650.0,6.411169682290924
480,Des Moines,40150.0,293095.0,169383.0,6000.0,14.9439601494396,20029.0,1285.0,6.415697239003445
481,Deschutes,172133.0,349294.0,215161.0,25063.0,14.560252827755281,84383.0,8097.0,9.595534645603973
482,Desha,13362.0,237334.0,147766.0,4168.0,31.19293518934291,5796.0,978.0,16.873706004140786
483,Deuel,6555.0,433805.0,235967.0,673.0,10.26697177726926,3637.0,118.0,3.244432224360737
484,Dewey,11763.0,693506.0,355670.0,2681.0,22.791804811697695,5312.0,816.0,15.36144578313253
485,Dickens,2362.0,168472.0,96354.0,431.0,18.247248094834887,894.0,125.0,13.982102908277405
486,Dickenson,14090.0,202869.0,142437.0,3271.0,23.215046132008517,4919.0,424.0,8.619638137832894
487,Dickey,5188.0,231797.0,121141.0,398.0,7.671549730146492,2799.0,41.0,1.4648088603072527
488,Dickinson,63096.0,1281218.0,644914.0,6558.0,10.393685812095853,31184.0,1835.0,5.884427911749615
489,Dickson,50866.0,278356.0,152665.0,8079.0,15.882908032870679,23871.0,1885.0,7.8966109505257425
490,Dillingham (CA),4979.0,288230.0,117005.0,894.0,17.955412733480618,2118.0,264.0,12.464589235127479
491,Dillon,30614.0,190220.0,94683.0,10506.0,34.3176324557392,12065.0,1614.0,13.377538334024036
492,Dimmit,10665.0,89831.0,65473.0,1996.0,18.715424285044538,4685.0,482.0,10.288153681963713
493,Dinwiddie,16547.0,484747.0,198763.0,2198.0,13.283374629842267,8297.0,818.0,9.85898517536459
494,District of Columbia,647185.0,1830990.0,1321912.0,110365.0,17.053083739579872,373626.0,35811.0,9.58471840824782
495,Divide,1994.0,159815.0,160751.0,162.0,8.124373119358074,1062.0,4.0,0.3766478342749529
496,Dixie,15682.0,194136.0,96827.0,3061.0,19.51919398035965,5077.0,381.0,7.504431751034075
497,Dixon,5966.0,401462.0,195018.0,697.0,11.682869594368086,3046.0,130.0,4.267892317793828
498,Doddridge,4855.0,155445.0,102087.0,793.0,16.333676622039135,2000.0,144.0,7.2
499,Dodge,169076.0,2250107.0,1038438.0,16929.0,10.012657029974687,86877.0,4978.0,5.729940030157579
500,Dolores,1605.0,92405.0,63605.0,322.0,20.062305295950157,648.0,39.0,6.018518518518518
501,Doniphan,7780.0,335955.0,169160.0,857.0,11.015424164524422,4029.0,250.0,6.205013651030033
502,Donley,3556.0,73720.0,36917.0,592.0,16.647919010123733,1466.0,57.0,3.888130968622101
503,Dooly,19499.0,161380.0,86706.0,5318.0,27.273193497102415,7852.0,1117.0,14.22567498726439
504,Door,27109.0,541565.0,341449.0,2770.0,10.218008779372164,13697.0,859.0,6.271446302109951
505,Dorchester,198143.0,1202149.0,637417.0,27116.0,13.685065836289953,99236.0,8713.0,8.780079809746463
506,Dougherty,79386.0,82482.0,50453.0,26497.0,33.37742171163681,34946.0,6840.0,19.5730555714531
507,Douglas,1409546.0,7745604.0,3963503.0,176706.0,12.536376961092436,744000.0,47000.0,6.317204301075269
508,Doña Ana,207221.0,622870.0,391741.0,56327.0,27.182090618228848,97709.0,11275.0,11.539366895577684
509,Drew,17538.0,94366.0,45045.0,4698.0,26.787547040711598,8054.0,1193.0,14.81251552023839
510,DuPage,954909.0,2934841.0,1471011.0,72537.0,7.596221210607503,527228.0,38061.0,7.219077894193783
511,Dubois,43162.0,482794.0,217997.0,4110.0,9.522264955284742,22917.0,753.0,3.285770388794345
512,Dubuque,98722.0,964066.0,432829.0,11343.0,11.489840157209132,53952.0,2301.0,4.264902135231317
513,Duchesne,21889.0,787110.0,301210.0,2170.0,9.913655260633195,9210.0,477.0,5.17915309446254
514,Dukes,17033.0,365511.0,239264.0,1970.0,11.565784066224388,9320.0,485.0,5.203862660944206
515,Dundy,1973.0,125834.0,126461.0,151.0,7.6533198175367465,941.0,37.0,3.9319872476089266
516,Dunklin,31570.0,296163.0,161182.0,8539.0,27.047830218561927,12676.0,1012.0,7.983591038182392
517,Dunn,47174.0,811729.0,429027.0,6491.0,13.759698138805273,25622.0,1551.0,6.053391616579502
518,Duplin,53347.0,388001.0,190089.0,13542.0,25.384745159052994,24591.0,2902.0,11.801065430442032
519,Durham,288154.0,583322.0,320500.0,49928.0,17.326846061481014,154373.0,10863.0,7.036852299301043
520,Dutchess,299631.0,2336996.0,1258622.0,26461.0,8.831195704049314,158859.0,13769.0,8.667434643300034
521,Duval,904931.0,1767779.0,992776.0,153826.0,16.998644095516674,461271.0,46539.0,10.089296747465156
522,Dyer,37246.0,224194.0,141147.0,6626.0,17.7898297803791,16817.0,1122.0,6.671820181958732
523,Eagle,50944.0,615743.0,400466.0,5204.0,10.215138190954773,32219.0,1601.0,4.969117601415314
524,Early,2251.0,41236.0,24586.0,366.0,16.259440248778322,1067.0,54.0,5.060918462980319
525,East Baton Rouge Parish,443274.0,1021180.0,530757.0,85215.0,19.224001407707195,232238.0,17569.0,7.565084094764853
526,East Carroll,7458.0,85771.0,45646.0,2903.0,38.92464467685706,2309.0,443.0,19.185794716327415
527,East Feliciana,21573.0,259563.0,128288.0,3356.0,15.556482640337459,8697.0,541.0,6.220535816948373
528,Eastland,19098.0,250141.0,202228.0,3289.0,17.221698607184,7477.0,319.0,4.266417012170657
529,Eaton,116418.0,611908.0,287513.0,11671.0,10.02508203198818,60154.0,4654.0,7.736808857266349
530,Eau Claire,100810.0,290545.0,143926.0,15074.0,14.952881658565618,57184.0,3349.0,5.856533296026861
531,Echols,1142.0,24531.0,13568.0,570.0,49.91243432574431,517.0,71.0,13.733075435203094
532,Ector,153837.0,523065.0,232474.0,19625.0,12.757009042038002,76230.0,3968.0,5.205299750754296
533,Eddy,57935.0,265075.0,208592.0,6604.0,11.398981617329767,28280.0,1621.0,5.7319660537482315
534,Edgar,17354.0,362566.0,189346.0,2811.0,16.19799469862856,8398.0,819.0,9.75232198142415
535,Edgecombe,55660.0,257024.0,127189.0,13652.0,24.527488321954724,25920.0,3963.0,15.289351851851851
536,Edgefield,18502.0,118909.0,56924.0,2851.0,15.409144957301914,7307.0,698.0,9.552483919529218
537,Edmonson,7787.0,196380.0,104787.0,2076.0,26.659817644792604,2792.0,306.0,10.959885386819485
538,Edmunds,3943.0,210617.0,103028.0,478.0,12.122749175754501,2074.0,39.0,1.880424300867888
539,Edwards,11135.0,523045.0,273597.0,1235.0,11.091154018859452,5433.0,309.0,5.687465488680287
540,Effingham,87231.0,941524.0,387545.0,9130.0,10.466462610769108,44513.0,2628.0,5.903893244670097
541,El Dorado,182128.0,1227651.0,627945.0,18866.0,10.358648862338574,89483.0,9959.0,11.129488282690566
542,El Paso,1484125.0,3710971.0,1729652.0,260929.0,17.581335803924873,673834.0,56737.0,8.420026297277964
543,Elbert,41284.0,536477.0,287153.0,5265.0,12.753124697219262,19867.0,1619.0,8.149192127648865
544,Elk,33961.0,700121.0,367344.0,3135.0,9.231176938252702,16943.0,883.0,5.211591807826241
545,Elkhart,200988.0,571024.0,253143.0,31015.0,15.431269528529066,98024.0,7106.0,7.249245082836857
546,Elko,51886.0,603488.0,324697.0,5708.0,11.001040743167714,27521.0,1587.0,5.766505577558955
547,Elliott,5267.0,51520.0,26836.0,1203.0,22.840326561610024,1411.0,114.0,8.079376328844791
548,Ellis,201483.0,1304859.0,586426.0,25551.0,12.681466922767678,104000.0,6425.0,6.177884615384615
549,Ellsworth,5884.0,234221.0,142033.0,451.0,7.6648538409245415,2661.0,106.0,3.983464862833521
550,Elmore,113516.0,707226.0,330802.0,15491.0,13.646534409246273,50499.0,4165.0,8.24768807303115
551,Emanuel,23046.0,214065.0,107009.0,6800.0,29.506204981341664,9660.0,1182.0,12.236024844720497
552,Emery,10728.0,441450.0,181577.0,1188.0,11.073825503355705,4442.0,254.0,5.718144979738856
553,Emmet,43500.0,662444.0,364803.0,4895.0,11.25287356321839,22785.0,1653.0,7.254772876892693
554,Emmons,3581.0,275744.0,188938.0,396.0,11.058363585590618,1686.0,59.0,3.4994068801897984
555,Emporia (city),15798.0,30417.0,15687.0,3353.0,21.224205595645017,5246.0,709.0,13.515059092642012
556,Erath,38667.0,141521.0,73698.0,9316.0,24.0928957508987,19366.0,771.0,3.981204172260663
557,Erie,1280063.0,5167326.0,2750412.0,189170.0,14.778178886507929,655050.0,47504.0,7.251965498816884
558,Escambia,341686.0,853873.0,455516.0,53636.0,15.697453217281364,157081.0,15762.0,10.034313507044136
559,Esmeralda,1076.0,144042.0,87668.0,199.0,18.49442379182156,431.0,37.0,8.584686774941995
560,Essex,1612144.0,8118618.0,4205522.0,225872.0,14.010659097450352,855455.0,87737.0,10.256179460053422
561,Estill,14533.0,58838.0,33909.0,4207.0,28.947911649349756,5518.0,650.0,11.779630300833634
562,Etowah,97009.0,446943.0,203745.0,18996.0,19.581688296962138,42223.0,3761.0,8.907467494019848
563,Eureka,1746.0,145458.0,65242.0,165.0,9.450171821305842,936.0,42.0,4.487179487179487
564,Evangeline,33092.0,212705.0,128255.0,7849.0,23.718723558564005,11912.0,1209.0,10.149429147078576
565,Evans,11104.0,132655.0,88550.0,2858.0,25.738472622478387,4595.0,455.0,9.902067464635474
566,Fairbanks North Star,99755.0,532184.0,278188.0,7760.0,7.77905869379981,50714.0,4027.0,7.940608116102062
567,Fairfax,1065136.0,4879683.0,2149596.0,62886.0,5.90403478992354,597967.0,29129.0,4.871339053827385
568,Fairfax (city),89094.0,209554.0,92919.0,5839.0,6.553752216759826,52445.0,3034.0,5.785108208599485
569,Fairfield,1134156.0,5899046.0,3037457.0,104782.0,9.238764332243536,606744.0,53122.0,8.755257571562307
570,Fall River,7669.0,230678.0,130163.0,1145.0,14.930238623027774,3525.0,130.0,3.6879432624113475
571,Fallon,2995.0,181722.0,115837.0,187.0,6.243739565943239,1657.0,56.0,3.379601689800845
572,Falls,15237.0,185279.0,84996.0,3196.0,20.975257596639757,5466.0,454.0,8.305890962312477
573,Falls Church (city),17062.0,127321.0,63712.0,403.0,2.361973977259407,9767.0,389.0,3.982799221869561
574,Fannin,56855.0,834260.0,401340.0,10485.0,18.441649810922524,23818.0,2097.0,8.804265681417416
575,Faribault,15012.0,552471.0,299654.0,1921.0,12.796429523048229,7869.0,328.0,4.168255178548735
576,Faulk,2578.0,262715.0,176587.0,404.0,15.671062839410396,1294.0,14.0,1.0819165378670788
577,Faulkner,117858.0,481143.0,239859.0,17243.0,14.630317840112678,60474.0,4031.0,6.665674504745841
578,Fauquier,66600.0,1495096.0,757745.0,3738.0,5.612612612612613,35731.0,1800.0,5.037642383364585
579,Fayette,770789.0,6372552.0,3567820.0,126117.0,16.362065364191757,379781.0,28522.0,7.510117673080012
580,Fentress,18174.0,196284.0,101779.0,4724.0,25.99317706613844,6840.0,706.0,10.321637426900585
581,Fergus,11588.0,420614.0,265724.0,1329.0,11.468760787021056,5822.0,179.0,3.0745448299553417
582,Ferry,6620.0,282128.0,147422.0,1541.0,23.27794561933535,2356.0,298.0,12.64855687606112
583,Fillmore,29341.0,988205.0,545766.0,2930.0,9.986026379469003,15757.0,634.0,4.023608554927969
584,Finney,36939.0,119560.0,66686.0,6212.0,16.816914372343593,19438.0,906.0,4.660973351167816
585,Fisher,3271.0,143773.0,172507.0,658.0,20.116172424335065,1525.0,86.0,5.639344262295082
586,Flagler,99045.0,184000.0,98137.0,14615.0,14.755919026705033,40394.0,3810.0,9.432093875328018
587,Flathead,95815.0,688738.0,433951.0,12617.0,13.168084329176017,48400.0,3368.0,6.958677685950414
588,Fleming,15116.0,139679.0,84135.0,3084.0,20.402222810267265,6803.0,698.0,10.260179332647361
589,Florence,150588.0,552163.0,298118.0,28977.0,19.242569129014264,72112.0,8509.0,11.799700465941868
590,Floyd,241247.0,2069427.0,1137319.0,45042.0,18.670491239269296,113225.0,9811.0,8.66504747184809
591,Fluvanna,25751.0,328446.0,130762.0,1523.0,5.914333423944701,12695.0,688.0,5.419456478928712
592,Foard,1235.0,37159.0,23472.0,114.0,9.23076923076923,516.0,48.0,9.30232558139535
593,Fond du Lac,96496.0,871871.0,395872.0,8827.0,9.147529431271762,52859.0,2901.0,5.488185550237424
594,Ford,48180.0,742302.0,396443.0,7949.0,16.49854711498547,23938.0,1649.0,6.888628958141867
595,Forest,17185.0,460728.0,246290.0,2163.0,12.586558044806518,5452.0,487.0,8.932501834189289
596,Forrest,111266.0,176988.0,94748.0,26063.0,23.42404687865116,56231.0,6586.0,11.712400633102737
597,Forsyth,527001.0,1025384.0,525186.0,80538.0,15.282323942459312,263279.0,22438.0,8.52251793724528
598,Fort Bend,494647.0,1348359.0,631278.0,41583.0,8.406601071066842,253490.0,13224.0,5.216773837232238
599,Foster,3372.0,206795.0,107286.0,347.0,10.290628706998813,1809.0,24.0,1.3266998341625207
600,Fountain,19723.0,338024.0,159999.0,2339.0,11.859250621102266,9697.0,836.0,8.621223058677941
601,Franklin,2175004.0,13291669.0,7053952.0,350361.0,16.108522099269702,1125717.0,81181.0,7.211492764167193
602,Franklin (city),13104.0,38025.0,22125.0,2376.0,18.13186813186813,6378.0,750.0,11.75917215428034
603,Frederick,331727.0,2772786.0,1253972.0,21481.0,6.475505460815671,183360.0,10201.0,5.56337260034904
604,Fredericksburg (city),27395.0,51762.0,29090.0,4108.0,14.995437123562693,14696.0,1312.0,8.927599346761024
605,Freeborn,29331.0,635443.0,316072.0,3628.0,12.369165729092087,15243.0,766.0,5.025257495243719
606,Freestone,17317.0,276624.0,150375.0,2324.0,13.420338395796039,7285.0,327.0,4.488675360329444
607,Fremont,106262.0,1664694.0,878635.0,13909.0,13.089345203365268,44485.0,3435.0,7.72170394515005
608,Fresno,931027.0,2254589.0,1092463.0,251021.0,26.96173150724952,419162.0,56444.0,13.46591532629389
609,Frio,18521.0,111490.0,79713.0,3461.0,18.686895955941903,7082.0,363.0,5.125670714487433
610,Frontier,2509.0,240917.0,122634.0,289.0,11.518533280191312,1332.0,34.0,2.5525525525525525
611,Fulton,1265190.0,4994372.0,2783838.0,207644.0,16.412080398991456,665397.0,62167.0,9.342843445341654
612,Furnas,5638.0,328211.0,176360.0,850.0,15.076268180205746,2874.0,83.0,2.8879610299234515
613,Gadsden,46424.0,275916.0,124259.0,11907.0,25.648371531966223,18845.0,2112.0,11.207216768373574
614,Gage,21207.0,626682.0,323815.0,2077.0,9.79393596454001,11217.0,484.0,4.314879201212445
615,Gaines,18175.0,163708.0,68250.0,2036.0,11.202200825309491,7890.0,307.0,3.891001267427123
616,Galax (city),17759.0,31308.0,20435.0,3877.0,21.83118418829889,7800.0,587.0,7.5256410256410255
617,Gallatin,109659.0,872569.0,470106.0,14357.0,13.092404636190372,62709.0,3928.0,6.26385367331643
618,Gallia,31990.0,281627.0,147104.0,6336.0,19.80618943419819,13079.0,1069.0,8.173407752886307
619,Galveston,329507.0,1011198.0,515990.0,42458.0,12.885310478988307,166829.0,12027.0,7.2091782603743955
620,Garden,1918.0,126785.0,115614.0,183.0,9.54118873826903,983.0,28.0,2.8484231943031535
621,Garfield,134845.0,1850894.0,908206.0,16340.0,12.117616522674181,68936.0,4266.0,6.188348613206452
622,Garland,104240.0,346501.0,185372.0,20347.0,19.519378357636224,45178.0,4177.0,9.245650537872416
623,Garrard,17394.0,90703.0,46048.0,3628.0,20.857767046107853,8626.0,1026.0,11.894273127753303
624,Garrett,27589.0,452527.0,241213.0,3440.0,12.468737540324042,13594.0,858.0,6.311608062380462
625,Garvin,30338.0,286525.0,171467.0,5372.0,17.707165930516183,12430.0,547.0,4.400643604183427
626,Garza,6372.0,297824.0,73132.0,427.0,6.701192718141871,2035.0,41.0,2.0147420147420148
627,Gasconade,16326.0,213930.0,109324.0,2510.0,15.374249663114052,7672.0,427.0,5.565693430656935
628,Gaston,213175.0,587201.0,323619.0,36068.0,16.919432391227865,105008.0,11764.0,11.20295596525979
629,Gates,11922.0,281653.0,132767.0,1651.0,13.84834759268579,5658.0,676.0,11.947684694238246
630,Geary,45316.0,148753.0,70758.0,5105.0,11.265336746403037,15064.0,1506.0,9.997344662772171
631,Geauga,88880.0,764506.0,368499.0,7003.0,7.879162916291629,45173.0,1898.0,4.201624864410157
632,Gem,16198.0,135459.0,65447.0,2829.0,17.465119150512407,6554.0,945.0,14.41867561794324
633,Genesee,493071.0,1912924.0,937948.0,94605.0,19.18689194862403,227397.0,27386.0,12.043254748303628
634,Geneva,26923.0,319259.0,174907.0,6318.0,23.466924191211977,11763.0,1270.0,10.79656550199779
635,Gentry,7121.0,274121.0,128057.0,1183.0,16.61283527594439,3317.0,208.0,6.270726560144709
636,George,27668.0,45510.0,21922.0,4772.0,17.247361572936246,11119.0,1045.0,9.398327187696735
637,Georgetown,79131.0,177172.0,107098.0,14154.0,17.886795314099405,33108.0,3311.0,10.000604083605172
638,Gibson,88591.0,825455.0,410438.0,13159.0,14.853653305640528,41498.0,2924.0,7.046122704708661
639,Gila,54975.0,444335.0,240325.0,12262.0,22.304683947248748,21241.0,2793.0,13.149098441692953
640,Gilchrist,17253.0,77354.0,45958.0,3469.0,20.10664811916768,6764.0,788.0,11.649911295091663
641,Giles,46262.0,709151.0,393948.0,6363.0,13.754269162595651,21357.0,1679.0,7.861591047431755
642,Gillespie,25214.0,181220.0,183162.0,2750.0,10.906639168715794,12128.0,829.0,6.83542216358839
643,Gilliam,1808.0,91808.0,51937.0,172.0,9.513274336283185,851.0,75.0,8.813160987074031
644,Gilmer,35333.0,470924.0,239267.0,7895.0,22.344550420286986,14405.0,1440.0,9.996528982992016
645,Gilpin,5271.0,115821.0,71941.0,413.0,7.835325365205843,3152.0,162.0,5.1395939086294415
646,Glacier,13672.0,114583.0,88677.0,4447.0,32.52633118782914,5273.0,758.0,14.375118528351981
647,Glades,8241.0,32966.0,22035.0,1599.0,19.402985074626866,2508.0,379.0,15.11164274322169
648,Gladwin,39415.0,167651.0,93669.0,7023.0,17.818089559812254,16571.0,1629.0,9.830426648965059
649,Glascock,3324.0,85421.0,37621.0,572.0,17.208182912154033,1597.0,121.0,7.576706324358171
650,Glasscock,954.0,70781.0,33333.0,28.0,2.9350104821802936,379.0,10.0,2.638522427440633
651,Glenn,28545.0,270761.0,129772.0,5741.0,20.112103695918726,12245.0,1537.0,12.552062066149448
652,Gloucester,311726.0,2199490.0,925725.0,25764.0,8.26495062971969,165861.0,14728.0,8.87972458866159
653,Glynn,81587.0,269068.0,208212.0,14951.0,18.325223381175924,40028.0,3731.0,9.320975317277906
654,Gogebic,15930.0,217471.0,127224.0,2873.0,18.03515379786566,6393.0,607.0,9.494759893633661
655,Golden Valley,2581.0,224615.0,122036.0,370.0,14.335528864781093,1352.0,23.0,1.7011834319526626
656,Goliad,6334.0,134619.0,79678.0,1224.0,19.32428165456268,2803.0,304.0,10.845522654298966
657,Gonzales,20618.0,381388.0,194713.0,4027.0,19.531477349888448,9353.0,615.0,6.575430343205388
658,Goochland,21852.0,608265.0,336853.0,1297.0,5.935383488925499,9789.0,437.0,4.464194504035142
659,Goodhue,47493.0,659940.0,319704.0,5109.0,10.757374771018887,25836.0,1385.0,5.360736956185168
660,Gooding,15165.0,159552.0,78590.0,2834.0,18.687767886580943,7056.0,271.0,3.840702947845805
661,Gordon,56422.0,228520.0,111045.0,11106.0,19.68381127928822,25762.0,2159.0,8.380560515487929
662,Goshen,13433.0,252913.0,145943.0,2261.0,16.831683168316832,6478.0,443.0,6.838530410620562
663,Gosper,1945.0,129675.0,60506.0,110.0,5.655526992287918,1101.0,55.0,4.995458673932788
664,Gove,2842.0,229681.0,145843.0,244.0,8.585503166783955,1453.0,27.0,1.8582243633860978
665,Grady,51371.0,566151.0,278149.0,7472.0,14.545171400206343,23482.0,1164.0,4.956988331487948
666,Grafton,91978.0,2188485.0,1212409.0,9821.0,10.677553327969733,49168.0,2463.0,5.009355678490075
667,Graham,44217.0,477126.0,310460.0,8233.0,18.619535472781962,17122.0,2019.0,11.791846746875365
668,Grainger,24375.0,177590.0,119126.0,4799.0,19.688205128205126,10383.0,978.0,9.419242993354521
669,Grand,24100.0,565644.0,287319.0,3322.0,13.784232365145229,14043.0,861.0,6.131168553727836
670,Grand Forks,69024.0,798141.0,465177.0,11289.0,16.35518080667594,39167.0,1415.0,3.6127352107641637
671,Grand Isle,6952.0,309832.0,170886.0,598.0,8.601841196777906,3994.0,297.0,7.436154231347021
672,Grand Traverse,100111.0,360196.0,179620.0,10612.0,10.600233740547992,51563.0,3397.0,6.588057327928941
673,Granite,2585.0,130281.0,73943.0,448.0,17.330754352030947,1083.0,73.0,6.740535549399815
674,Grant,357845.0,5552378.0,3028707.0,58006.0,16.20981151057022,166064.0,13144.0,7.915020714905097
675,Granville,83486.0,403223.0,178935.0,11695.0,14.008336727115923,37814.0,3744.0,9.901094832601682
676,Gratiot,44267.0,614280.0,280077.0,7102.0,16.04355388890144,18682.0,1576.0,8.43592763087464
677,Graves,39794.0,451675.0,241505.0,6449.0,16.2059606975926,18305.0,1260.0,6.8833652007648185
678,Gray,29996.0,442581.0,204843.0,3501.0,11.671556207494332,13734.0,641.0,4.6672491626620065
679,Grays Harbor,74145.0,661310.0,399871.0,13372.0,18.034931553037968,31684.0,4658.0,14.701426587552076
680,Grayson,165433.0,1321000.0,675232.0,28314.0,17.115085865577,78241.0,6224.0,7.954908551782314
681,Greeley,3834.0,218916.0,116841.0,361.0,9.415753781950965,1835.0,35.0,1.9073569482288828
682,Green,47065.0,551006.0,264480.0,5331.0,11.3268883459046,24791.0,1153.0,4.6508813682384735
683,Green Lake,20614.0,329382.0,175005.0,2614.0,12.680702435238187,10328.0,623.0,6.032145623547637
684,Greenbrier,39545.0,718234.0,375108.0,7038.0,17.79744594765457,16374.0,1249.0,7.627946744839379
685,Greene,747126.0,6566782.0,3493285.0,126069.0,16.873860633949295,357351.0,28012.0,7.838791552283329
686,Greenlee,9023.0,204468.0,112568.0,1215.0,13.465587941926188,3718.0,372.0,10.005379236148467
687,Greensville,655.0,53077.0,22169.0,19.0,2.900763358778626,416.0,2.0,0.4807692307692308
688,Greenup,33555.0,303995.0,157075.0,5724.0,17.058560572194903,13917.0,1405.0,10.09556657325573
689,Greenville,505366.0,905183.0,497879.0,76066.0,15.05166552557948,253920.0,19515.0,7.685491493383743
690,Greenwood,79624.0,624792.0,353870.0,17132.0,21.516125791218727,37044.0,4337.0,11.707698952596912
691,Greer,6088.0,118346.0,66566.0,750.0,12.319316688567675,2407.0,108.0,4.486913169921063
692,Gregg,150941.0,418372.0,209554.0,25231.0,16.715802863370456,72826.0,4207.0,5.776783017054349
693,Gregory,4516.0,289957.0,169733.0,826.0,18.29052258635961,2237.0,43.0,1.9222172552525705
694,Grenada,21684.0,91051.0,64444.0,4660.0,21.490499907766093,9056.0,793.0,8.756625441696112
695,Griggs,2166.0,176644.0,148882.0,179.0,8.264081255771007,1145.0,24.0,2.096069868995633
696,Grimes,28943.0,345477.0,167223.0,4957.0,17.126766402929896,11479.0,677.0,5.897726282777246
697,Grundy,86469.0,1440933.0,713018.0,10687.0,12.359342654592975,42196.0,3156.0,7.479381931936676
698,Guadalupe,131224.0,491101.0,247046.0,13072.0,9.961592391635676,63789.0,3464.0,5.430403361081064
699,Guernsey,39713.0,590423.0,289679.0,7414.0,18.668949714199382,18418.0,2101.0,11.407318927136497
700,Guilford,540696.0,1325086.0,699751.0,90640.0,16.763578794738635,277324.0,24302.0,8.763035294457024
701,Gulf,16079.0,80382.0,40533.0,1986.0,12.351514397661546,6340.0,638.0,10.063091482649842
702,Gunnison,15259.0,316328.0,229310.0,2465.0,16.15440068156498,9579.0,737.0,7.693913769704562
703,Guthrie,11280.0,441207.0,258602.0,1334.0,11.826241134751774,5738.0,302.0,5.2631578947368425
704,Gwinnett,903523.0,1182839.0,486783.0,116319.0,12.873939014280765,467794.0,38593.0,8.249998931153456
705,Haakon,2167.0,80613.0,63594.0,363.0,16.751269035532996,1090.0,26.0,2.385321100917431
706,Habersham,44896.0,211837.0,95624.0,7233.0,16.110566642908054,19105.0,1507.0,7.887987437843496
707,Haines,2626.0,58700.0,33729.0,142.0,5.407463823305408,1556.0,51.0,3.2776349614395888
708,Hale,54849.0,477826.0,228594.0,12119.0,22.095206840598735,23336.0,2168.0,9.290366815221118
709,Halifax,92039.0,553493.0,340076.0,20906.0,22.714284162148655,39696.0,4521.0,11.389056831922613
710,Hall,253280.0,950028.0,466441.0,44054.0,17.393398610233735,127405.0,9007.0,7.069581256622581
711,Hamblen,67409.0,192433.0,100035.0,13720.0,20.35336527763355,30067.0,3047.0,10.134033990753982
712,Hamilton,1517609.0,6794159.0,3828545.0,222740.0,14.677034730289554,789265.0,60553.0,7.672074651732942
713,Hamlin,5959.0,390517.0,166273.0,430.0,7.215975834871623,2959.0,75.0,2.5346400811084826
714,Hampden,467657.0,2109587.0,1051434.0,79295.0,16.955803077896835,236200.0,23575.0,9.9809483488569
715,Hampshire,184040.0,1896663.0,1144675.0,24682.0,13.411214953271028,100637.0,7372.0,7.325337599491241
716,Hampton,24761.0,339077.0,201429.0,4912.0,19.837647914058397,10765.0,1321.0,12.27124941941477
717,Hampton (city),137992.0,405284.0,197450.0,20031.0,14.516058901965332,66732.0,6494.0,9.731463166097225
718,Hancock,324730.0,4682430.0,2575436.0,42820.0,13.186339420441598,161919.0,11300.0,6.978798040995806
719,Hand,2772.0,157541.0,96196.0,226.0,8.152958152958153,1466.0,24.0,1.6371077762619373
720,Hanover,134179.0,735707.0,315512.0,7038.0,5.245232115308655,72047.0,2979.0,4.134800893860952
721,Hansford,6064.0,152269.0,75346.0,946.0,15.600263852242744,2859.0,63.0,2.2035676810073452
722,Hanson,2765.0,172952.0,69077.0,344.0,12.44122965641953,1358.0,21.0,1.5463917525773196
723,Haralson,28740.0,166901.0,80685.0,5745.0,19.989561586638832,12711.0,1501.0,11.80866965620329
724,Hardee,27541.0,141140.0,57798.0,6983.0,25.354925383972986,10755.0,1186.0,11.02742910274291
725,Hardeman,30775.0,380886.0,193637.0,6276.0,20.393176279447605,12228.0,2050.0,16.764802093555772
726,Hardin,253977.0,2273911.0,1207465.0,36375.0,14.322163030510637,117308.0,9758.0,8.318273263545539
