,Zipcode,Place Name,State,State Abbreviation,County,Latitude,Longitude,Population,None,High School Degree,GED,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
0,1001,Agawam,Massachusetts,MA,Hampden,42.0702,-72.6227,17438.0,47.0,3493.0,309.0,1501.0,2218.0,1172.0,115.0,100.0
1,1002,Amherst,Massachusetts,MA,Hampshire,42.3671,-72.4646,29780.0,136.0,1504.0,132.0,669.0,3230.0,3253.0,551.0,2003.0
2,1003,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,11241.0,0.0,0.0,12.0,10.0,23.0,21.0,1.0,1.0
3,1005,Barre,Massachusetts,MA,Worcester,42.4097,-72.1084,5201.0,0.0,1299.0,106.0,408.0,483.0,209.0,37.0,98.0
4,1007,Belchertown,Massachusetts,MA,Hampshire,42.2751,-72.411,14838.0,16.0,1921.0,384.0,1051.0,2254.0,1359.0,213.0,326.0
5,1008,Blandford,Massachusetts,MA,Hampden,42.1829,-72.9361,1171.0,0.0,271.0,27.0,97.0,149.0,93.0,3.0,5.0
6,1009,Bondsville,Massachusetts,MA,Hampden,42.2061,-72.3405,429.0,41.0,85.0,11.0,23.0,47.0,11.0,0.0,0.0
7,1010,Brimfield,Massachusetts,MA,Hampden,42.1165,-72.1885,3695.0,0.0,435.0,83.0,411.0,685.0,351.0,53.0,36.0
8,1011,Chester,Massachusetts,MA,Hampden,42.2794,-72.9888,1506.0,4.0,410.0,55.0,118.0,124.0,52.0,14.0,0.0
9,1012,Chesterfield,Massachusetts,MA,Hampshire,42.3923,-72.8256,539.0,0.0,112.0,2.0,28.0,90.0,50.0,4.0,16.0
10,1013,Chicopee,Massachusetts,MA,Hampden,42.1487,-72.6079,22394.0,451.0,5023.0,784.0,1319.0,1543.0,711.0,56.0,79.0
11,1020,Chicopee,Massachusetts,MA,Hampden,42.1764,-72.5761,30952.0,442.0,7205.0,1383.0,2784.0,2609.0,1149.0,122.0,84.0
12,1022,Chicopee,Massachusetts,MA,Hampden,42.1934,-72.5544,2840.0,0.0,539.0,32.0,297.0,286.0,227.0,0.0,0.0
13,1026,Cummington,Massachusetts,MA,Hampshire,42.4633,-72.9202,1036.0,0.0,251.0,19.0,59.0,169.0,104.0,12.0,8.0
14,1027,Easthampton,Massachusetts,MA,Hampshire,42.2668,-72.669,17787.0,91.0,3956.0,424.0,1466.0,2982.0,1306.0,208.0,96.0
15,1028,East Longmeadow,Massachusetts,MA,Hampden,42.0672,-72.5056,16017.0,63.0,2664.0,263.0,1203.0,2546.0,1506.0,625.0,76.0
16,1029,East Otis,Massachusetts,MA,Berkshire,42.1909,-73.0517,717.0,3.0,204.0,3.0,52.0,85.0,24.0,16.0,0.0
17,1030,Feeding Hills,Massachusetts,MA,Hampden,42.0718,-72.6751,11250.0,25.0,2331.0,211.0,964.0,1518.0,631.0,91.0,48.0
18,1031,Gilbertville,Massachusetts,MA,Worcester,42.3322,-72.1986,1369.0,5.0,421.0,15.0,87.0,141.0,44.0,0.0,10.0
19,1032,Goshen,Massachusetts,MA,Hampshire,42.4404,-72.7995,611.0,0.0,108.0,7.0,61.0,93.0,96.0,0.0,18.0
20,1033,Granby,Massachusetts,MA,Hampshire,42.2557,-72.52,6304.0,0.0,1172.0,248.0,438.0,806.0,513.0,125.0,94.0
21,1034,Granville,Massachusetts,MA,Hampden,42.1127,-72.952,2190.0,5.0,461.0,84.0,138.0,315.0,109.0,31.0,15.0
22,1035,Hadley,Massachusetts,MA,Hampshire,42.3606,-72.5715,5324.0,5.0,978.0,111.0,449.0,1074.0,595.0,131.0,145.0
23,1036,Hampden,Massachusetts,MA,Hampden,42.0648,-72.4318,5179.0,22.0,951.0,86.0,568.0,803.0,489.0,81.0,49.0
24,1037,Hardwick,Massachusetts,MA,Worcester,42.3479,-72.2253,731.0,0.0,155.0,0.0,49.0,90.0,88.0,28.0,0.0
25,1038,Hatfield,Massachusetts,MA,Hampshire,42.3844,-72.6167,2794.0,10.0,729.0,33.0,250.0,482.0,260.0,47.0,51.0
26,1039,Haydenville,Massachusetts,MA,Hampshire,42.3818,-72.7032,1236.0,4.0,124.0,5.0,111.0,234.0,220.0,48.0,25.0
27,1040,Holyoke,Massachusetts,MA,Hampden,42.202,-72.6262,40342.0,425.0,6121.0,1383.0,1922.0,3842.0,1726.0,345.0,249.0
28,1050,Huntington,Massachusetts,MA,Hampshire,42.2653,-72.8733,2513.0,0.0,532.0,80.0,199.0,174.0,113.0,10.0,15.0
29,1053,Leeds,Massachusetts,MA,Hampshire,42.3543,-72.7034,1772.0,6.0,260.0,89.0,105.0,285.0,154.0,86.0,46.0
30,1054,Leverett,Massachusetts,MA,Franklin,42.4682,-72.4993,1993.0,6.0,171.0,36.0,87.0,368.0,312.0,75.0,183.0
31,1056,Ludlow,Massachusetts,MA,Hampden,42.1728,-72.471,21348.0,415.0,4987.0,490.0,1731.0,2131.0,920.0,134.0,91.0
32,1057,Monson,Massachusetts,MA,Hampden,42.101000000000006,-72.3196,8712.0,16.0,2012.0,257.0,560.0,1071.0,557.0,46.0,87.0
33,1060,Northampton,Massachusetts,MA,Hampshire,42.3223,-72.6313,15229.0,59.0,1310.0,270.0,599.0,2482.0,1979.0,643.0,900.0
34,1062,Florence,Massachusetts,MA,Hampshire,42.3219,-72.6928,11029.0,60.0,1149.0,189.0,510.0,1934.0,1514.0,462.0,524.0
35,1063,Northampton,Massachusetts,MA,Hampshire,42.3179,-72.6402,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1066,North Hatfield,Massachusetts,MA,Hampshire,42.4067,-72.6339,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
37,1068,Oakham,Massachusetts,MA,Worcester,42.348,-72.0513,1803.0,8.0,299.0,35.0,132.0,278.0,156.0,15.0,20.0
38,1069,Palmer,Massachusetts,MA,Hampden,42.1762,-72.3288,8976.0,28.0,1995.0,270.0,611.0,981.0,549.0,28.0,26.0
39,1070,Plainfield,Massachusetts,MA,Hampshire,42.5144,-72.9183,565.0,2.0,90.0,11.0,35.0,95.0,63.0,29.0,11.0
40,1071,Russell,Massachusetts,MA,Hampden,42.1471,-72.8403,1318.0,0.0,352.0,36.0,101.0,213.0,68.0,9.0,8.0
41,1072,Shutesbury,Massachusetts,MA,Franklin,42.482,-72.4213,1465.0,0.0,128.0,27.0,59.0,249.0,289.0,36.0,91.0
42,1073,Southampton,Massachusetts,MA,Hampshire,42.2247,-72.7194,6022.0,0.0,1127.0,141.0,790.0,764.0,429.0,82.0,62.0
43,1074,South Barre,Massachusetts,MA,Worcester,42.3854,-72.0954,247.0,0.0,34.0,25.0,0.0,63.0,0.0,0.0,0.0
44,1075,South Hadley,Massachusetts,MA,Hampshire,42.2375,-72.5811,17781.0,78.0,2200.0,304.0,1273.0,2411.0,1596.0,231.0,403.0
45,1077,Southwick,Massachusetts,MA,Hampden,42.0511,-72.7706,9640.0,75.0,1891.0,130.0,637.0,1120.0,878.0,145.0,131.0
46,1079,Thorndike,Massachusetts,MA,Hampden,42.1929,-72.3296,593.0,0.0,98.0,32.0,20.0,137.0,0.0,0.0,0.0
47,1080,Three Rivers,Massachusetts,MA,Hampden,42.1819,-72.3624,2286.0,10.0,736.0,80.0,120.0,210.0,32.0,0.0,9.0
48,1081,Wales,Massachusetts,MA,Hampden,42.0627,-72.2046,1720.0,3.0,476.0,62.0,108.0,171.0,34.0,14.0,7.0
49,1082,Ware,Massachusetts,MA,Hampshire,42.2618,-72.2583,10460.0,65.0,2439.0,419.0,743.0,1086.0,432.0,21.0,14.0
50,1083,Warren,Massachusetts,MA,Worcester,42.20399999999999,-72.1994,2960.0,0.0,835.0,0.0,167.0,305.0,7.0,0.0,0.0
51,1084,West Chesterfield,Massachusetts,MA,Hampshire,42.3903,-72.8709,155.0,0.0,34.0,0.0,3.0,37.0,40.0,6.0,3.0
52,1085,Westfield,Massachusetts,MA,Hampden,42.1251,-72.7495,41509.0,243.0,6983.0,703.0,2782.0,5843.0,2262.0,403.0,220.0
53,1086,Westfield,Massachusetts,MA,Hampden,42.1734,-72.848,685.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
54,1088,West Hatfield,Massachusetts,MA,Hampshire,42.3906,-72.6469,493.0,9.0,125.0,49.0,55.0,71.0,77.0,11.0,0.0
55,1089,West Springfield,Massachusetts,MA,Hampden,42.1151,-72.6411,28600.0,359.0,4955.0,732.0,2122.0,3739.0,1693.0,228.0,119.0
56,1092,West Warren,Massachusetts,MA,Worcester,42.2029,-72.229,1291.0,0.0,249.0,11.0,174.0,231.0,1.0,0.0,0.0
57,1093,Whately,Massachusetts,MA,Franklin,42.4427,-72.6525,307.0,0.0,51.0,0.0,16.0,78.0,51.0,9.0,6.0
58,1094,Wheelwright,Massachusetts,MA,Worcester,42.3582,-72.1408,336.0,0.0,88.0,13.0,29.0,36.0,28.0,0.0,0.0
59,1095,Wilbraham,Massachusetts,MA,Hampden,42.1245,-72.4464,14514.0,156.0,2078.0,304.0,963.0,2644.0,1442.0,327.0,91.0
60,1096,Williamsburg,Massachusetts,MA,Hampshire,42.4085,-72.778,2494.0,0.0,511.0,47.0,201.0,416.0,226.0,30.0,35.0
61,1097,Woronoco,Massachusetts,MA,Hampden,42.163999999999994,-72.8295,31.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1098,Worthington,Massachusetts,MA,Hampshire,42.3843,-72.9314,1149.0,3.0,234.0,17.0,80.0,180.0,118.0,20.0,17.0
63,1103,Springfield,Massachusetts,MA,Hampden,42.1029,-72.5887,2564.0,98.0,172.0,36.0,108.0,139.0,105.0,63.0,33.0
64,1104,Springfield,Massachusetts,MA,Hampden,42.1288,-72.5778,23485.0,475.0,4471.0,996.0,1236.0,1272.0,432.0,54.0,93.0
65,1105,Springfield,Massachusetts,MA,Hampden,42.0999,-72.5783,12027.0,274.0,1692.0,638.0,351.0,344.0,144.0,56.0,48.0
66,1106,Longmeadow,Massachusetts,MA,Hampden,42.0507,-72.5676,16007.0,55.0,1202.0,154.0,621.0,3117.0,2370.0,1310.0,447.0
67,1107,Springfield,Massachusetts,MA,Hampden,42.1179,-72.6065,11224.0,266.0,1048.0,444.0,217.0,393.0,182.0,18.0,12.0
68,1108,Springfield,Massachusetts,MA,Hampden,42.0853,-72.5584,27342.0,500.0,3478.0,1108.0,1202.0,1779.0,1264.0,161.0,110.0
69,1109,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,30541.0,247.0,4757.0,1041.0,1147.0,1493.0,561.0,139.0,36.0
70,1118,Springfield,Massachusetts,MA,Hampden,42.0929,-72.5274,14453.0,168.0,2539.0,252.0,1090.0,1878.0,860.0,95.0,105.0
71,1119,Springfield,Massachusetts,MA,Hampden,42.1247,-72.5121,13269.0,207.0,1975.0,538.0,742.0,1083.0,551.0,72.0,27.0
72,1128,Springfield,Massachusetts,MA,Hampden,42.0944,-72.4889,2498.0,26.0,541.0,100.0,127.0,325.0,118.0,7.0,43.0
73,1129,Springfield,Massachusetts,MA,Hampden,42.1223,-72.4876,7377.0,64.0,1233.0,258.0,643.0,672.0,463.0,58.0,24.0
74,1151,Indian Orchard,Massachusetts,MA,Hampden,42.1532,-72.505,9037.0,112.0,1552.0,294.0,449.0,515.0,184.0,100.0,10.0
75,1199,Springfield,Massachusetts,MA,Hampden,42.1199,-72.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1201,Pittsfield,Massachusetts,MA,Berkshire,42.4531,-73.2471,45328.0,378.0,9430.0,1455.0,3546.0,5158.0,2618.0,598.0,328.0
77,1220,Adams,Massachusetts,MA,Berkshire,42.6223,-73.1172,8391.0,74.0,2260.0,265.0,444.0,949.0,301.0,28.0,63.0
78,1222,Ashley Falls,Massachusetts,MA,Berkshire,42.0596,-73.3202,812.0,4.0,202.0,13.0,47.0,157.0,49.0,0.0,0.0
79,1223,Becket,Massachusetts,MA,Berkshire,42.3594,-73.1203,2294.0,8.0,538.0,78.0,169.0,322.0,203.0,61.0,43.0
80,1224,Berkshire,Massachusetts,MA,Berkshire,42.5126,-73.1929,138.0,0.0,31.0,0.0,16.0,0.0,19.0,0.0,0.0
81,1225,Cheshire,Massachusetts,MA,Berkshire,42.5611,-73.158,3124.0,0.0,843.0,94.0,273.0,306.0,96.0,0.0,9.0
82,1226,Dalton,Massachusetts,MA,Berkshire,42.475,-73.1603,6892.0,5.0,1399.0,188.0,606.0,932.0,413.0,78.0,55.0
83,1229,Glendale,Massachusetts,MA,Berkshire,42.2793,-73.3435,114.0,0.0,27.0,0.0,0.0,32.0,0.0,0.0,6.0
84,1230,Great Barrington,Massachusetts,MA,Berkshire,42.1959,-73.3607,8048.0,61.0,1519.0,137.0,395.0,1257.0,866.0,259.0,95.0
85,1235,Hinsdale,Massachusetts,MA,Berkshire,42.4298,-73.0724,2866.0,6.0,773.0,47.0,201.0,421.0,162.0,31.0,19.0
86,1236,Housatonic,Massachusetts,MA,Berkshire,42.2653,-73.3745,1538.0,0.0,158.0,35.0,19.0,244.0,245.0,90.0,21.0
87,1237,Lanesborough,Massachusetts,MA,Berkshire,42.5173,-73.2282,2841.0,4.0,651.0,21.0,265.0,321.0,222.0,34.0,33.0
88,1238,Lee,Massachusetts,MA,Berkshire,42.299,-73.2317,5950.0,64.0,1067.0,69.0,305.0,1059.0,429.0,174.0,72.0
89,1240,Lenox,Massachusetts,MA,Berkshire,42.3642,-73.2713,4603.0,78.0,694.0,76.0,293.0,836.0,599.0,289.0,56.0
90,1242,Lenox Dale,Massachusetts,MA,Berkshire,42.3386,-73.2509,394.0,1.0,35.0,63.0,31.0,51.0,27.0,0.0,0.0
91,1243,Middlefield,Massachusetts,MA,Hampshire,42.3561,-73.0104,374.0,0.0,113.0,16.0,31.0,40.0,38.0,0.0,0.0
92,1244,Mill River,Massachusetts,MA,Berkshire,42.1228,-73.25399999999999,115.0,0.0,23.0,0.0,3.0,34.0,18.0,0.0,0.0
93,1245,Monterey,Massachusetts,MA,Berkshire,42.1867,-73.2065,950.0,0.0,184.0,30.0,55.0,196.0,118.0,33.0,15.0
94,1247,North Adams,Massachusetts,MA,Berkshire,42.6955,-73.08,15737.0,90.0,3298.0,668.0,815.0,1575.0,710.0,167.0,100.0
95,1253,Otis,Massachusetts,MA,Berkshire,42.1931,-73.0918,708.0,0.0,141.0,11.0,64.0,80.0,45.0,29.0,6.0
96,1254,Richmond,Massachusetts,MA,Berkshire,42.3784,-73.3645,954.0,4.0,135.0,4.0,105.0,224.0,84.0,54.0,42.0
97,1255,Sandisfield,Massachusetts,MA,Berkshire,42.1094,-73.1163,852.0,2.0,171.0,28.0,44.0,121.0,91.0,4.0,15.0
98,1256,Savoy,Massachusetts,MA,Berkshire,42.577,-73.0233,796.0,0.0,206.0,43.0,50.0,48.0,39.0,2.0,5.0
99,1257,Sheffield,Massachusetts,MA,Berkshire,42.1001,-73.3611,2203.0,1.0,502.0,34.0,144.0,289.0,238.0,13.0,20.0
100,1258,South Egremont,Massachusetts,MA,Berkshire,42.1012,-73.4566,334.0,0.0,68.0,4.0,20.0,116.0,34.0,8.0,8.0
101,1259,Southfield,Massachusetts,MA,Berkshire,42.078,-73.2609,563.0,0.0,93.0,17.0,49.0,108.0,87.0,28.0,4.0
102,1260,South Lee,Massachusetts,MA,Berkshire,42.2779,-73.2773,485.0,0.0,51.0,23.0,67.0,19.0,6.0,0.0,0.0
103,1262,Stockbridge,Massachusetts,MA,Berkshire,42.301,-73.3223,1239.0,100.0,269.0,40.0,22.0,152.0,145.0,15.0,42.0
104,1264,Tyringham,Massachusetts,MA,Berkshire,42.22,-73.1979,153.0,0.0,40.0,3.0,15.0,19.0,33.0,0.0,8.0
105,1266,West Stockbridge,Massachusetts,MA,Berkshire,42.3348,-73.3825,1430.0,5.0,205.0,4.0,96.0,293.0,174.0,64.0,42.0
106,1267,Williamstown,Massachusetts,MA,Berkshire,42.7089,-73.2036,7884.0,32.0,595.0,108.0,165.0,1032.0,886.0,178.0,426.0
107,1270,Windsor,Massachusetts,MA,Berkshire,42.515,-73.0412,789.0,0.0,118.0,18.0,65.0,140.0,91.0,5.0,5.0
108,1301,Greenfield,Massachusetts,MA,Franklin,42.6013,-72.6236,17766.0,95.0,3183.0,541.0,1506.0,2154.0,1604.0,209.0,89.0
109,1330,Ashfield,Massachusetts,MA,Franklin,42.5232,-72.811,1432.0,0.0,244.0,10.0,114.0,292.0,176.0,27.0,16.0
110,1331,Athol,Massachusetts,MA,Worcester,42.5959,-72.2267,13290.0,73.0,3267.0,408.0,1043.0,1131.0,355.0,29.0,81.0
111,1337,Bernardston,Massachusetts,MA,Franklin,42.6952,-72.5772,2593.0,7.0,626.0,36.0,276.0,350.0,185.0,24.0,16.0
112,1338,Buckland,Massachusetts,MA,Franklin,42.5736,-72.8213,196.0,0.0,38.0,0.0,53.0,22.0,25.0,0.0,5.0
113,1339,Charlemont,Massachusetts,MA,Franklin,42.608000000000004,-72.8901,1378.0,6.0,289.0,37.0,63.0,162.0,131.0,23.0,17.0
114,1340,Colrain,Massachusetts,MA,Franklin,42.678999999999995,-72.7265,1686.0,13.0,363.0,65.0,140.0,177.0,121.0,23.0,20.0
115,1341,Conway,Massachusetts,MA,Franklin,42.5138,-72.7025,1711.0,0.0,182.0,16.0,109.0,332.0,258.0,61.0,40.0
116,1342,Deerfield,Massachusetts,MA,Franklin,42.5406,-72.6072,1616.0,0.0,105.0,19.0,42.0,341.0,339.0,13.0,62.0
117,1343,Drury,Massachusetts,MA,Berkshire,42.6427,-72.9862,46.0,0.0,23.0,0.0,5.0,2.0,0.0,0.0,9.0
118,1344,Erving,Massachusetts,MA,Franklin,42.6076,-72.4292,1559.0,3.0,413.0,50.0,194.0,140.0,43.0,6.0,7.0
119,1346,Heath,Massachusetts,MA,Franklin,42.6853,-72.8391,496.0,5.0,110.0,20.0,36.0,67.0,38.0,2.0,19.0
120,1347,Lake Pleasant,Massachusetts,MA,Franklin,42.5566,-72.5181,143.0,0.0,43.0,0.0,32.0,0.0,21.0,0.0,0.0
121,1349,Millers Falls,Massachusetts,MA,Franklin,42.582,-72.4926,1078.0,7.0,233.0,42.0,47.0,186.0,27.0,13.0,5.0
122,1350,Monroe Bridge,Massachusetts,MA,Franklin,42.7215,-72.9762,104.0,1.0,33.0,11.0,10.0,13.0,2.0,0.0,0.0
123,1351,Montague,Massachusetts,MA,Franklin,42.5429,-72.5328,2212.0,3.0,495.0,18.0,157.0,378.0,157.0,45.0,32.0
124,1354,Gill,Massachusetts,MA,Franklin,42.6404,-72.4995,1641.0,8.0,287.0,26.0,129.0,318.0,229.0,3.0,39.0
125,1355,New Salem,Massachusetts,MA,Franklin,42.5146,-72.3062,925.0,0.0,168.0,15.0,65.0,153.0,103.0,8.0,32.0
126,1360,Northfield,Massachusetts,MA,Franklin,42.6887,-72.45100000000001,3022.0,9.0,506.0,66.0,382.0,402.0,342.0,62.0,18.0
127,1364,Orange,Massachusetts,MA,Franklin,42.6129,-72.2924,7880.0,90.0,1806.0,293.0,610.0,529.0,237.0,45.0,28.0
128,1366,Petersham,Massachusetts,MA,Worcester,42.4898,-72.1893,1167.0,2.0,235.0,7.0,86.0,172.0,103.0,23.0,49.0
129,1367,Rowe,Massachusetts,MA,Franklin,42.6953,-72.9258,666.0,0.0,106.0,19.0,35.0,79.0,33.0,2.0,9.0
130,1368,Royalston,Massachusetts,MA,Worcester,42.6722,-72.1964,1336.0,0.0,359.0,40.0,81.0,78.0,52.0,4.0,10.0
131,1370,Shelburne Falls,Massachusetts,MA,Franklin,42.6022,-72.7391,3990.0,34.0,628.0,106.0,361.0,728.0,391.0,23.0,54.0
132,1373,South Deerfield,Massachusetts,MA,Franklin,42.4756,-72.6153,4355.0,0.0,640.0,73.0,369.0,761.0,475.0,21.0,18.0
133,1375,Sunderland,Massachusetts,MA,Franklin,42.4539,-72.5676,3680.0,21.0,253.0,37.0,201.0,557.0,576.0,40.0,151.0
134,1376,Turners Falls,Massachusetts,MA,Franklin,42.5954,-72.5557,5275.0,72.0,900.0,246.0,335.0,609.0,311.0,9.0,20.0
135,1378,Warwick,Massachusetts,MA,Franklin,42.6671,-72.3397,726.0,9.0,142.0,11.0,44.0,129.0,59.0,2.0,8.0
136,1379,Wendell,Massachusetts,MA,Franklin,42.5656,-72.4009,843.0,5.0,158.0,18.0,49.0,161.0,111.0,3.0,23.0
137,1420,Fitchburg,Massachusetts,MA,Worcester,42.5796,-71.8031,40462.0,535.0,7059.0,1520.0,2405.0,3659.0,1450.0,107.0,122.0
138,1430,Ashburnham,Massachusetts,MA,Worcester,42.6496,-71.9267,6160.0,43.0,959.0,140.0,541.0,1235.0,444.0,46.0,20.0
139,1431,Ashby,Massachusetts,MA,Middlesex,42.6745,-71.8174,3177.0,0.0,783.0,66.0,284.0,332.0,176.0,13.0,22.0
140,1432,Ayer,Massachusetts,MA,Middlesex,42.5591,-71.5788,7489.0,37.0,1422.0,265.0,445.0,1159.0,740.0,29.0,68.0
141,1434,Devens,Massachusetts,MA,Worcester,42.5385,-71.6115,1658.0,13.0,118.0,353.0,35.0,210.0,96.0,38.0,0.0
142,1436,Baldwinville,Massachusetts,MA,Worcester,42.5936,-72.0646,3897.0,69.0,960.0,77.0,290.0,208.0,178.0,0.0,43.0
143,1438,East Templeton,Massachusetts,MA,Worcester,42.5631,-72.03699999999999,553.0,18.0,192.0,0.0,40.0,1.0,48.0,0.0,0.0
144,1440,Gardner,Massachusetts,MA,Worcester,42.574,-71.9898,20320.0,141.0,4227.0,1083.0,1557.0,1457.0,723.0,99.0,60.0
145,1450,Groton,Massachusetts,MA,Middlesex,42.6124,-71.5584,11120.0,14.0,978.0,55.0,445.0,2760.0,1727.0,237.0,257.0
146,1451,Harvard,Massachusetts,MA,Worcester,42.4986,-71.5753,4758.0,12.0,258.0,13.0,122.0,1126.0,867.0,226.0,235.0
147,1452,Hubbardston,Massachusetts,MA,Worcester,42.4865,-72.0012,4474.0,3.0,895.0,93.0,309.0,488.0,255.0,76.0,27.0
148,1453,Leominster,Massachusetts,MA,Worcester,42.5274,-71.7563,41206.0,464.0,7746.0,1601.0,2442.0,5232.0,2147.0,187.0,293.0
149,1460,Littleton,Massachusetts,MA,Middlesex,42.5401,-71.4877,9359.0,3.0,1109.0,143.0,432.0,2246.0,1377.0,120.0,200.0
150,1462,Lunenburg,Massachusetts,MA,Worcester,42.5884,-71.7266,11029.0,36.0,1897.0,237.0,871.0,1794.0,817.0,101.0,39.0
151,1463,Pepperell,Massachusetts,MA,Middlesex,42.6689,-71.5934,11953.0,3.0,2075.0,201.0,729.0,1958.0,808.0,92.0,77.0
152,1464,Shirley,Massachusetts,MA,Middlesex,42.5734,-71.6483,7436.0,29.0,1455.0,748.0,264.0,995.0,363.0,15.0,13.0
153,1467,Still River,Massachusetts,MA,Worcester,42.4871,-71.6131,472.0,0.0,8.0,0.0,7.0,106.0,134.0,20.0,0.0
154,1468,Templeton,Massachusetts,MA,Worcester,42.54600000000001,-72.065,3717.0,0.0,974.0,138.0,389.0,328.0,89.0,0.0,16.0
155,1469,Townsend,Massachusetts,MA,Middlesex,42.6525,-71.6896,7348.0,14.0,1610.0,46.0,590.0,1077.0,407.0,42.0,54.0
156,1473,Westminster,Massachusetts,MA,Worcester,42.5483,-71.9096,7414.0,36.0,967.0,55.0,671.0,1451.0,461.0,175.0,130.0
157,1474,West Townsend,Massachusetts,MA,Middlesex,42.6678,-71.7522,1934.0,0.0,381.0,19.0,76.0,312.0,232.0,6.0,13.0
158,1475,Winchendon,Massachusetts,MA,Worcester,42.6789,-72.0475,10542.0,97.0,2351.0,300.0,878.0,915.0,403.0,87.0,67.0
159,1501,Auburn,Massachusetts,MA,Worcester,42.2055,-71.8391,16208.0,91.0,3340.0,259.0,991.0,2621.0,1246.0,211.0,102.0
160,1503,Berlin,Massachusetts,MA,Worcester,42.3844,-71.6356,2957.0,13.0,492.0,36.0,159.0,655.0,325.0,35.0,58.0
161,1504,Blackstone,Massachusetts,MA,Worcester,42.0287,-71.5269,9078.0,56.0,1816.0,248.0,475.0,1161.0,419.0,69.0,33.0
162,1505,Boylston,Massachusetts,MA,Worcester,42.3377,-71.73100000000001,4432.0,11.0,544.0,12.0,349.0,1038.0,470.0,157.0,42.0
163,1506,Brookfield,Massachusetts,MA,Worcester,42.1991,-72.0989,3405.0,37.0,792.0,92.0,169.0,545.0,173.0,24.0,30.0
164,1507,Charlton,Massachusetts,MA,Worcester,42.1379,-71.9664,13215.0,20.0,2586.0,351.0,1165.0,1886.0,875.0,80.0,66.0
165,1510,Clinton,Massachusetts,MA,Worcester,42.4181,-71.6828,13727.0,51.0,2568.0,315.0,828.0,2245.0,830.0,97.0,126.0
166,1515,East Brookfield,Massachusetts,MA,Worcester,42.2193,-72.0481,2198.0,9.0,562.0,60.0,140.0,367.0,94.0,11.0,6.0
167,1516,Douglas,Massachusetts,MA,Worcester,42.0528,-71.7509,8650.0,26.0,1312.0,211.0,593.0,1498.0,451.0,65.0,14.0
168,1518,Fiskdale,Massachusetts,MA,Worcester,42.1228,-72.1178,2951.0,32.0,583.0,49.0,185.0,597.0,314.0,49.0,47.0
169,1519,Grafton,Massachusetts,MA,Worcester,42.2004,-71.6868,6301.0,40.0,703.0,79.0,426.0,1541.0,632.0,215.0,107.0
170,1520,Holden,Massachusetts,MA,Worcester,42.342,-71.8414,14929.0,28.0,1752.0,232.0,985.0,3049.0,1768.0,257.0,317.0
171,1521,Holland,Massachusetts,MA,Hampden,42.0403,-72.1544,2498.0,9.0,484.0,100.0,157.0,369.0,190.0,13.0,18.0
172,1522,Jefferson,Massachusetts,MA,Worcester,42.3755,-71.8706,3089.0,0.0,491.0,25.0,161.0,518.0,434.0,48.0,64.0
173,1523,Lancaster,Massachusetts,MA,Worcester,42.451,-71.6868,7877.0,7.0,982.0,351.0,594.0,1133.0,583.0,72.0,72.0
174,1524,Leicester,Massachusetts,MA,Worcester,42.236999999999995,-71.9188,6827.0,35.0,1541.0,101.0,517.0,863.0,408.0,53.0,0.0
175,1525,Linwood,Massachusetts,MA,Worcester,42.0973,-71.6448,138.0,0.0,22.0,31.0,0.0,13.0,15.0,0.0,37.0
176,1527,Millbury,Massachusetts,MA,Worcester,42.1968,-71.7644,13391.0,39.0,2950.0,282.0,715.0,1952.0,834.0,125.0,61.0
177,1529,Millville,Massachusetts,MA,Worcester,42.0331,-71.5798,3208.0,26.0,552.0,133.0,242.0,372.0,172.0,7.0,12.0
178,1531,New Braintree,Massachusetts,MA,Worcester,42.3198,-72.1306,1133.0,0.0,224.0,21.0,67.0,176.0,99.0,6.0,6.0
179,1532,Northborough,Massachusetts,MA,Worcester,42.3182,-71.6464,14814.0,21.0,1588.0,187.0,846.0,2985.0,1828.0,304.0,266.0
180,1534,Northbridge,Massachusetts,MA,Worcester,42.1494,-71.6564,6378.0,23.0,1339.0,159.0,293.0,882.0,613.0,33.0,40.0
181,1535,North Brookfield,Massachusetts,MA,Worcester,42.2665,-72.0821,4734.0,9.0,1163.0,75.0,290.0,489.0,251.0,23.0,52.0
182,1536,North Grafton,Massachusetts,MA,Worcester,42.2297,-71.7037,7634.0,59.0,1072.0,190.0,444.0,1336.0,916.0,159.0,60.0
183,1537,North Oxford,Massachusetts,MA,Worcester,42.1655,-71.88600000000001,2444.0,0.0,528.0,56.0,95.0,350.0,89.0,0.0,0.0
184,1540,Oxford,Massachusetts,MA,Worcester,42.1129,-71.8687,11112.0,0.0,2512.0,251.0,770.0,1665.0,496.0,32.0,15.0
185,1541,Princeton,Massachusetts,MA,Worcester,42.4508,-71.8762,3456.0,0.0,349.0,86.0,240.0,774.0,492.0,153.0,84.0
