Zipcode,Population,None,High School Degree,GED,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
00601,17982.0,456.0,3017.0,156.0,615.0,1720.0,248.0,59.0,65.0
00602,40260.0,955.0,4770.0,1004.0,3499.0,4203.0,1242.0,206.0,258.0
00603,52408.0,1014.0,8309.0,1381.0,3147.0,5981.0,1710.0,283.0,280.0
00606,6331.0,188.0,1441.0,74.0,155.0,385.0,21.0,17.0,32.0
00610,28328.0,377.0,5707.0,803.0,1598.0,2266.0,453.0,38.0,144.0
00612,64816.0,1330.0,10863.0,1250.0,3546.0,8055.0,1809.0,411.0,537.0
00616,10707.0,213.0,2468.0,198.0,832.0,890.0,148.0,12.0,16.0
00617,24793.0,624.0,5213.0,295.0,1773.0,2170.0,403.0,0.0,51.0
00622,7425.0,130.0,1357.0,36.0,381.0,743.0,151.0,0.0,105.0
00623,42955.0,910.0,6838.0,643.0,3037.0,5895.0,1035.0,141.0,499.0
00624,24628.0,466.0,4555.0,323.0,1474.0,2297.0,280.0,71.0,105.0
00627,33949.0,624.0,5774.0,281.0,1990.0,3632.0,844.0,89.0,131.0
00631,1664.0,54.0,257.0,6.0,56.0,136.0,12.0,0.0,0.0
00637,24398.0,539.0,5212.0,282.0,1124.0,2755.0,406.0,62.0,90.0
00638,18084.0,436.0,3339.0,387.0,1288.0,1361.0,139.0,23.0,17.0
00641,29516.0,533.0,4982.0,593.0,1696.0,3028.0,412.0,66.0,123.0
00646,38396.0,708.0,6112.0,422.0,2017.0,5365.0,1554.0,473.0,164.0
00647,5740.0,121.0,1306.0,101.0,156.0,512.0,107.0,34.0,11.0
00650,14738.0,214.0,3648.0,193.0,1026.0,908.0,22.0,14.0,33.0
00652,3800.0,37.0,683.0,31.0,188.0,451.0,100.0,0.0,0.0
00653,12514.0,202.0,2758.0,195.0,554.0,941.0,216.0,47.0,52.0
00656,20414.0,430.0,3674.0,426.0,1525.0,2129.0,280.0,64.0,97.0
00659,41578.0,670.0,5669.0,471.0,3391.0,4760.0,1336.0,95.0,271.0
00660,16845.0,376.0,3327.0,508.0,725.0,2069.0,493.0,61.0,94.0
00662,42499.0,871.0,8157.0,541.0,2263.0,4415.0,1136.0,87.0,123.0
00664,15974.0,251.0,3302.0,399.0,668.0,1200.0,329.0,0.0,58.0
00667,24968.0,799.0,4081.0,223.0,1829.0,1846.0,541.0,52.0,178.0
00669,27703.0,698.0,4045.0,278.0,988.0,2714.0,612.0,54.0,46.0
00670,9333.0,185.0,1579.0,88.0,235.0,810.0,154.0,0.0,18.0
00674,42358.0,858.0,6922.0,479.0,2963.0,5137.0,904.0,117.0,178.0
00676,38999.0,873.0,6655.0,1082.0,1384.0,3765.0,844.0,204.0,109.0
00677,14855.0,265.0,2025.0,290.0,1517.0,1681.0,377.0,0.0,133.0
00678,26815.0,718.0,4615.0,237.0,2101.0,2741.0,511.0,38.0,134.0
00680,52431.0,1054.0,9469.0,1580.0,1694.0,4654.0,1125.0,221.0,571.0
00682,32431.0,532.0,4957.0,868.0,1196.0,3490.0,1084.0,201.0,526.0
00683,32569.0,523.0,5862.0,786.0,1382.0,3713.0,960.0,138.0,282.0
00685,40800.0,1351.0,5601.0,911.0,1687.0,4246.0,608.0,172.0,52.0
00687,32294.0,731.0,5432.0,442.0,1947.0,2604.0,612.0,18.0,127.0
00688,12870.0,190.0,2711.0,326.0,843.0,1077.0,230.0,65.0,0.0
00690,5565.0,98.0,733.0,82.0,286.0,984.0,278.0,21.0,51.0
00692,36777.0,438.0,5068.0,484.0,2313.0,3260.0,1052.0,154.0,118.0
00693,58615.0,1191.0,4206.0,750.0,4746.0,6023.0,1500.0,138.0,125.0
00694,77.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
00698,39395.0,1221.0,7038.0,798.0,1942.0,4152.0,777.0,214.0,168.0
00703,28165.0,877.0,4851.0,1116.0,1492.0,2015.0,364.0,88.0,35.0
00704,8007.0,128.0,1380.0,77.0,453.0,734.0,285.0,12.0,32.0
00705,24717.0,523.0,4936.0,396.0,1122.0,2770.0,623.0,53.0,25.0
00707,11701.0,259.0,1826.0,221.0,660.0,1074.0,245.0,0.0,2.0
00714,18988.0,472.0,3942.0,274.0,1395.0,1619.0,400.0,39.0,20.0
00715,3586.0,96.0,555.0,63.0,214.0,177.0,8.0,7.0,39.0
00716,30876.0,586.0,5184.0,339.0,1588.0,4562.0,1236.0,420.0,450.0
00717,17704.0,344.0,2981.0,196.0,1102.0,1929.0,641.0,194.0,187.0
00718,26547.0,505.0,4493.0,291.0,1467.0,2897.0,439.0,45.0,45.0
00719,30588.0,987.0,4772.0,548.0,2143.0,2663.0,424.0,84.0,9.0
00720,22676.0,682.0,4083.0,462.0,777.0,1860.0,385.0,9.0,17.0
00723,18441.0,461.0,3617.0,286.0,840.0,1381.0,351.0,13.0,70.0
00725,86276.0,1202.0,14648.0,2132.0,5246.0,11100.0,3129.0,494.0,552.0
00727,56503.0,858.0,7736.0,899.0,4209.0,8770.0,2983.0,464.0,783.0
00728,41337.0,570.0,7882.0,447.0,2662.0,4872.0,927.0,213.0,177.0
00729,53439.0,1017.0,8699.0,1812.0,4180.0,5257.0,1276.0,98.0,228.0
00730,34965.0,677.0,6795.0,586.0,1742.0,3591.0,920.0,326.0,360.0
00731,14382.0,278.0,3248.0,212.0,547.0,1638.0,203.0,13.0,56.0
00735,13063.0,138.0,2923.0,37.0,780.0,1061.0,534.0,51.0,17.0
00736,50335.0,1183.0,9537.0,1357.0,2700.0,5460.0,1795.0,279.0,210.0
00738,33205.0,461.0,6333.0,886.0,1743.0,3844.0,718.0,105.0,131.0
00739,37970.0,742.0,7167.0,1127.0,2177.0,4257.0,1105.0,205.0,148.0
00740,1515.0,41.0,339.0,55.0,92.0,51.0,36.0,10.0,0.0
00741,5514.0,42.0,1264.0,79.0,511.0,326.0,68.0,10.0,0.0
00745,53797.0,803.0,9460.0,1737.0,4134.0,5252.0,1398.0,166.0,220.0
00751,22777.0,511.0,4955.0,244.0,1239.0,1743.0,539.0,14.0,80.0
00754,39651.0,1080.0,6814.0,956.0,2477.0,3697.0,1065.0,168.0,12.0
00757,22913.0,286.0,4420.0,138.0,1274.0,2518.0,814.0,107.0,77.0
00765,8993.0,193.0,1965.0,64.0,429.0,695.0,251.0,13.0,116.0
00766,24875.0,436.0,5229.0,236.0,1019.0,2163.0,336.0,138.0,26.0
00767,36340.0,1095.0,5807.0,884.0,2652.0,2851.0,736.0,56.0,42.0
00769,39670.0,728.0,8325.0,317.0,2023.0,4099.0,1181.0,22.0,259.0
00771,38340.0,704.0,7451.0,1038.0,2526.0,3428.0,862.0,212.0,169.0
00772,21478.0,254.0,4935.0,652.0,1526.0,1269.0,279.0,37.0,14.0
00773,19497.0,239.0,3817.0,618.0,1181.0,1893.0,450.0,21.0,54.0
00775,1554.0,30.0,342.0,31.0,88.0,87.0,4.0,11.0,13.0
00777,40570.0,444.0,7078.0,756.0,3353.0,4623.0,1169.0,70.0,138.0
00778,46765.0,671.0,5791.0,1412.0,3481.0,7077.0,2248.0,414.0,511.0
00780,13016.0,201.0,1890.0,132.0,661.0,1968.0,338.0,247.0,369.0
00782,18530.0,655.0,3241.0,552.0,1011.0,1184.0,365.0,6.0,19.0
00783,35151.0,769.0,6495.0,387.0,2278.0,2716.0,563.0,46.0,90.0
00784,42625.0,638.0,9283.0,722.0,1942.0,4304.0,841.0,96.0,87.0
00786,288.0,0.0,100.0,32.0,47.0,0.0,0.0,0.0,0.0
00791,50809.0,932.0,9792.0,638.0,3179.0,5677.0,1826.0,219.0,414.0
00794,30215.0,704.0,5454.0,230.0,1418.0,2914.0,596.0,29.0,22.0
00795,46450.0,738.0,8398.0,661.0,2592.0,4940.0,821.0,459.0,189.0
00901,6132.0,58.0,678.0,207.0,391.0,1093.0,336.0,287.0,86.0
00906,73.0,0.0,0.0,0.0,0.0,16.0,0.0,34.0,0.0
00907,17382.0,121.0,2033.0,217.0,931.0,3478.0,1544.0,1031.0,420.0
00909,5616.0,96.0,841.0,66.0,278.0,638.0,341.0,69.0,65.0
00911,7444.0,93.0,957.0,34.0,389.0,1696.0,616.0,350.0,234.0
00912,5979.0,121.0,923.0,74.0,283.0,894.0,248.0,157.0,57.0
00913,8122.0,93.0,1309.0,44.0,345.0,467.0,246.0,122.0,13.0
00915,29387.0,779.0,5626.0,583.0,1521.0,1623.0,337.0,84.0,61.0
00917,19086.0,381.0,2914.0,290.0,1662.0,1975.0,621.0,301.0,51.0
00918,16552.0,168.0,1822.0,157.0,1360.0,2853.0,1382.0,813.0,595.0
00920,17995.0,344.0,2679.0,154.0,1703.0,2820.0,627.0,339.0,86.0
00921,37696.0,657.0,5765.0,387.0,4018.0,4884.0,1282.0,527.0,160.0
00923,26591.0,523.0,4207.0,282.0,1754.0,2487.0,781.0,207.0,152.0
00924,54584.0,663.0,7797.0,860.0,3708.0,6124.0,1835.0,623.0,382.0
00925,6899.0,104.0,739.0,87.0,256.0,738.0,271.0,28.0,59.0
00926,104645.0,1299.0,12777.0,722.0,7380.0,19003.0,7212.0,4073.0,1809.0
00927,14447.0,109.0,1405.0,182.0,1062.0,3428.0,1314.0,977.0,365.0
00934,67.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,0.0
00936,731.0,103.0,241.0,0.0,11.0,54.0,0.0,0.0,0.0
00949,78552.0,1147.0,12833.0,2401.0,5542.0,9969.0,2152.0,408.0,237.0
00950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00951,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
00952,9363.0,126.0,1370.0,608.0,561.0,680.0,145.0,17.0,0.0
00953,73099.0,1242.0,10718.0,831.0,4899.0,10915.0,2644.0,509.0,395.0
00956,74529.0,1706.0,11566.0,1286.0,4497.0,9325.0,1824.0,348.0,208.0
00957,43336.0,685.0,5899.0,1195.0,2875.0,5418.0,1287.0,242.0,181.0
00959,48168.0,552.0,5904.0,1176.0,3460.0,8085.0,2335.0,681.0,278.0
00960,2355.0,21.0,335.0,303.0,71.0,31.0,0.0,0.0,3.0
00961,30978.0,574.0,3296.0,999.0,2040.0,5598.0,1732.0,410.0,248.0
00962,20975.0,334.0,3722.0,359.0,1302.0,1643.0,282.0,205.0,41.0
00965,8483.0,269.0,1944.0,204.0,440.0,439.0,81.0,0.0,17.0
00966,16058.0,165.0,1035.0,78.0,1021.0,4225.0,1472.0,1345.0,377.0
00968,3492.0,34.0,310.0,28.0,189.0,1163.0,414.0,330.0,172.0
00969,43021.0,313.0,3678.0,290.0,2384.0,10618.0,4100.0,2748.0,864.0
00971,29095.0,562.0,4522.0,179.0,2036.0,3450.0,941.0,346.0,76.0
00976,61762.0,704.0,9085.0,625.0,4246.0,10610.0,2500.0,695.0,724.0
00979,15234.0,100.0,1906.0,154.0,1080.0,3633.0,1347.0,500.0,369.0
00982,15029.0,269.0,2541.0,334.0,1462.0,1901.0,554.0,74.0,59.0
00983,39407.0,399.0,6255.0,972.0,3097.0,5060.0,1340.0,294.0,260.0
00985,33653.0,422.0,6028.0,833.0,3006.0,3753.0,1100.0,103.0,95.0
00987,60377.0,551.0,7730.0,1796.0,4799.0,9554.0,2549.0,517.0,433.0
01001,17438.0,47.0,3493.0,309.0,1501.0,2218.0,1172.0,115.0,100.0
01002,29780.0,136.0,1504.0,132.0,669.0,3230.0,3253.0,551.0,2003.0
01003,11241.0,0.0,0.0,12.0,10.0,23.0,21.0,1.0,1.0
01005,5201.0,0.0,1299.0,106.0,408.0,483.0,209.0,37.0,98.0
01007,14838.0,16.0,1921.0,384.0,1051.0,2254.0,1359.0,213.0,326.0
01008,1171.0,0.0,271.0,27.0,97.0,149.0,93.0,3.0,5.0
01009,429.0,41.0,85.0,11.0,23.0,47.0,11.0,0.0,0.0
01010,3695.0,0.0,435.0,83.0,411.0,685.0,351.0,53.0,36.0
01011,1506.0,4.0,410.0,55.0,118.0,124.0,52.0,14.0,0.0
01012,539.0,0.0,112.0,2.0,28.0,90.0,50.0,4.0,16.0
01013,22394.0,451.0,5023.0,784.0,1319.0,1543.0,711.0,56.0,79.0
01020,30952.0,442.0,7205.0,1383.0,2784.0,2609.0,1149.0,122.0,84.0
01022,2840.0,0.0,539.0,32.0,297.0,286.0,227.0,0.0,0.0
01026,1036.0,0.0,251.0,19.0,59.0,169.0,104.0,12.0,8.0
01027,17787.0,91.0,3956.0,424.0,1466.0,2982.0,1306.0,208.0,96.0
01028,16017.0,63.0,2664.0,263.0,1203.0,2546.0,1506.0,625.0,76.0
01029,717.0,3.0,204.0,3.0,52.0,85.0,24.0,16.0,0.0
01030,11250.0,25.0,2331.0,211.0,964.0,1518.0,631.0,91.0,48.0
01031,1369.0,5.0,421.0,15.0,87.0,141.0,44.0,0.0,10.0
01032,611.0,0.0,108.0,7.0,61.0,93.0,96.0,0.0,18.0
01033,6304.0,0.0,1172.0,248.0,438.0,806.0,513.0,125.0,94.0
01034,2190.0,5.0,461.0,84.0,138.0,315.0,109.0,31.0,15.0
01035,5324.0,5.0,978.0,111.0,449.0,1074.0,595.0,131.0,145.0
01036,5179.0,22.0,951.0,86.0,568.0,803.0,489.0,81.0,49.0
01037,731.0,0.0,155.0,0.0,49.0,90.0,88.0,28.0,0.0
01038,2794.0,10.0,729.0,33.0,250.0,482.0,260.0,47.0,51.0
01039,1236.0,4.0,124.0,5.0,111.0,234.0,220.0,48.0,25.0
01040,40342.0,425.0,6121.0,1383.0,1922.0,3842.0,1726.0,345.0,249.0
01050,2513.0,0.0,532.0,80.0,199.0,174.0,113.0,10.0,15.0
01053,1772.0,6.0,260.0,89.0,105.0,285.0,154.0,86.0,46.0
01054,1993.0,6.0,171.0,36.0,87.0,368.0,312.0,75.0,183.0
01056,21348.0,415.0,4987.0,490.0,1731.0,2131.0,920.0,134.0,91.0
01057,8712.0,16.0,2012.0,257.0,560.0,1071.0,557.0,46.0,87.0
01060,15229.0,59.0,1310.0,270.0,599.0,2482.0,1979.0,643.0,900.0
01062,11029.0,60.0,1149.0,189.0,510.0,1934.0,1514.0,462.0,524.0
01063,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01066,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01068,1803.0,8.0,299.0,35.0,132.0,278.0,156.0,15.0,20.0
01069,8976.0,28.0,1995.0,270.0,611.0,981.0,549.0,28.0,26.0
01070,565.0,2.0,90.0,11.0,35.0,95.0,63.0,29.0,11.0
01071,1318.0,0.0,352.0,36.0,101.0,213.0,68.0,9.0,8.0
01072,1465.0,0.0,128.0,27.0,59.0,249.0,289.0,36.0,91.0
01073,6022.0,0.0,1127.0,141.0,790.0,764.0,429.0,82.0,62.0
01074,247.0,0.0,34.0,25.0,0.0,63.0,0.0,0.0,0.0
01075,17781.0,78.0,2200.0,304.0,1273.0,2411.0,1596.0,231.0,403.0
01077,9640.0,75.0,1891.0,130.0,637.0,1120.0,878.0,145.0,131.0
01079,593.0,0.0,98.0,32.0,20.0,137.0,0.0,0.0,0.0
01080,2286.0,10.0,736.0,80.0,120.0,210.0,32.0,0.0,9.0
01081,1720.0,3.0,476.0,62.0,108.0,171.0,34.0,14.0,7.0
01082,10460.0,65.0,2439.0,419.0,743.0,1086.0,432.0,21.0,14.0
01083,2960.0,0.0,835.0,0.0,167.0,305.0,7.0,0.0,0.0
01084,155.0,0.0,34.0,0.0,3.0,37.0,40.0,6.0,3.0
01085,41509.0,243.0,6983.0,703.0,2782.0,5843.0,2262.0,403.0,220.0
01086,685.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
01088,493.0,9.0,125.0,49.0,55.0,71.0,77.0,11.0,0.0
01089,28600.0,359.0,4955.0,732.0,2122.0,3739.0,1693.0,228.0,119.0
01092,1291.0,0.0,249.0,11.0,174.0,231.0,1.0,0.0,0.0
01093,307.0,0.0,51.0,0.0,16.0,78.0,51.0,9.0,6.0
01094,336.0,0.0,88.0,13.0,29.0,36.0,28.0,0.0,0.0
01095,14514.0,156.0,2078.0,304.0,963.0,2644.0,1442.0,327.0,91.0
01096,2494.0,0.0,511.0,47.0,201.0,416.0,226.0,30.0,35.0
01097,31.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
01098,1149.0,3.0,234.0,17.0,80.0,180.0,118.0,20.0,17.0
01103,2564.0,98.0,172.0,36.0,108.0,139.0,105.0,63.0,33.0
01104,23485.0,475.0,4471.0,996.0,1236.0,1272.0,432.0,54.0,93.0
01105,12027.0,274.0,1692.0,638.0,351.0,344.0,144.0,56.0,48.0
01106,16007.0,55.0,1202.0,154.0,621.0,3117.0,2370.0,1310.0,447.0
01107,11224.0,266.0,1048.0,444.0,217.0,393.0,182.0,18.0,12.0
01108,27342.0,500.0,3478.0,1108.0,1202.0,1779.0,1264.0,161.0,110.0
01109,30541.0,247.0,4757.0,1041.0,1147.0,1493.0,561.0,139.0,36.0
01118,14453.0,168.0,2539.0,252.0,1090.0,1878.0,860.0,95.0,105.0
01119,13269.0,207.0,1975.0,538.0,742.0,1083.0,551.0,72.0,27.0
01128,2498.0,26.0,541.0,100.0,127.0,325.0,118.0,7.0,43.0
01129,7377.0,64.0,1233.0,258.0,643.0,672.0,463.0,58.0,24.0
01151,9037.0,112.0,1552.0,294.0,449.0,515.0,184.0,100.0,10.0
01199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01201,45328.0,378.0,9430.0,1455.0,3546.0,5158.0,2618.0,598.0,328.0
01220,8391.0,74.0,2260.0,265.0,444.0,949.0,301.0,28.0,63.0
01222,812.0,4.0,202.0,13.0,47.0,157.0,49.0,0.0,0.0
01223,2294.0,8.0,538.0,78.0,169.0,322.0,203.0,61.0,43.0
01224,138.0,0.0,31.0,0.0,16.0,0.0,19.0,0.0,0.0
01225,3124.0,0.0,843.0,94.0,273.0,306.0,96.0,0.0,9.0
01226,6892.0,5.0,1399.0,188.0,606.0,932.0,413.0,78.0,55.0
01229,114.0,0.0,27.0,0.0,0.0,32.0,0.0,0.0,6.0
01230,8048.0,61.0,1519.0,137.0,395.0,1257.0,866.0,259.0,95.0
01235,2866.0,6.0,773.0,47.0,201.0,421.0,162.0,31.0,19.0
01236,1538.0,0.0,158.0,35.0,19.0,244.0,245.0,90.0,21.0
01237,2841.0,4.0,651.0,21.0,265.0,321.0,222.0,34.0,33.0
01238,5950.0,64.0,1067.0,69.0,305.0,1059.0,429.0,174.0,72.0
01240,4603.0,78.0,694.0,76.0,293.0,836.0,599.0,289.0,56.0
01242,394.0,1.0,35.0,63.0,31.0,51.0,27.0,0.0,0.0
01243,374.0,0.0,113.0,16.0,31.0,40.0,38.0,0.0,0.0
01244,115.0,0.0,23.0,0.0,3.0,34.0,18.0,0.0,0.0
01245,950.0,0.0,184.0,30.0,55.0,196.0,118.0,33.0,15.0
01247,15737.0,90.0,3298.0,668.0,815.0,1575.0,710.0,167.0,100.0
01253,708.0,0.0,141.0,11.0,64.0,80.0,45.0,29.0,6.0
01254,954.0,4.0,135.0,4.0,105.0,224.0,84.0,54.0,42.0
01255,852.0,2.0,171.0,28.0,44.0,121.0,91.0,4.0,15.0
01256,796.0,0.0,206.0,43.0,50.0,48.0,39.0,2.0,5.0
01257,2203.0,1.0,502.0,34.0,144.0,289.0,238.0,13.0,20.0
01258,334.0,0.0,68.0,4.0,20.0,116.0,34.0,8.0,8.0
01259,563.0,0.0,93.0,17.0,49.0,108.0,87.0,28.0,4.0
01260,485.0,0.0,51.0,23.0,67.0,19.0,6.0,0.0,0.0
01262,1239.0,100.0,269.0,40.0,22.0,152.0,145.0,15.0,42.0
01264,153.0,0.0,40.0,3.0,15.0,19.0,33.0,0.0,8.0
01266,1430.0,5.0,205.0,4.0,96.0,293.0,174.0,64.0,42.0
01267,7884.0,32.0,595.0,108.0,165.0,1032.0,886.0,178.0,426.0
01270,789.0,0.0,118.0,18.0,65.0,140.0,91.0,5.0,5.0
01301,17766.0,95.0,3183.0,541.0,1506.0,2154.0,1604.0,209.0,89.0
01330,1432.0,0.0,244.0,10.0,114.0,292.0,176.0,27.0,16.0
01331,13290.0,73.0,3267.0,408.0,1043.0,1131.0,355.0,29.0,81.0
01337,2593.0,7.0,626.0,36.0,276.0,350.0,185.0,24.0,16.0
01338,196.0,0.0,38.0,0.0,53.0,22.0,25.0,0.0,5.0
01339,1378.0,6.0,289.0,37.0,63.0,162.0,131.0,23.0,17.0
01340,1686.0,13.0,363.0,65.0,140.0,177.0,121.0,23.0,20.0
01341,1711.0,0.0,182.0,16.0,109.0,332.0,258.0,61.0,40.0
01342,1616.0,0.0,105.0,19.0,42.0,341.0,339.0,13.0,62.0
01343,46.0,0.0,23.0,0.0,5.0,2.0,0.0,0.0,9.0
01344,1559.0,3.0,413.0,50.0,194.0,140.0,43.0,6.0,7.0
01346,496.0,5.0,110.0,20.0,36.0,67.0,38.0,2.0,19.0
01347,143.0,0.0,43.0,0.0,32.0,0.0,21.0,0.0,0.0
01349,1078.0,7.0,233.0,42.0,47.0,186.0,27.0,13.0,5.0
01350,104.0,1.0,33.0,11.0,10.0,13.0,2.0,0.0,0.0
01351,2212.0,3.0,495.0,18.0,157.0,378.0,157.0,45.0,32.0
01354,1641.0,8.0,287.0,26.0,129.0,318.0,229.0,3.0,39.0
01355,925.0,0.0,168.0,15.0,65.0,153.0,103.0,8.0,32.0
01360,3022.0,9.0,506.0,66.0,382.0,402.0,342.0,62.0,18.0
01364,7880.0,90.0,1806.0,293.0,610.0,529.0,237.0,45.0,28.0
01366,1167.0,2.0,235.0,7.0,86.0,172.0,103.0,23.0,49.0
01367,666.0,0.0,106.0,19.0,35.0,79.0,33.0,2.0,9.0
01368,1336.0,0.0,359.0,40.0,81.0,78.0,52.0,4.0,10.0
01370,3990.0,34.0,628.0,106.0,361.0,728.0,391.0,23.0,54.0
01373,4355.0,0.0,640.0,73.0,369.0,761.0,475.0,21.0,18.0
01375,3680.0,21.0,253.0,37.0,201.0,557.0,576.0,40.0,151.0
01376,5275.0,72.0,900.0,246.0,335.0,609.0,311.0,9.0,20.0
01378,726.0,9.0,142.0,11.0,44.0,129.0,59.0,2.0,8.0
01379,843.0,5.0,158.0,18.0,49.0,161.0,111.0,3.0,23.0
01420,40462.0,535.0,7059.0,1520.0,2405.0,3659.0,1450.0,107.0,122.0
01430,6160.0,43.0,959.0,140.0,541.0,1235.0,444.0,46.0,20.0
01431,3177.0,0.0,783.0,66.0,284.0,332.0,176.0,13.0,22.0
01432,7489.0,37.0,1422.0,265.0,445.0,1159.0,740.0,29.0,68.0
01434,1658.0,13.0,118.0,353.0,35.0,210.0,96.0,38.0,0.0
01436,3897.0,69.0,960.0,77.0,290.0,208.0,178.0,0.0,43.0
01438,553.0,18.0,192.0,0.0,40.0,1.0,48.0,0.0,0.0
01440,20320.0,141.0,4227.0,1083.0,1557.0,1457.0,723.0,99.0,60.0
01450,11120.0,14.0,978.0,55.0,445.0,2760.0,1727.0,237.0,257.0
01451,4758.0,12.0,258.0,13.0,122.0,1126.0,867.0,226.0,235.0
01452,4474.0,3.0,895.0,93.0,309.0,488.0,255.0,76.0,27.0
01453,41206.0,464.0,7746.0,1601.0,2442.0,5232.0,2147.0,187.0,293.0
01460,9359.0,3.0,1109.0,143.0,432.0,2246.0,1377.0,120.0,200.0
01462,11029.0,36.0,1897.0,237.0,871.0,1794.0,817.0,101.0,39.0
01463,11953.0,3.0,2075.0,201.0,729.0,1958.0,808.0,92.0,77.0
01464,7436.0,29.0,1455.0,748.0,264.0,995.0,363.0,15.0,13.0
01467,472.0,0.0,8.0,0.0,7.0,106.0,134.0,20.0,0.0
01468,3717.0,0.0,974.0,138.0,389.0,328.0,89.0,0.0,16.0
01469,7348.0,14.0,1610.0,46.0,590.0,1077.0,407.0,42.0,54.0
01473,7414.0,36.0,967.0,55.0,671.0,1451.0,461.0,175.0,130.0
01474,1934.0,0.0,381.0,19.0,76.0,312.0,232.0,6.0,13.0
01475,10542.0,97.0,2351.0,300.0,878.0,915.0,403.0,87.0,67.0
01501,16208.0,91.0,3340.0,259.0,991.0,2621.0,1246.0,211.0,102.0
01503,2957.0,13.0,492.0,36.0,159.0,655.0,325.0,35.0,58.0
01504,9078.0,56.0,1816.0,248.0,475.0,1161.0,419.0,69.0,33.0
01505,4432.0,11.0,544.0,12.0,349.0,1038.0,470.0,157.0,42.0
01506,3405.0,37.0,792.0,92.0,169.0,545.0,173.0,24.0,30.0
01507,13215.0,20.0,2586.0,351.0,1165.0,1886.0,875.0,80.0,66.0
01510,13727.0,51.0,2568.0,315.0,828.0,2245.0,830.0,97.0,126.0
01515,2198.0,9.0,562.0,60.0,140.0,367.0,94.0,11.0,6.0
01516,8650.0,26.0,1312.0,211.0,593.0,1498.0,451.0,65.0,14.0
01518,2951.0,32.0,583.0,49.0,185.0,597.0,314.0,49.0,47.0
01519,6301.0,40.0,703.0,79.0,426.0,1541.0,632.0,215.0,107.0
01520,14929.0,28.0,1752.0,232.0,985.0,3049.0,1768.0,257.0,317.0
01521,2498.0,9.0,484.0,100.0,157.0,369.0,190.0,13.0,18.0
01522,3089.0,0.0,491.0,25.0,161.0,518.0,434.0,48.0,64.0
01523,7877.0,7.0,982.0,351.0,594.0,1133.0,583.0,72.0,72.0
01524,6827.0,35.0,1541.0,101.0,517.0,863.0,408.0,53.0,0.0
01525,138.0,0.0,22.0,31.0,0.0,13.0,15.0,0.0,37.0
01527,13391.0,39.0,2950.0,282.0,715.0,1952.0,834.0,125.0,61.0
01529,3208.0,26.0,552.0,133.0,242.0,372.0,172.0,7.0,12.0
01531,1133.0,0.0,224.0,21.0,67.0,176.0,99.0,6.0,6.0
01532,14814.0,21.0,1588.0,187.0,846.0,2985.0,1828.0,304.0,266.0
01534,6378.0,23.0,1339.0,159.0,293.0,882.0,613.0,33.0,40.0
01535,4734.0,9.0,1163.0,75.0,290.0,489.0,251.0,23.0,52.0
01536,7634.0,59.0,1072.0,190.0,444.0,1336.0,916.0,159.0,60.0
01537,2444.0,0.0,528.0,56.0,95.0,350.0,89.0,0.0,0.0
01540,11112.0,0.0,2512.0,251.0,770.0,1665.0,496.0,32.0,15.0
01541,3456.0,0.0,349.0,86.0,240.0,774.0,492.0,153.0,84.0
01542,2110.0,64.0,478.0,47.0,134.0,215.0,112.0,11.0,9.0
01543,8316.0,20.0,1431.0,143.0,639.0,1586.0,620.0,170.0,88.0
01545,35963.0,237.0,3904.0,482.0,2199.0,6702.0,4121.0,1082.0,1064.0
01550,16802.0,129.0,3519.0,651.0,885.0,1171.0,481.0,138.0,52.0
01560,4558.0,0.0,611.0,72.0,177.0,815.0,466.0,64.0,49.0
01561,141.0,0.0,27.0,0.0,13.0,83.0,0.0,0.0,0.0
01562,11773.0,128.0,2847.0,244.0,721.0,1332.0,562.0,59.0,126.0
01564,7896.0,47.0,1177.0,78.0,400.0,1582.0,809.0,95.0,109.0
01566,6469.0,65.0,784.0,65.0,545.0,1257.0,527.0,158.0,83.0
01568,7468.0,13.0,938.0,138.0,488.0,1450.0,764.0,66.0,60.0
01569,13828.0,35.0,2620.0,261.0,1014.0,2148.0,886.0,176.0,31.0
01570,16827.0,362.0,3907.0,410.0,1004.0,1841.0,715.0,75.0,20.0
01571,11515.0,74.0,2067.0,199.0,928.0,1482.0,576.0,56.0,98.0
01581,18611.0,78.0,1785.0,116.0,878.0,4835.0,2478.0,503.0,620.0
01583,7442.0,66.0,1112.0,441.0,487.0,1154.0,552.0,78.0,34.0
01585,4664.0,33.0,1369.0,84.0,178.0,642.0,297.0,53.0,19.0
01588,9668.0,72.0,1402.0,397.0,712.0,1349.0,517.0,25.0,78.0
01590,9080.0,35.0,1426.0,135.0,538.0,1539.0,884.0,90.0,84.0
