Zipcode,Population,None,High School Degree,GED,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
06409,576.0,0.0,164.0,0.0,45.0,60.0,15.0,13.0,18.0
06410,29189.0,220.0,3828.0,487.0,1272.0,5514.0,3550.0,1060.0,679.0
06412,4263.0,25.0,887.0,23.0,296.0,778.0,390.0,122.0,51.0
06413,13130.0,56.0,2675.0,294.0,754.0,1829.0,1319.0,165.0,93.0
06414,108.0,0.0,57.0,0.0,13.0,10.0,0.0,0.0,0.0
06415,16784.0,33.0,2913.0,289.0,1088.0,2904.0,1131.0,198.0,75.0
06416,14086.0,90.0,2474.0,259.0,735.0,2606.0,1534.0,239.0,55.0
06417,4571.0,0.0,876.0,149.0,246.0,666.0,498.0,77.0,20.0
06418,12796.0,188.0,2820.0,230.0,684.0,1516.0,681.0,183.0,42.0
06419,6490.0,0.0,965.0,162.0,639.0,911.0,784.0,245.0,119.0
06420,4275.0,10.0,551.0,79.0,353.0,641.0,462.0,76.0,34.0
06422,7349.0,2.0,1180.0,74.0,295.0,1414.0,845.0,229.0,144.0
06423,5211.0,52.0,876.0,45.0,422.0,908.0,618.0,64.0,68.0
06424,12851.0,82.0,2324.0,239.0,936.0,2098.0,1357.0,115.0,142.0
06426,3116.0,0.0,195.0,18.0,146.0,932.0,506.0,151.0,27.0
06437,22392.0,75.0,2378.0,173.0,1239.0,4679.0,3052.0,1175.0,569.0
06438,2896.0,0.0,431.0,45.0,275.0,535.0,278.0,46.0,46.0
06441,5139.0,14.0,793.0,44.0,189.0,1021.0,706.0,202.0,82.0
06442,2942.0,19.0,364.0,31.0,169.0,674.0,307.0,39.0,0.0
06443,18259.0,26.0,1568.0,91.0,897.0,4470.0,2281.0,912.0,441.0
06444,204.0,0.0,39.0,0.0,22.0,0.0,0.0,0.0,0.0
06447,6439.0,12.0,792.0,172.0,279.0,1259.0,951.0,124.0,77.0
06450,36705.0,252.0,8801.0,1111.0,2008.0,3526.0,1622.0,321.0,140.0
06451,23852.0,293.0,5979.0,697.0,1537.0,1913.0,774.0,178.0,107.0
06455,3325.0,9.0,800.0,48.0,162.0,436.0,408.0,59.0,33.0
06456,259.0,0.0,73.0,0.0,25.0,52.0,32.0,16.0,8.0
06457,47218.0,313.0,7799.0,1023.0,2887.0,6119.0,4117.0,518.0,668.0
06460,38204.0,120.0,7412.0,802.0,2224.0,6502.0,3722.0,699.0,606.0
06461,15002.0,76.0,2999.0,318.0,1023.0,2368.0,1401.0,161.0,139.0
06467,110.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
06468,19807.0,141.0,2657.0,144.0,1093.0,4049.0,2096.0,430.0,98.0
06469,3204.0,22.0,625.0,20.0,317.0,349.0,179.0,0.0,52.0
06470,16640.0,102.0,1991.0,209.0,749.0,3326.0,2083.0,547.0,181.0
06471,7833.0,28.0,1461.0,179.0,474.0,1204.0,765.0,158.0,169.0
06472,6690.0,69.0,1497.0,132.0,377.0,935.0,519.0,156.0,86.0
06473,24184.0,187.0,4968.0,457.0,1192.0,3864.0,2042.0,581.0,570.0
06475,10213.0,55.0,1523.0,238.0,661.0,1863.0,1155.0,224.0,217.0
06477,13946.0,62.0,1785.0,94.0,577.0,2801.0,1912.0,701.0,409.0
06478,12874.0,50.0,2157.0,187.0,692.0,2064.0,1143.0,159.0,85.0
06479,9881.0,20.0,2285.0,111.0,526.0,1854.0,723.0,170.0,40.0
06480,9447.0,16.0,1773.0,200.0,579.0,1660.0,945.0,232.0,71.0
06481,1102.0,11.0,179.0,81.0,84.0,156.0,125.0,50.0,0.0
06482,11372.0,26.0,1241.0,80.0,489.0,2543.0,1454.0,389.0,95.0
06483,16545.0,80.0,3280.0,293.0,861.0,2009.0,1366.0,148.0,139.0
06484,40783.0,233.0,7596.0,776.0,2321.0,6931.0,3610.0,720.0,357.0
06488,19790.0,588.0,2939.0,273.0,1145.0,3866.0,2280.0,527.0,224.0
06489,33312.0,92.0,6002.0,666.0,2301.0,5090.0,3025.0,432.0,222.0
06492,45154.0,316.0,9355.0,1070.0,3282.0,7464.0,3485.0,684.0,337.0
06498,6945.0,37.0,1262.0,305.0,444.0,1079.0,549.0,201.0,132.0
06510,2819.0,31.0,96.0,8.0,54.0,455.0,420.0,201.0,307.0
06511,51147.0,427.0,6628.0,1158.0,1153.0,6127.0,4708.0,1916.0,2672.0
06512,29113.0,198.0,7303.0,825.0,1860.0,2983.0,1575.0,362.0,343.0
06513,40635.0,458.0,9568.0,1254.0,1307.0,2594.0,934.0,182.0,245.0
06514,27394.0,149.0,4316.0,534.0,1304.0,3605.0,1967.0,444.0,447.0
06515,18714.0,124.0,2113.0,227.0,471.0,2284.0,1605.0,595.0,596.0
06516,55189.0,482.0,11175.0,1448.0,2309.0,4994.0,2395.0,595.0,303.0
06517,14665.0,68.0,2074.0,205.0,451.0,2517.0,1916.0,686.0,867.0
06518,19431.0,59.0,1921.0,125.0,882.0,3072.0,2196.0,350.0,423.0
06519,17074.0,369.0,2768.0,486.0,473.0,754.0,344.0,87.0,80.0
06524,5533.0,25.0,796.0,74.0,326.0,1074.0,664.0,180.0,78.0
06525,8939.0,3.0,754.0,34.0,257.0,1960.0,1342.0,674.0,298.0
06604,30464.0,395.0,4520.0,604.0,1210.0,1966.0,1087.0,226.0,222.0
06605,23461.0,441.0,3686.0,530.0,558.0,2174.0,900.0,90.0,264.0
06606,49350.0,503.0,9908.0,1148.0,2265.0,3704.0,1947.0,417.0,71.0
06607,7824.0,140.0,1726.0,139.0,249.0,326.0,119.0,10.0,7.0
06608,13849.0,144.0,2359.0,513.0,312.0,275.0,107.0,15.0,0.0
06610,22392.0,489.0,4331.0,804.0,891.0,1389.0,496.0,91.0,72.0
06611,36571.0,128.0,4710.0,280.0,1851.0,6961.0,4400.0,835.0,434.0
06612,7619.0,10.0,783.0,16.0,340.0,1584.0,946.0,401.0,109.0
06614,34334.0,166.0,7434.0,649.0,2069.0,5242.0,2581.0,435.0,190.0
06615,17982.0,148.0,4226.0,477.0,938.0,2276.0,1069.0,186.0,89.0
06702,3002.0,60.0,625.0,118.0,56.0,110.0,38.0,0.0,2.0
06704,26014.0,258.0,5100.0,879.0,1334.0,999.0,458.0,68.0,57.0
06705,27207.0,425.0,5850.0,764.0,1533.0,1478.0,748.0,80.0,27.0
06706,14994.0,168.0,2928.0,347.0,762.0,809.0,521.0,40.0,23.0
06708,28182.0,233.0,6122.0,1067.0,1564.0,2675.0,1163.0,302.0,82.0
06710,10178.0,122.0,1488.0,406.0,376.0,600.0,302.0,76.0,24.0
06712,9678.0,13.0,2115.0,141.0,589.0,1593.0,859.0,117.0,11.0
06716,16717.0,163.0,3936.0,337.0,1048.0,1789.0,1293.0,192.0,101.0
06750,1485.0,10.0,288.0,31.0,123.0,112.0,131.0,2.0,11.0
06751,3492.0,0.0,639.0,19.0,183.0,480.0,389.0,62.0,21.0
06752,1679.0,4.0,248.0,4.0,72.0,390.0,235.0,65.0,39.0
06754,1692.0,3.0,250.0,44.0,92.0,270.0,231.0,57.0,31.0
06755,910.0,0.0,122.0,0.0,50.0,153.0,67.0,0.0,0.0
06756,2798.0,17.0,435.0,8.0,171.0,468.0,323.0,174.0,19.0
06757,2189.0,14.0,290.0,21.0,154.0,393.0,279.0,17.0,33.0
06758,304.0,3.0,72.0,0.0,36.0,76.0,16.0,0.0,4.0
06759,5621.0,0.0,813.0,71.0,460.0,972.0,704.0,201.0,85.0
06762,7593.0,13.0,762.0,80.0,495.0,1297.0,1047.0,323.0,200.0
06763,2006.0,0.0,287.0,24.0,140.0,342.0,197.0,74.0,24.0
06770,31831.0,328.0,6305.0,775.0,2187.0,3339.0,2016.0,316.0,113.0
06776,26662.0,30.0,4029.0,626.0,1489.0,4496.0,2319.0,191.0,219.0
06777,1400.0,0.0,177.0,6.0,109.0,300.0,183.0,32.0,23.0
06778,1405.0,0.0,403.0,39.0,74.0,220.0,47.0,0.0,10.0
06779,8330.0,104.0,2106.0,88.0,441.0,651.0,555.0,47.0,11.0
06782,2234.0,13.0,580.0,57.0,238.0,148.0,135.0,8.0,10.0
06783,2271.0,7.0,273.0,23.0,149.0,592.0,298.0,67.0,29.0
06784,3685.0,0.0,407.0,113.0,217.0,753.0,425.0,124.0,56.0
06785,714.0,0.0,75.0,0.0,33.0,173.0,104.0,0.0,7.0
06786,9770.0,42.0,2074.0,356.0,770.0,982.0,392.0,69.0,9.0
06787,7736.0,21.0,1818.0,178.0,471.0,751.0,416.0,66.0,43.0
06790,35582.0,314.0,8196.0,1465.0,2402.0,3574.0,1666.0,239.0,83.0
06791,5584.0,90.0,1015.0,57.0,512.0,791.0,433.0,94.0,53.0
06793,1214.0,0.0,120.0,28.0,76.0,258.0,198.0,73.0,0.0
06794,1305.0,0.0,236.0,0.0,69.0,377.0,153.0,29.0,22.0
06795,13792.0,102.0,2156.0,191.0,1177.0,2051.0,1325.0,180.0,110.0
06796,895.0,0.0,107.0,0.0,50.0,249.0,156.0,59.0,14.0
06798,9791.0,63.0,1720.0,46.0,457.0,1798.0,1172.0,419.0,166.0
06801,19250.0,62.0,3069.0,359.0,917.0,3323.0,2000.0,267.0,115.0
06804,17032.0,24.0,2355.0,168.0,916.0,3382.0,1609.0,279.0,265.0
06807,7005.0,1.0,618.0,2.0,298.0,1597.0,1183.0,244.0,106.0
06810,51877.0,812.0,10176.0,1313.0,1626.0,4820.0,2528.0,614.0,326.0
06811,31461.0,272.0,4935.0,879.0,1761.0,4953.0,3143.0,618.0,318.0
06812,14117.0,73.0,1929.0,250.0,809.0,2657.0,1433.0,195.0,98.0
06820,21392.0,13.0,963.0,94.0,394.0,5711.0,3445.0,819.0,228.0
06824,34931.0,73.0,2681.0,166.0,1130.0,7749.0,4368.0,1334.0,473.0
06825,21773.0,67.0,2589.0,196.0,764.0,4128.0,2695.0,793.0,232.0
06830,25037.0,148.0,3024.0,329.0,630.0,5171.0,3595.0,1251.0,375.0
06831,14905.0,46.0,1752.0,120.0,382.0,3960.0,1894.0,839.0,194.0
06840,20219.0,61.0,954.0,107.0,465.0,5146.0,3341.0,940.0,208.0
06850,18871.0,109.0,3049.0,193.0,868.0,3809.0,1906.0,367.0,190.0
06851,27957.0,129.0,4654.0,320.0,1539.0,5084.0,2793.0,825.0,214.0
06853,3642.0,0.0,291.0,8.0,102.0,958.0,589.0,194.0,77.0
06854,29319.0,244.0,5152.0,488.0,1094.0,3711.0,1647.0,469.0,146.0
06855,7694.0,4.0,1217.0,154.0,343.0,1968.0,604.0,143.0,91.0
06856,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
06870,7386.0,26.0,195.0,42.0,201.0,1626.0,1500.0,284.0,207.0
06877,25152.0,17.0,1276.0,142.0,728.0,6601.0,4010.0,1200.0,499.0
06878,8317.0,0.0,483.0,0.0,371.0,1774.0,1135.0,454.0,197.0
06880,27659.0,21.0,1773.0,157.0,580.0,6885.0,4890.0,1589.0,609.0
06883,10373.0,0.0,349.0,31.0,141.0,2696.0,1751.0,770.0,152.0
06890,4192.0,13.0,368.0,6.0,126.0,1181.0,806.0,176.0,44.0
06896,9284.0,0.0,777.0,93.0,259.0,2489.0,1507.0,444.0,171.0
06897,18659.0,69.0,669.0,55.0,590.0,4835.0,2937.0,1095.0,305.0
06901,7277.0,97.0,931.0,92.0,403.0,1747.0,899.0,121.0,194.0
06902,67046.0,458.0,10277.0,770.0,2131.0,10464.0,5221.0,1186.0,773.0
06903,14955.0,105.0,1009.0,106.0,577.0,3759.0,2349.0,853.0,406.0
06905,19097.0,61.0,2447.0,142.0,1012.0,4021.0,2548.0,619.0,338.0
06906,8887.0,78.0,1173.0,23.0,254.0,1687.0,1017.0,92.0,72.0
06907,9114.0,19.0,1315.0,169.0,385.0,1492.0,1160.0,258.0,26.0
07001,18295.0,132.0,4452.0,2700.0,582.0,2125.0,1072.0,143.0,9.0
07002,65378.0,848.0,14874.0,1064.0,2052.0,9880.0,3110.0,689.0,256.0
07003,47840.0,504.0,7747.0,856.0,2298.0,8742.0,3374.0,669.0,380.0
07004,7556.0,0.0,1593.0,99.0,411.0,1498.0,357.0,58.0,68.0
07005,15315.0,130.0,2186.0,90.0,700.0,3611.0,1307.0,421.0,236.0
07006,25271.0,99.0,3337.0,97.0,1092.0,5862.0,2561.0,909.0,294.0
07008,23965.0,392.0,5024.0,571.0,1175.0,2549.0,934.0,127.0,51.0
07009,12529.0,176.0,2401.0,131.0,391.0,3086.0,981.0,210.0,122.0
07010,24493.0,369.0,5217.0,274.0,967.0,5009.0,1731.0,570.0,358.0
07011,41669.0,611.0,9994.0,754.0,1585.0,3970.0,972.0,321.0,98.0
07012,11459.0,38.0,1903.0,140.0,696.0,2275.0,1032.0,150.0,101.0
07013,26338.0,232.0,4852.0,479.0,1240.0,4337.0,1822.0,528.0,172.0
07014,5155.0,54.0,816.0,142.0,111.0,1009.0,342.0,117.0,125.0
07016,23328.0,37.0,3473.0,187.0,1101.0,5279.0,2307.0,714.0,225.0
07017,36084.0,328.0,8231.0,853.0,2034.0,2806.0,1027.0,197.0,123.0
07018,28636.0,270.0,6093.0,557.0,1234.0,2202.0,672.0,224.0,174.0
07020,11935.0,53.0,950.0,126.0,320.0,3901.0,1391.0,720.0,405.0
07021,2135.0,0.0,155.0,10.0,53.0,576.0,291.0,154.0,76.0
07022,14233.0,470.0,3243.0,343.0,555.0,1938.0,401.0,51.0,16.0
07023,7479.0,0.0,897.0,42.0,279.0,1881.0,811.0,165.0,126.0
07024,36347.0,336.0,5380.0,186.0,1564.0,9916.0,4139.0,1137.0,881.0
07026,31319.0,426.0,8215.0,645.0,1012.0,3047.0,737.0,166.0,48.0
07027,4306.0,99.0,860.0,26.0,271.0,776.0,330.0,73.0,27.0
07028,7659.0,3.0,578.0,103.0,119.0,1503.0,1284.0,476.0,154.0
07029,17206.0,356.0,3463.0,219.0,598.0,1789.0,1393.0,121.0,210.0
07030,52452.0,338.0,2747.0,329.0,936.0,20216.0,7680.0,2425.0,854.0
07031,15734.0,201.0,3349.0,291.0,836.0,2320.0,1051.0,111.0,122.0
07032,41866.0,700.0,9571.0,1031.0,1488.0,4492.0,1549.0,216.0,140.0
07033,8104.0,73.0,1455.0,278.0,440.0,1101.0,266.0,39.0,39.0
07034,9745.0,56.0,1951.0,96.0,410.0,1835.0,989.0,80.0,38.0
07035,10786.0,27.0,2482.0,247.0,369.0,1793.0,779.0,129.0,95.0
07036,42894.0,663.0,9947.0,1077.0,2223.0,3693.0,1543.0,256.0,68.0
07039,29674.0,139.0,2894.0,169.0,932.0,7647.0,3581.0,1815.0,752.0
07040,24303.0,134.0,2385.0,145.0,628.0,4872.0,3144.0,909.0,649.0
07041,7328.0,9.0,515.0,43.0,193.0,1794.0,919.0,437.0,219.0
07042,25598.0,35.0,2352.0,341.0,820.0,5743.0,3185.0,1206.0,636.0
07043,12890.0,18.0,251.0,39.0,203.0,2978.0,2163.0,928.0,602.0
07044,13901.0,35.0,1996.0,128.0,493.0,3631.0,1395.0,625.0,223.0
07045,10130.0,56.0,1172.0,57.0,268.0,2288.0,1487.0,420.0,123.0
07046,4292.0,8.0,98.0,0.0,73.0,957.0,791.0,418.0,137.0
07047,62570.0,784.0,11508.0,1319.0,3232.0,7607.0,2759.0,716.0,136.0
07050,30084.0,483.0,6447.0,489.0,1341.0,2943.0,827.0,165.0,100.0
07052,47000.0,450.0,7400.0,368.0,1832.0,9136.0,4300.0,1619.0,804.0
07054,29706.0,306.0,4466.0,392.0,1164.0,6960.0,3806.0,425.0,336.0
07055,70618.0,1039.0,13281.0,855.0,1366.0,3689.0,1385.0,435.0,209.0
07057,11584.0,83.0,3483.0,170.0,595.0,1605.0,625.0,51.0,26.0
07058,5857.0,0.0,775.0,0.0,211.0,1317.0,721.0,170.0,88.0
07059,15867.0,77.0,1701.0,134.0,477.0,3510.0,1751.0,730.0,569.0
07060,45931.0,966.0,8432.0,669.0,1459.0,3631.0,1805.0,352.0,220.0
07062,12804.0,188.0,2660.0,266.0,674.0,1425.0,614.0,61.0,45.0
07063,13944.0,207.0,2786.0,124.0,581.0,976.0,450.0,69.0,44.0
07064,3634.0,21.0,865.0,124.0,221.0,516.0,163.0,21.0,28.0
07065,28644.0,224.0,6418.0,500.0,1247.0,3831.0,1545.0,279.0,105.0
07066,15144.0,63.0,3388.0,192.0,572.0,2764.0,1278.0,148.0,164.0
07067,18161.0,47.0,3748.0,273.0,1109.0,2845.0,1125.0,292.0,112.0
07068,5853.0,16.0,770.0,88.0,148.0,1354.0,910.0,200.0,59.0
07069,6105.0,100.0,656.0,19.0,215.0,1056.0,941.0,313.0,118.0
07070,18434.0,94.0,2540.0,216.0,593.0,4342.0,1964.0,333.0,127.0
07071,21318.0,208.0,4828.0,396.0,823.0,3046.0,1306.0,372.0,125.0
07072,6225.0,152.0,1311.0,90.0,326.0,959.0,299.0,109.0,73.0
07073,9076.0,120.0,1560.0,129.0,352.0,2193.0,738.0,171.0,76.0
07074,2753.0,61.0,759.0,35.0,35.0,332.0,71.0,0.0,14.0
07075,7938.0,37.0,1585.0,57.0,442.0,1324.0,794.0,47.0,14.0
07076,23922.0,87.0,2739.0,241.0,1267.0,5080.0,2598.0,720.0,719.0
07077,2530.0,17.0,670.0,61.0,147.0,488.0,118.0,0.0,20.0
07078,12855.0,14.0,346.0,0.0,126.0,2826.0,2355.0,1233.0,752.0
07079,16466.0,55.0,924.0,143.0,348.0,3396.0,1846.0,851.0,501.0
07080,23871.0,313.0,4769.0,221.0,983.0,4063.0,1826.0,180.0,233.0
07081,17101.0,78.0,2421.0,134.0,748.0,3945.0,2160.0,634.0,214.0
07082,5095.0,13.0,587.0,6.0,143.0,1250.0,627.0,339.0,84.0
07083,54413.0,762.0,10270.0,793.0,2265.0,8600.0,2939.0,634.0,406.0
07086,13215.0,71.0,1651.0,204.0,545.0,3289.0,1693.0,251.0,275.0
07087,68790.0,1254.0,13565.0,984.0,1858.0,5549.0,1748.0,425.0,221.0
07088,3221.0,19.0,733.0,33.0,176.0,354.0,103.0,17.0,6.0
07090,30584.0,152.0,2462.0,228.0,1011.0,7243.0,3899.0,1799.0,744.0
07092,6832.0,48.0,717.0,94.0,514.0,1417.0,700.0,229.0,187.0
07093,63455.0,1828.0,11821.0,572.0,2066.0,7096.0,3115.0,637.0,542.0
07094,18170.0,139.0,3247.0,287.0,996.0,3341.0,2014.0,221.0,88.0
07095,20176.0,162.0,3595.0,308.0,676.0,3347.0,1944.0,150.0,66.0
07102,13222.0,191.0,1915.0,385.0,253.0,1019.0,312.0,156.0,216.0
07103,31363.0,328.0,6127.0,695.0,1134.0,1813.0,531.0,102.0,120.0
07104,50998.0,939.0,9048.0,1270.0,1639.0,3560.0,936.0,278.0,210.0
07105,53080.0,1176.0,11453.0,725.0,1052.0,3499.0,918.0,172.0,201.0
07106,30824.0,490.0,6757.0,772.0,1270.0,1690.0,842.0,115.0,35.0
07107,38795.0,777.0,7158.0,1029.0,1084.0,1983.0,482.0,72.0,32.0
07108,21365.0,269.0,4071.0,694.0,545.0,931.0,249.0,32.0,54.0
07109,36105.0,373.0,7304.0,672.0,2204.0,5124.0,1175.0,331.0,95.0
07110,28549.0,184.0,5451.0,333.0,1022.0,5979.0,2485.0,614.0,309.0
07111,54320.0,835.0,12203.0,1246.0,2686.0,3626.0,849.0,88.0,128.0
07112,26006.0,206.0,5169.0,463.0,1276.0,1571.0,807.0,50.0,39.0
07114,14251.0,300.0,3605.0,1101.0,272.0,353.0,89.0,33.0,47.0
07201,26177.0,517.0,6339.0,425.0,627.0,882.0,268.0,84.0,33.0
07202,41029.0,800.0,9832.0,776.0,1045.0,2161.0,717.0,318.0,53.0
07203,21466.0,321.0,4675.0,270.0,962.0,1816.0,516.0,134.0,53.0
07204,13555.0,46.0,2880.0,239.0,635.0,1969.0,752.0,72.0,42.0
07205,21779.0,456.0,4688.0,409.0,707.0,1902.0,865.0,125.0,135.0
07206,28248.0,489.0,6238.0,368.0,341.0,704.0,117.0,72.0,8.0
07208,32277.0,602.0,7573.0,845.0,1132.0,2477.0,1106.0,259.0,99.0
07302,39964.0,266.0,3089.0,276.0,945.0,12057.0,7636.0,1956.0,1197.0
07304,42935.0,389.0,8106.0,832.0,1485.0,6226.0,1674.0,271.0,199.0
07305,63440.0,752.0,11910.0,1150.0,1783.0,8095.0,2336.0,726.0,249.0
07306,55296.0,663.0,8496.0,752.0,1677.0,11169.0,4588.0,694.0,348.0
07307,44400.0,610.0,7013.0,970.0,1722.0,6650.0,2548.0,407.0,222.0
07310,13156.0,22.0,743.0,69.0,101.0,3206.0,4282.0,365.0,710.0
07311,326.0,0.0,0.0,0.0,0.0,91.0,73.0,43.0,67.0
07401,6717.0,5.0,392.0,48.0,328.0,1701.0,821.0,307.0,57.0
07403,7918.0,66.0,1994.0,204.0,421.0,1177.0,452.0,64.0,71.0
07405,17723.0,6.0,2521.0,195.0,681.0,3808.0,1857.0,382.0,275.0
07407,19959.0,273.0,4597.0,502.0,844.0,2997.0,671.0,171.0,71.0
07410,33164.0,267.0,4282.0,292.0,1568.0,7116.0,4002.0,690.0,398.0
07416,5717.0,54.0,1527.0,122.0,294.0,645.0,174.0,44.0,19.0
07417,10799.0,42.0,1041.0,20.0,273.0,3204.0,1075.0,650.0,84.0
07418,1885.0,0.0,408.0,110.0,51.0,279.0,33.0,5.0,0.0
07419,8562.0,8.0,1856.0,194.0,469.0,1477.0,573.0,139.0,34.0
07420,5044.0,9.0,1425.0,87.0,168.0,606.0,185.0,15.0,28.0
07421,7317.0,43.0,1903.0,181.0,409.0,921.0,390.0,35.0,33.0
07422,6223.0,18.0,1471.0,115.0,380.0,812.0,238.0,19.0,59.0
07423,4132.0,10.0,172.0,5.0,108.0,1406.0,470.0,189.0,44.0
07424,26818.0,294.0,6716.0,438.0,927.0,4201.0,1680.0,389.0,221.0
07430,26368.0,188.0,3202.0,96.0,1155.0,5329.0,3254.0,766.0,213.0
07432,7269.0,5.0,1286.0,39.0,336.0,1816.0,733.0,67.0,37.0
07435,2599.0,0.0,384.0,65.0,136.0,489.0,267.0,73.0,40.0
07436,13003.0,45.0,1589.0,208.0,585.0,2548.0,1472.0,278.0,79.0
07438,11192.0,39.0,2385.0,113.0,710.0,1835.0,1013.0,63.0,82.0
07439,2498.0,11.0,559.0,45.0,189.0,250.0,90.0,28.0,0.0
07440,4739.0,26.0,846.0,51.0,133.0,974.0,332.0,116.0,7.0
07442,11179.0,0.0,2955.0,162.0,485.0,1604.0,917.0,61.0,60.0
07444,10811.0,0.0,2050.0,63.0,568.0,2136.0,963.0,201.0,156.0
07446,14889.0,46.0,1476.0,38.0,536.0,3804.0,1911.0,647.0,159.0
07450,25387.0,26.0,1469.0,22.0,693.0,6672.0,3555.0,1534.0,570.0
07452,11859.0,48.0,847.0,94.0,330.0,3016.0,1542.0,499.0,123.0
07456,12360.0,84.0,1839.0,181.0,632.0,2159.0,960.0,208.0,99.0
07457,4154.0,0.0,840.0,0.0,179.0,1045.0,432.0,70.0,70.0
07458,11564.0,51.0,1123.0,72.0,349.0,2911.0,1235.0,728.0,236.0
07460,3579.0,8.0,688.0,51.0,174.0,604.0,169.0,65.0,5.0
07461,19305.0,39.0,4342.0,380.0,1255.0,2518.0,944.0,151.0,90.0
07462,7121.0,12.0,1403.0,131.0,288.0,976.0,296.0,100.0,38.0
07463,9902.0,8.0,1255.0,132.0,629.0,2197.0,1047.0,125.0,32.0
07465,6615.0,23.0,1463.0,86.0,366.0,1227.0,580.0,86.0,14.0
07470,55216.0,230.0,8925.0,553.0,1881.0,11858.0,5114.0,1354.0,577.0
07480,16839.0,66.0,3664.0,208.0,858.0,2837.0,1156.0,250.0,115.0
07481,17045.0,89.0,1535.0,127.0,646.0,4364.0,2067.0,570.0,269.0
07495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07501,33024.0,681.0,6570.0,710.0,967.0,1089.0,269.0,91.0,21.0
07502,16219.0,127.0,3767.0,239.0,390.0,766.0,403.0,112.0,27.0
07503,19620.0,349.0,4596.0,229.0,437.0,863.0,418.0,152.0,3.0
07504,11416.0,290.0,2539.0,403.0,373.0,697.0,307.0,45.0,28.0
07505,2544.0,40.0,668.0,48.0,39.0,189.0,6.0,0.0,0.0
07506,18989.0,6.0,4335.0,342.0,895.0,2822.0,1015.0,254.0,63.0
07508,22737.0,247.0,4696.0,378.0,1074.0,3427.0,965.0,149.0,139.0
07512,10931.0,568.0,2311.0,135.0,580.0,1911.0,632.0,93.0,68.0
07513,11915.0,326.0,3439.0,222.0,299.0,468.0,115.0,47.0,0.0
07514,19509.0,334.0,4597.0,562.0,712.0,1156.0,197.0,24.0,0.0
07522,19697.0,302.0,4376.0,297.0,443.0,766.0,292.0,17.0,29.0
07524,13043.0,310.0,3065.0,232.0,507.0,478.0,100.0,18.0,15.0
07601,44035.0,505.0,9187.0,801.0,1624.0,7401.0,2677.0,475.0,462.0
07603,8329.0,49.0,1672.0,135.0,265.0,1215.0,450.0,88.0,59.0
07604,12100.0,57.0,2325.0,259.0,530.0,2392.0,876.0,66.0,131.0
07605,9129.0,60.0,998.0,70.0,404.0,2268.0,1131.0,214.0,128.0
07606,2651.0,22.0,884.0,62.0,141.0,194.0,77.0,15.0,0.0
07607,9694.0,25.0,1859.0,227.0,549.0,1624.0,767.0,118.0,38.0
07608,85.0,2.0,37.0,2.0,0.0,7.0,0.0,0.0,0.0
07620,1559.0,6.0,156.0,4.0,26.0,435.0,225.0,159.0,19.0
07621,27339.0,571.0,4884.0,578.0,1309.0,5043.0,1459.0,284.0,161.0
07624,8582.0,9.0,1210.0,39.0,189.0,2167.0,788.0,312.0,186.0
07626,8729.0,95.0,878.0,89.0,386.0,2332.0,776.0,260.0,181.0
07627,5004.0,45.0,434.0,51.0,205.0,1240.0,622.0,320.0,67.0
07628,17820.0,278.0,3133.0,176.0,765.0,3394.0,1392.0,359.0,176.0
07630,7586.0,81.0,1131.0,50.0,262.0,1508.0,717.0,66.0,55.0
07631,27919.0,142.0,4190.0,309.0,708.0,5697.0,2342.0,985.0,600.0
07632,5442.0,34.0,612.0,23.0,107.0,1436.0,502.0,364.0,224.0
07640,4764.0,23.0,463.0,30.0,175.0,1085.0,692.0,113.0,56.0
07641,3451.0,4.0,227.0,10.0,131.0,890.0,413.0,204.0,65.0
07642,10420.0,61.0,1260.0,63.0,531.0,2203.0,1213.0,180.0,132.0
07643,10856.0,173.0,2372.0,104.0,510.0,1891.0,505.0,31.0,55.0
07644,24590.0,494.0,4881.0,470.0,1236.0,3023.0,940.0,70.0,9.0
07645,8199.0,76.0,936.0,113.0,254.0,1706.0,857.0,313.0,188.0
07646,16640.0,188.0,3175.0,239.0,635.0,2912.0,1088.0,379.0,82.0
07647,5339.0,90.0,1024.0,15.0,132.0,1285.0,348.0,45.0,53.0
07648,5823.0,7.0,839.0,72.0,272.0,1421.0,460.0,226.0,51.0
07649,8146.0,100.0,736.0,50.0,277.0,2157.0,862.0,353.0,161.0
07650,20268.0,120.0,4191.0,111.0,559.0,5425.0,859.0,126.0,70.0
07652,26760.0,160.0,4408.0,355.0,1038.0,6109.0,2029.0,868.0,336.0
07656,8852.0,79.0,1237.0,75.0,265.0,2101.0,901.0,284.0,55.0
07657,11256.0,154.0,2555.0,234.0,411.0,2009.0,699.0,201.0,50.0
07660,12969.0,53.0,2357.0,167.0,567.0,2317.0,832.0,124.0,43.0
07661,11566.0,119.0,1582.0,139.0,462.0,2495.0,1380.0,302.0,157.0
07662,5624.0,3.0,1351.0,102.0,221.0,997.0,388.0,23.0,37.0
07663,13954.0,121.0,3004.0,168.0,680.0,2281.0,774.0,131.0,68.0
