,County,Population,None,GED,High School Degree,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
861,Kanawha,194602.0,967.0,8070.0,44135.0,8849.0,20270.0,9549.0,3400.0,1382.0
862,Kandiyohi,41969.0,219.0,834.0,6978.0,3856.0,4285.0,1300.0,517.0,172.0
863,Kane,545677.0,5571.0,11361.0,67962.0,23981.0,72223.0,31451.0,4933.0,3078.0
864,Kankakee,111584.0,911.0,3137.0,21621.0,5818.0,8339.0,4458.0,553.0,298.0
865,Karnes,16575.0,253.0,1209.0,2989.0,636.0,1168.0,218.0,84.0,37.0
866,Kauai,69691.0,348.0,1242.0,13449.0,6175.0,9184.0,3055.0,967.0,516.0
867,Kaufman,118829.0,1382.0,5469.0,19481.0,5193.0,10121.0,3753.0,348.0,407.0
868,Kay,48531.0,249.0,1850.0,9177.0,3389.0,4187.0,1257.0,287.0,160.0
869,Kearney,6207.0,40.0,150.0,1309.0,426.0,728.0,211.0,70.0,10.0
870,Kearny,3880.0,4.0,44.0,538.0,218.0,260.0,124.0,44.0,0.0
871,Keith,7981.0,55.0,218.0,1782.0,818.0,840.0,255.0,67.0,63.0
872,Kemper,8736.0,60.0,312.0,1407.0,656.0,353.0,189.0,25.0,26.0
873,Kenai Peninsula,57221.0,196.0,2682.0,10258.0,3159.0,5668.0,2549.0,444.0,232.0
874,Kendall,146551.0,613.0,3161.0,20446.0,7461.0,21173.0,9468.0,1314.0,742.0
875,Kenedy,483.0,0.0,3.0,96.0,6.0,17.0,9.0,0.0,0.0
876,Kennebec,121116.0,683.0,5270.0,25533.0,8605.0,13245.0,5953.0,1359.0,1102.0
877,Kenosha,159763.0,953.0,4227.0,29513.0,10517.0,17287.0,6642.0,1180.0,711.0
878,Kent,966760.0,7882.0,24503.0,152673.0,57609.0,127168.0,51612.0,11113.0,7535.0
879,Kenton,159305.0,687.0,5393.0,25925.0,8533.0,19854.0,8225.0,2184.0,764.0
880,Keokuk,11206.0,27.0,303.0,3004.0,1067.0,922.0,225.0,82.0,11.0
881,Kern,867396.0,15557.0,19743.0,120497.0,36938.0,52863.0,18105.0,5201.0,3057.0
882,Kerr,49500.0,410.0,1720.0,8073.0,2127.0,6737.0,2370.0,676.0,422.0
883,Kershaw,69090.0,332.0,2153.0,13801.0,4077.0,6514.0,3135.0,484.0,332.0
884,Ketchikan Gateway,13717.0,25.0,731.0,2336.0,669.0,1465.0,487.0,191.0,74.0
885,Kewaunee,20949.0,126.0,368.0,6132.0,1610.0,1851.0,430.0,110.0,79.0
886,Keweenaw,1959.0,2.0,44.0,446.0,207.0,203.0,73.0,45.0,13.0
887,Keya Paha,838.0,0.0,19.0,245.0,59.0,91.0,12.0,6.0,0.0
888,Kidder,2305.0,10.0,60.0,497.0,240.0,279.0,46.0,4.0,5.0
889,Kimball,3832.0,16.0,130.0,795.0,223.0,308.0,127.0,26.0,4.0
890,Kimble,4252.0,50.0,220.0,861.0,198.0,409.0,85.0,41.0,0.0
891,King,2043647.0,16683.0,35506.0,201506.0,118844.0,423900.0,182356.0,45954.0,32853.0
892,King George,24933.0,109.0,858.0,4039.0,1196.0,3072.0,1880.0,119.0,142.0
893,King William,16509.0,99.0,523.0,3990.0,894.0,1408.0,511.0,108.0,31.0
894,King and Queen,6701.0,9.0,256.0,1662.0,263.0,658.0,183.0,61.0,30.0
895,Kingfisher,16700.0,50.0,237.0,3697.0,737.0,1513.0,460.0,120.0,113.0
896,Kingman,7099.0,7.0,216.0,1600.0,366.0,651.0,229.0,45.0,12.0
897,Kings,2744716.0,51188.0,70089.0,407749.0,114407.0,357277.0,166996.0,40364.0,17650.0
898,Kingsbury,5755.0,14.0,138.0,1401.0,517.0,707.0,138.0,32.0,26.0
899,Kinney,3577.0,49.0,118.0,611.0,119.0,289.0,32.0,0.0,6.0
900,Kiowa,13738.0,84.0,416.0,2694.0,677.0,1336.0,510.0,78.0,35.0
901,Kit Carson,8188.0,69.0,534.0,1626.0,470.0,541.0,163.0,41.0,10.0
902,Kitsap,255441.0,915.0,6239.0,34150.0,18921.0,34065.0,13358.0,3241.0,2117.0
903,Kittitas,41906.0,155.0,1144.0,5319.0,1744.0,5616.0,1967.0,258.0,486.0
904,Kittson,4518.0,15.0,128.0,1016.0,294.0,545.0,88.0,34.0,5.0
905,Klamath,64104.0,432.0,2969.0,10274.0,4596.0,5663.0,2204.0,555.0,466.0
906,Kleberg,32028.0,413.0,736.0,3188.0,1182.0,2995.0,1237.0,39.0,250.0
907,Klickitat,21084.0,82.0,688.0,3748.0,1363.0,2427.0,940.0,62.0,132.0
908,Knott,13224.0,258.0,715.0,2497.0,704.0,536.0,401.0,98.0,46.0
909,Knox,685560.0,3660.0,22219.0,118809.0,40016.0,82965.0,33529.0,9495.0,8088.0
910,Kodiak Island,13973.0,55.0,389.0,1941.0,840.0,1551.0,439.0,76.0,41.0
911,Koochiching,13401.0,48.0,529.0,3042.0,1055.0,1345.0,376.0,55.0,42.0
912,Kootenai,146482.0,515.0,5134.0,23054.0,10841.0,15568.0,5013.0,1537.0,859.0
913,Kosciusko,74590.0,556.0,2418.0,16364.0,3439.0,6803.0,3036.0,355.0,308.0
914,Kossuth,14602.0,27.0,324.0,3588.0,1380.0,1475.0,330.0,87.0,33.0
915,Kusilvak,7914.0,37.0,262.0,1549.0,94.0,133.0,49.0,2.0,1.0
916,La Crosse,116096.0,516.0,1986.0,18197.0,10439.0,14326.0,5552.0,1493.0,1331.0
917,La Paz,20335.0,237.0,992.0,4683.0,1063.0,996.0,395.0,28.0,123.0
918,La Plata,53497.0,221.0,871.0,6448.0,2850.0,10189.0,3875.0,1179.0,892.0
919,La Salle,130081.0,877.0,5324.0,28637.0,7332.0,9213.0,3175.0,779.0,435.0
920,LaGrange,36722.0,269.0,1066.0,6060.0,1186.0,1221.0,713.0,63.0,18.0
921,LaMoure,4149.0,5.0,90.0,872.0,354.0,533.0,87.0,16.0,10.0
922,LaPorte,110116.0,698.0,5411.0,24218.0,6205.0,8391.0,3612.0,753.0,468.0
923,Labette,20907.0,132.0,950.0,3718.0,1614.0,1748.0,699.0,227.0,75.0
924,Lac qui Parle,6445.0,29.0,168.0,1605.0,603.0,641.0,131.0,37.0,13.0
925,Lackawanna,206651.0,1555.0,4719.0,49925.0,12845.0,23803.0,10348.0,2196.0,1465.0
926,Laclede,35657.0,289.0,1586.0,7844.0,1547.0,2265.0,892.0,153.0,140.0
927,Lafayette,349618.0,2624.0,9587.0,58830.0,13661.0,42842.0,14225.0,3628.0,3099.0
928,Lafourche,91241.0,1339.0,3624.0,19858.0,2681.0,6499.0,2275.0,602.0,548.0
929,Lake,1918680.0,14105.0,50113.0,332772.0,102165.0,243444.0,107350.0,25296.0,13231.0
930,Lake and Peninsula,1367.0,9.0,51.0,271.0,33.0,69.0,37.0,2.0,1.0
931,Lake of the Woods,3796.0,3.0,70.0,1202.0,198.0,372.0,94.0,2.0,0.0
932,Lamar,111933.0,951.0,5477.0,20774.0,5947.0,8065.0,3454.0,550.0,366.0
933,Lamb,13762.0,210.0,382.0,2275.0,384.0,995.0,356.0,37.0,15.0
934,Lamoille,26144.0,124.0,704.0,4375.0,1739.0,4387.0,1590.0,440.0,128.0
935,Lampasas,21677.0,105.0,782.0,3433.0,1301.0,2043.0,770.0,126.0,84.0
936,Lancaster,924251.0,6899.0,27666.0,170841.0,49795.0,111632.0,42768.0,8970.0,8430.0
937,Lander,6208.0,92.0,235.0,1256.0,334.0,180.0,66.0,0.0,42.0
938,Lane,359429.0,1772.0,11199.0,49516.0,20875.0,41701.0,18303.0,4329.0,4465.0
939,Langlade,19677.0,65.0,680.0,5482.0,1413.0,1486.0,509.0,118.0,32.0
940,Lanier,7390.0,48.0,402.0,1214.0,395.0,383.0,179.0,77.0,3.0
941,Lapeer,84423.0,431.0,2799.0,18687.0,5924.0,6616.0,2909.0,421.0,380.0
942,Laramie,95473.0,137.0,3469.0,13225.0,8124.0,11274.0,4380.0,1099.0,885.0
943,Larimer,312891.0,902.0,6363.0,32249.0,18027.0,55215.0,23279.0,4346.0,5777.0
944,Larue,13167.0,151.0,880.0,3110.0,786.0,637.0,311.0,22.0,9.0
945,Las Animas,14502.0,87.0,500.0,2451.0,1302.0,1096.0,527.0,104.0,37.0
946,Lassen,33847.0,239.0,2167.0,4943.0,2456.0,2242.0,692.0,329.0,99.0
947,Latah,39108.0,34.0,699.0,3715.0,1759.0,6026.0,2435.0,474.0,969.0
948,Latimer,8607.0,22.0,345.0,1599.0,783.0,450.0,268.0,7.0,31.0
949,Lauderdale,205330.0,1745.0,9531.0,37626.0,10427.0,16027.0,6962.0,1574.0,1288.0
950,Laurel,51091.0,327.0,2807.0,10376.0,1977.0,2394.0,1344.0,361.0,174.0
951,Laurens,102054.0,954.0,4641.0,21921.0,5519.0,6074.0,3121.0,851.0,307.0
952,Lavaca,23427.0,214.0,861.0,5789.0,876.0,1923.0,430.0,57.0,123.0
953,Lawrence,407375.0,2916.0,17888.0,100208.0,23380.0,29343.0,11284.0,2192.0,1371.0
954,Le Flore,50531.0,345.0,2370.0,11106.0,2946.0,2872.0,1496.0,180.0,184.0
955,Le Sueur,34812.0,95.0,849.0,7254.0,2721.0,3840.0,1116.0,144.0,154.0
956,Lea,68149.0,832.0,2309.0,10152.0,2915.0,3308.0,1669.0,157.0,281.0
957,Leake,24634.0,513.0,837.0,4562.0,1119.0,1191.0,337.0,77.0,50.0
958,Leavenworth,73374.0,309.0,3663.0,11391.0,3691.0,7832.0,5273.0,556.0,412.0
959,Lebanon,138082.0,1231.0,4290.0,37120.0,6737.0,11387.0,5258.0,1330.0,592.0
960,Lee,1085983.0,11012.0,34569.0,203847.0,64773.0,117548.0,49162.0,12991.0,9566.0
961,Leelanau,15771.0,45.0,224.0,2593.0,1137.0,2719.0,1590.0,331.0,155.0
962,Leflore,31277.0,355.0,1058.0,5487.0,871.0,2310.0,840.0,148.0,195.0
963,Lehigh,335988.0,2584.0,8368.0,67147.0,20393.0,39337.0,18538.0,3843.0,2829.0
964,Lemhi,7836.0,32.0,415.0,1627.0,410.0,944.0,221.0,80.0,49.0
965,Lenawee,101621.0,658.0,3614.0,21872.0,6101.0,8825.0,3630.0,496.0,326.0
966,Lenoir,66999.0,1352.0,3093.0,11528.0,4942.0,4207.0,1462.0,226.0,184.0
967,Leon,302542.0,1151.0,7465.0,28754.0,15530.0,43011.0,21328.0,5720.0,5826.0
968,Leslie,10612.0,155.0,501.0,2117.0,289.0,416.0,179.0,68.0,16.0
969,Letcher,25586.0,199.0,1180.0,5266.0,1681.0,1256.0,570.0,162.0,133.0
970,Levy,34779.0,503.0,1851.0,8288.0,2202.0,1914.0,798.0,208.0,185.0
971,Lewis,162107.0,1046.0,6492.0,36762.0,10923.0,10038.0,4684.0,1007.0,558.0
972,Lewis and Clark,65641.0,151.0,1896.0,8911.0,3820.0,11092.0,4424.0,1239.0,580.0
973,Lexington,280472.0,1210.0,7599.0,46638.0,18317.0,35856.0,14869.0,2722.0,1905.0
974,Lexington (city),16541.0,92.0,482.0,2117.0,541.0,1734.0,886.0,484.0,431.0
975,Liberty,168243.0,1312.0,7738.0,29602.0,6447.0,9518.0,3186.0,455.0,378.0
976,Licking,152721.0,763.0,4453.0,34408.0,8378.0,14753.0,5896.0,1258.0,900.0
977,Limestone,98381.0,965.0,5320.0,17763.0,4531.0,8256.0,3180.0,448.0,374.0
978,Lincoln,627004.0,3916.0,24477.0,124973.0,37086.0,58964.0,22336.0,4456.0,3613.0
979,Linn,367633.0,1402.0,11357.0,60798.0,27531.0,44169.0,15124.0,3316.0,2184.0
980,Lipscomb,3460.0,33.0,110.0,704.0,156.0,283.0,84.0,18.0,7.0
981,Litchfield,186722.0,1003.0,4612.0,35227.0,12258.0,26420.0,14788.0,2965.0,1362.0
982,Little River,12702.0,97.0,731.0,2924.0,575.0,644.0,217.0,28.0,13.0
983,Live Oak,9303.0,45.0,629.0,1695.0,260.0,735.0,100.0,52.0,28.0
984,Livingston,410571.0,2111.0,14442.0,79311.0,23414.0,44917.0,17953.0,2879.0,1999.0
985,Llano,22609.0,149.0,806.0,4091.0,1041.0,3230.0,991.0,227.0,176.0
986,Logan,223406.0,1534.0,10009.0,52567.0,11905.0,15035.0,5865.0,884.0,715.0
987,Long,11820.0,47.0,653.0,2213.0,681.0,811.0,342.0,0.0,41.0
988,Lonoke,72650.0,444.0,3214.0,12872.0,3791.0,6418.0,2099.0,316.0,101.0
989,Lorain,294814.0,1831.0,9011.0,57650.0,18307.0,28723.0,13137.0,2514.0,1569.0
990,Los Alamos,17939.0,41.0,182.0,1196.0,970.0,3168.0,2177.0,229.0,2591.0
991,Los Angeles,10031971.0,217704.0,111141.0,1264324.0,456025.0,1314055.0,457127.0,152827.0,84859.0
992,Loudon,57734.0,482.0,2495.0,12364.0,2938.0,6078.0,2536.0,461.0,728.0
993,Loudoun,352049.0,2348.0,2963.0,28157.0,13844.0,77532.0,42392.0,5428.0,4382.0
994,Louisa,41720.0,417.0,1571.0,9344.0,2220.0,3751.0,1541.0,275.0,204.0
995,Loup,366.0,0.0,7.0,90.0,31.0,39.0,6.0,2.0,0.0
996,Love,9199.0,83.0,346.0,2227.0,319.0,627.0,199.0,21.0,11.0
997,Loving,104.0,0.0,4.0,46.0,7.0,0.0,0.0,0.0,0.0
998,Lowndes,183721.0,1480.0,5522.0,26879.0,9504.0,15262.0,6350.0,1471.0,1171.0
999,Lubbock,290993.0,2847.0,8817.0,35297.0,10436.0,29586.0,11278.0,3109.0,2808.0
1000,Lucas,437227.0,2869.0,12399.0,78300.0,27552.0,42700.0,19134.0,4957.0,3361.0
1001,Luce,6558.0,66.0,606.0,1591.0,417.0,438.0,152.0,22.0,11.0
1002,Lumpkin,25412.0,216.0,855.0,4018.0,979.0,3019.0,1121.0,399.0,185.0
1003,Luna,24789.0,506.0,1056.0,3985.0,1029.0,1096.0,715.0,95.0,22.0
1004,Lunenburg,10019.0,74.0,537.0,2004.0,453.0,570.0,217.0,14.0,32.0
1005,Luzerne,317131.0,2117.0,9859.0,78519.0,20544.0,30099.0,13687.0,2587.0,1795.0
1006,Lycoming,117886.0,719.0,4448.0,29063.0,8311.0,10574.0,4404.0,1052.0,496.0
1007,Lyman,3749.0,7.0,111.0,759.0,197.0,311.0,101.0,17.0,2.0
1008,Lynchburg (city),101742.0,555.0,2440.0,12939.0,4885.0,11699.0,4975.0,1246.0,1164.0
1009,Lynn,5881.0,55.0,144.0,1083.0,192.0,466.0,115.0,17.0,12.0
1010,Lyon,132614.0,976.0,4723.0,24739.0,8192.0,12312.0,4455.0,777.0,716.0
1011,Mackinac,10186.0,37.0,328.0,2461.0,608.0,911.0,402.0,74.0,38.0
1012,Macomb,853570.0,8909.0,18240.0,162819.0,60959.0,90046.0,38964.0,6011.0,2950.0
1013,Macon,204631.0,1408.0,9024.0,40265.0,11185.0,18448.0,7490.0,1739.0,908.0
1014,Macoupin,42597.0,288.0,1789.0,9552.0,2369.0,3705.0,1346.0,233.0,117.0
1015,Madera,140369.0,4101.0,3258.0,18187.0,7106.0,7518.0,2148.0,571.0,426.0
1016,Madison,1395660.0,8196.0,47257.0,226093.0,79788.0,168091.0,72208.0,14020.0,11815.0
1017,Magoffin,12979.0,114.0,653.0,2719.0,420.0,351.0,227.0,152.0,28.0
1018,Mahaska,20960.0,110.0,719.0,4446.0,1356.0,2325.0,714.0,115.0,84.0
1019,Mahnomen,5809.0,11.0,316.0,1028.0,383.0,369.0,84.0,24.0,7.0
1020,Mahoning,232888.0,1464.0,6437.0,55807.0,11644.0,23722.0,9461.0,2460.0,1194.0
1021,Major,7466.0,21.0,374.0,1681.0,280.0,637.0,184.0,15.0,2.0
1022,Malheur,30506.0,281.0,1490.0,4459.0,1592.0,1874.0,660.0,101.0,108.0
1023,Manassas (city),85351.0,1675.0,1719.0,12366.0,3984.0,9828.0,4706.0,591.0,359.0
1024,Manassas Park (city),60867.0,754.0,1117.0,7713.0,2547.0,8290.0,5096.0,542.0,577.0
1025,Manatee,353206.0,3356.0,11045.0,67328.0,22562.0,44808.0,20346.0,5539.0,3388.0
1026,Manistee,24588.0,140.0,1149.0,5642.0,1726.0,2280.0,1044.0,216.0,102.0
1027,Manitowoc,79963.0,463.0,1726.0,20893.0,5912.0,8064.0,2402.0,469.0,196.0
1028,Marathon,127763.0,1033.0,3208.0,29023.0,10308.0,14103.0,4626.0,1455.0,408.0
1029,Marengo,18028.0,140.0,400.0,4604.0,779.0,1265.0,546.0,114.0,59.0
1030,Maricopa,4032665.0,35077.0,92513.0,511538.0,220628.0,509736.0,207931.0,49498.0,30016.0
1031,Maries,6116.0,50.0,178.0,1658.0,262.0,472.0,111.0,48.0,6.0
1032,Marin,257625.0,1747.0,2578.0,19649.0,12251.0,59362.0,28248.0,11719.0,6055.0
1033,Marinette,43816.0,134.0,1423.0,12344.0,2971.0,3104.0,984.0,301.0,113.0
1034,Marion,2015200.0,16791.0,75367.0,357420.0,106395.0,202468.0,76281.0,19445.0,10687.0
1035,Mariposa,16305.0,73.0,347.0,3142.0,1093.0,1717.0,663.0,223.0,132.0
1036,Marlboro,27745.0,537.0,1365.0,6729.0,1321.0,1079.0,500.0,53.0,21.0
1037,Marquette,85033.0,345.0,2620.0,17838.0,5106.0,9652.0,3409.0,942.0,502.0
1038,Marshall,379060.0,4362.0,16530.0,80027.0,20556.0,27893.0,10242.0,2270.0,1030.0
1039,Martin,225918.0,1762.0,8405.0,42741.0,16600.0,27746.0,10612.0,3409.0,1733.0
1040,Martinsville (city),31792.0,238.0,1357.0,6041.0,2302.0,2110.0,851.0,246.0,157.0
1041,Mason,149661.0,928.0,6624.0,32436.0,9773.0,11318.0,4719.0,905.0,477.0
1042,Massac,14434.0,123.0,632.0,2581.0,1066.0,1141.0,275.0,84.0,6.0
1043,Matagorda,37132.0,834.0,1730.0,6862.0,1649.0,2909.0,630.0,140.0,85.0
1044,Matanuska-Susitna Borough,95989.0,197.0,3720.0,15438.0,5637.0,8292.0,3108.0,771.0,378.0
1045,Mathews,8706.0,3.0,183.0,1944.0,369.0,1120.0,749.0,113.0,63.0
1046,Maui,160906.0,768.0,3375.0,31703.0,10995.0,19820.0,6323.0,2291.0,939.0
1047,Maury,103915.0,849.0,4715.0,18887.0,5774.0,10952.0,3486.0,849.0,264.0
1048,Maverick,56332.0,1416.0,2007.0,5101.0,2271.0,2415.0,701.0,233.0,24.0
1049,Mayes,41152.0,150.0,1721.0,8699.0,1815.0,3219.0,1156.0,47.0,97.0
1050,McClain,41044.0,268.0,1170.0,8357.0,1943.0,4153.0,1069.0,186.0,133.0
1051,McCone,1411.0,0.0,41.0,441.0,64.0,182.0,11.0,3.0,0.0
1052,McCook,5682.0,6.0,92.0,1236.0,530.0,646.0,204.0,23.0,17.0
1053,McCormick,11295.0,79.0,611.0,2181.0,661.0,1007.0,402.0,44.0,100.0
1054,McCracken,66018.0,418.0,2691.0,11966.0,4797.0,6210.0,3043.0,888.0,371.0
1055,McCreary,17779.0,82.0,1721.0,3204.0,1111.0,393.0,383.0,79.0,9.0
1056,McCulloch,8391.0,178.0,365.0,1502.0,176.0,652.0,213.0,57.0,18.0
1057,McCurtain,34059.0,192.0,1498.0,7825.0,1391.0,2076.0,760.0,120.0,53.0
1058,McDonald,20961.0,354.0,901.0,3795.0,921.0,1043.0,401.0,94.0,71.0
1059,McDonough,31754.0,56.0,712.0,4546.0,1430.0,3358.0,1793.0,255.0,820.0
1060,McDowell,66563.0,610.0,4456.0,14311.0,3735.0,3499.0,1183.0,314.0,196.0
1061,McDuffie,21397.0,137.0,1050.0,4419.0,825.0,1309.0,474.0,177.0,56.0
1062,McHenry,330310.0,1388.0,6333.0,51972.0,19931.0,47666.0,19537.0,2962.0,1555.0
1063,McIntosh,37254.0,436.0,1902.0,8153.0,2154.0,2602.0,1066.0,175.0,114.0
1064,McKean,42600.0,229.0,2092.0,12340.0,2329.0,3043.0,1571.0,222.0,214.0
1065,McKenzie,8232.0,3.0,246.0,1180.0,692.0,943.0,193.0,33.0,35.0
1066,McKinley,74311.0,1350.0,1292.0,13070.0,2940.0,2903.0,1500.0,289.0,166.0
1067,McLean,193367.0,709.0,4787.0,27356.0,8843.0,32909.0,11325.0,1822.0,2065.0
1068,McLennan,245222.0,2294.0,7881.0,33763.0,14401.0,21361.0,7460.0,1696.0,2149.0
1069,McLeod,37149.0,150.0,747.0,8950.0,3470.0,3282.0,977.0,171.0,135.0
1070,McMinn,50855.0,287.0,2864.0,12124.0,2680.0,3461.0,1251.0,345.0,243.0
1071,McMullen,725.0,4.0,9.0,142.0,23.0,45.0,27.0,12.0,0.0
1072,McNairy,28795.0,242.0,1800.0,7035.0,961.0,1535.0,513.0,64.0,128.0
1073,McPherson,32663.0,73.0,898.0,5650.0,1844.0,4271.0,1327.0,261.0,148.0
1074,Meade,49414.0,202.0,2239.0,9347.0,3013.0,4486.0,1706.0,235.0,135.0
1075,Meagher,2177.0,0.0,80.0,474.0,115.0,264.0,52.0,8.0,4.0
1076,Mecklenburg,1065574.0,8301.0,17070.0,119479.0,52155.0,196904.0,71782.0,16098.0,7440.0
1077,Mecosta,42710.0,275.0,1211.0,7704.0,2517.0,3617.0,1790.0,203.0,391.0
1078,Medina,234697.0,1459.0,5989.0,45464.0,14107.0,32325.0,12144.0,2444.0,1160.0
1079,Meeker,22506.0,54.0,482.0,5494.0,1845.0,2055.0,572.0,161.0,56.0
1080,Meigs,36160.0,426.0,1588.0,9367.0,2023.0,1763.0,840.0,124.0,63.0
1081,Mellette,2063.0,12.0,89.0,367.0,101.0,141.0,22.0,7.0,0.0
1082,Menard,14752.0,52.0,649.0,3146.0,864.0,1603.0,559.0,79.0,53.0
1083,Mendocino,87467.0,715.0,1995.0,14268.0,4718.0,9587.0,3083.0,1136.0,607.0
1084,Menifee,6378.0,114.0,456.0,1328.0,191.0,286.0,166.0,9.0,29.0
1085,Menominee,27361.0,109.0,817.0,7334.0,1931.0,2161.0,591.0,156.0,34.0
1086,Merced,275014.0,7215.0,5817.0,34046.0,12378.0,14607.0,4692.0,1585.0,982.0
1087,Mercer,646130.0,4477.0,17110.0,126127.0,29904.0,76597.0,42763.0,8763.0,10987.0
1088,Meriwether,19344.0,242.0,1288.0,3985.0,551.0,789.0,304.0,78.0,22.0
1089,Merrick,7591.0,31.0,143.0,1660.0,560.0,668.0,198.0,23.0,20.0
1090,Merrimack,139873.0,418.0,4933.0,22618.0,10590.0,21251.0,9584.0,2098.0,1225.0
1091,Mesa,147914.0,698.0,5279.0,23651.0,8773.0,17560.0,6164.0,1148.0,1204.0
1092,Metcalfe,11241.0,190.0,752.0,2359.0,409.0,454.0,373.0,23.0,0.0
1093,Miami,168230.0,899.0,5932.0,37078.0,10892.0,14619.0,6227.0,840.0,392.0
1094,Miami-Dade,2639051.0,42055.0,47251.0,476663.0,160206.0,314713.0,110663.0,48356.0,21291.0
1095,Middlesex,2570864.0,21778.0,41017.0,369766.0,112269.0,450211.0,277038.0,56932.0,63257.0
1096,Midland,227741.0,2012.0,6591.0,31192.0,12121.0,27375.0,9876.0,2116.0,1907.0
1097,Mifflin,42774.0,315.0,2193.0,12732.0,2067.0,2488.0,785.0,156.0,79.0
1098,Milam,24488.0,264.0,896.0,5288.0,1024.0,1978.0,549.0,83.0,52.0
1099,Millard,12568.0,68.0,232.0,1978.0,718.0,1173.0,283.0,39.0,24.0
1100,Mille Lacs,34780.0,99.0,1448.0,7420.0,2721.0,2526.0,957.0,121.0,89.0
1101,Miller,73623.0,455.0,3880.0,15982.0,2912.0,4836.0,1817.0,302.0,168.0
1102,Mills,19513.0,120.0,491.0,3963.0,1257.0,2099.0,771.0,166.0,85.0
1103,Milwaukee,955980.0,9100.0,23562.0,150779.0,46538.0,118042.0,45091.0,10789.0,6876.0
1104,Miner,2305.0,7.0,65.0,519.0,225.0,258.0,42.0,21.0,26.0
1105,Mineral,38558.0,129.0,2148.0,10564.0,2105.0,2558.0,994.0,141.0,171.0
1106,Mingo,27008.0,163.0,1093.0,6752.0,1213.0,980.0,684.0,158.0,71.0
1107,Minidoka,20530.0,413.0,517.0,3201.0,998.0,1197.0,297.0,152.0,39.0
1108,Minnehaha,204640.0,1282.0,5185.0,31793.0,14980.0,29621.0,9428.0,2578.0,1403.0
1109,Missaukee,13338.0,41.0,613.0,3304.0,866.0,835.0,340.0,34.0,19.0
1110,Mississippi,59124.0,575.0,3208.0,11249.0,2385.0,3178.0,1239.0,228.0,214.0
1111,Missoula,110273.0,277.0,2795.0,13427.0,5697.0,18384.0,7285.0,2004.0,1778.0
1112,Mitchell,65310.0,493.0,3476.0,13651.0,3922.0,4486.0,1584.0,259.0,119.0
1113,Mobile,423347.0,4183.0,13934.0,77694.0,21491.0,40723.0,14461.0,3611.0,2349.0
1114,Modoc,7987.0,42.0,130.0,1423.0,787.0,731.0,193.0,61.0,28.0
1115,Moffat,13166.0,46.0,643.0,2831.0,661.0,975.0,306.0,24.0,40.0
1116,Mohave,202432.0,1618.0,9673.0,43863.0,11677.0,11476.0,4313.0,1189.0,794.0
1117,Moniteau,15259.0,95.0,856.0,3457.0,547.0,1323.0,446.0,28.0,44.0
1118,Monmouth,645543.0,3284.0,9030.0,105855.0,31841.0,116404.0,53048.0,12727.0,6902.0
1119,Mono,12981.0,12.0,110.0,1291.0,711.0,2064.0,494.0,319.0,10.0
1120,Monona,8977.0,10.0,392.0,2420.0,562.0,666.0,201.0,49.0,30.0
1121,Monongalia,97595.0,411.0,2971.0,13799.0,3054.0,12240.0,6678.0,2305.0,2446.0
1122,Monroe,1542256.0,11648.0,45865.0,263476.0,103812.0,180040.0,95962.0,18814.0,16029.0
1123,Montague,20589.0,199.0,888.0,4080.0,857.0,1731.0,487.0,117.0,24.0
1124,Montcalm,69378.0,581.0,3071.0,15663.0,4537.0,4224.0,1651.0,331.0,201.0
1125,Monterey,414347.0,8192.0,9099.0,44771.0,20597.0,37801.0,15564.0,4538.0,3530.0
1126,Montezuma,26027.0,100.0,703.0,4596.0,1413.0,2869.0,1621.0,256.0,191.0
1127,Montgomery,3608611.0,25603.0,77202.0,498401.0,170229.0,527956.0,296699.0,82795.0,70967.0
1128,Montmorency,10835.0,133.0,590.0,3026.0,757.0,556.0,272.0,35.0,9.0
1129,Montour,18763.0,109.0,483.0,4853.0,930.0,2244.0,1007.0,572.0,280.0
1130,Montrose,40931.0,400.0,1301.0,7615.0,2013.0,4605.0,2202.0,331.0,287.0
1131,Moody,5754.0,27.0,147.0,1150.0,397.0,674.0,247.0,18.0,17.0
1132,Moore,134271.0,1326.0,3934.0,19571.0,9200.0,15937.0,6786.0,1827.0,1067.0
1133,Mora,4649.0,1.0,99.0,1017.0,326.0,216.0,117.0,4.0,103.0
1134,Morehouse,27474.0,286.0,1367.0,6631.0,886.0,1631.0,372.0,185.0,53.0
1135,Morgan,367586.0,2926.0,16842.0,77178.0,19251.0,29330.0,11902.0,2424.0,1345.0
1136,Morrill,5064.0,11.0,124.0,994.0,428.0,508.0,126.0,14.0,18.0
1137,Morris,495788.0,2930.0,5911.0,73206.0,19875.0,100380.0,51914.0,12085.0,7168.0
1138,Morrison,34251.0,170.0,888.0,8167.0,2833.0,2685.0,927.0,198.0,134.0
1139,Morrow,37236.0,181.0,1231.0,9434.0,2114.0,2201.0,844.0,149.0,42.0
1140,Morton,32726.0,108.0,852.0,5967.0,2860.0,4237.0,842.0,272.0,218.0
1141,Motley,1051.0,0.0,43.0,185.0,36.0,105.0,12.0,0.0,6.0
1142,Moultrie,13523.0,96.0,628.0,2851.0,911.0,981.0,391.0,84.0,30.0
1143,Mountrail,9845.0,52.0,259.0,1561.0,907.0,1054.0,240.0,35.0,36.0
