,Zipcode,Place Name,State,State Abbreviation,County,Latitude,Longitude,Population,None,High School Degree,GED,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
13,1026,Cummington,Massachusetts,MA,Hampshire,42.4633,-72.9202,1018.0,0.0,252.0,21.0,47.0,171.0,106.0,17.0,9.0
14,1027,Easthampton,Massachusetts,MA,Hampshire,42.2668,-72.669,17872.0,80.0,3896.0,489.0,1607.0,3026.0,1375.0,185.0,103.0
15,1028,East Longmeadow,Massachusetts,MA,Hampden,42.0672,-72.5056,16063.0,57.0,2552.0,234.0,1272.0,2757.0,1519.0,623.0,72.0
16,1029,East Otis,Massachusetts,MA,Berkshire,42.1909,-73.0517,760.0,2.0,179.0,3.0,51.0,122.0,37.0,15.0,0.0
17,1030,Feeding Hills,Massachusetts,MA,Hampden,42.0718,-72.6751,11278.0,22.0,2314.0,228.0,953.0,1599.0,687.0,103.0,61.0
18,1031,Gilbertville,Massachusetts,MA,Worcester,42.3322,-72.1986,1192.0,6.0,325.0,16.0,69.0,150.0,39.0,7.0,11.0
19,1032,Goshen,Massachusetts,MA,Hampshire,42.4404,-72.7995,590.0,0.0,93.0,5.0,65.0,96.0,102.0,0.0,21.0
20,1033,Granby,Massachusetts,MA,Hampshire,42.2557,-72.52,6310.0,0.0,1066.0,228.0,512.0,923.0,530.0,96.0,90.0
21,1034,Granville,Massachusetts,MA,Hampden,42.1127,-72.952,2323.0,5.0,535.0,114.0,164.0,334.0,93.0,24.0,11.0
22,1035,Hadley,Massachusetts,MA,Hampshire,42.3606,-72.5715,5338.0,23.0,844.0,119.0,377.0,1077.0,687.0,102.0,179.0
23,1036,Hampden,Massachusetts,MA,Hampden,42.0648,-72.4318,5190.0,18.0,1051.0,93.0,524.0,727.0,481.0,87.0,37.0
24,1037,Hardwick,Massachusetts,MA,Worcester,42.3479,-72.2253,755.0,0.0,164.0,6.0,51.0,91.0,57.0,29.0,13.0
25,1038,Hatfield,Massachusetts,MA,Hampshire,42.3844,-72.6167,2853.0,11.0,732.0,43.0,282.0,514.0,242.0,50.0,58.0
26,1039,Haydenville,Massachusetts,MA,Hampshire,42.3818,-72.7032,1194.0,5.0,99.0,4.0,96.0,231.0,222.0,53.0,23.0
27,1040,Holyoke,Massachusetts,MA,Hampden,42.202,-72.6262,40280.0,462.0,6042.0,1242.0,1925.0,4241.0,1932.0,372.0,214.0
28,1050,Huntington,Massachusetts,MA,Hampshire,42.2653,-72.8733,2343.0,0.0,532.0,88.0,232.0,206.0,114.0,11.0,20.0
29,1053,Leeds,Massachusetts,MA,Hampshire,42.3543,-72.7034,1697.0,12.0,240.0,98.0,115.0,286.0,200.0,73.0,41.0
30,1054,Leverett,Massachusetts,MA,Franklin,42.4682,-72.4993,1972.0,7.0,167.0,27.0,92.0,355.0,358.0,61.0,193.0
31,1056,Ludlow,Massachusetts,MA,Hampden,42.1728,-72.471,21352.0,420.0,4837.0,485.0,1656.0,2289.0,983.0,102.0,65.0
32,1057,Monson,Massachusetts,MA,Hampden,42.101000000000006,-72.3196,8773.0,20.0,1955.0,188.0,561.0,1052.0,546.0,51.0,46.0
33,1060,Northampton,Massachusetts,MA,Hampshire,42.3223,-72.6313,15407.0,43.0,1287.0,300.0,688.0,2507.0,2077.0,638.0,911.0
34,1062,Florence,Massachusetts,MA,Hampshire,42.3219,-72.6928,10867.0,51.0,1337.0,170.0,572.0,1950.0,1504.0,430.0,436.0
35,1063,Northampton,Massachusetts,MA,Hampshire,42.3179,-72.6402,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1066,North Hatfield,Massachusetts,MA,Hampshire,42.4067,-72.6339,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
37,1068,Oakham,Massachusetts,MA,Worcester,42.348,-72.0513,1825.0,8.0,317.0,39.0,124.0,280.0,156.0,17.0,22.0
38,1069,Palmer,Massachusetts,MA,Hampden,42.1762,-72.3288,8753.0,56.0,1664.0,185.0,745.0,1182.0,594.0,46.0,15.0
39,1070,Plainfield,Massachusetts,MA,Hampshire,42.5144,-72.9183,562.0,2.0,75.0,16.0,39.0,103.0,65.0,30.0,15.0
40,1071,Russell,Massachusetts,MA,Hampden,42.1471,-72.8403,1271.0,0.0,343.0,43.0,110.0,207.0,84.0,13.0,7.0
41,1072,Shutesbury,Massachusetts,MA,Franklin,42.482,-72.4213,1542.0,0.0,114.0,34.0,56.0,296.0,297.0,36.0,91.0
42,1073,Southampton,Massachusetts,MA,Hampshire,42.2247,-72.7194,6081.0,0.0,1267.0,91.0,544.0,836.0,696.0,99.0,39.0
43,1074,South Barre,Massachusetts,MA,Worcester,42.3854,-72.0954,228.0,0.0,34.0,45.0,0.0,33.0,0.0,0.0,0.0
44,1075,South Hadley,Massachusetts,MA,Hampshire,42.2375,-72.5811,17770.0,51.0,2358.0,314.0,1293.0,2454.0,1620.0,211.0,405.0
45,1077,Southwick,Massachusetts,MA,Hampden,42.0511,-72.7706,9650.0,83.0,1831.0,151.0,730.0,1124.0,983.0,149.0,159.0
46,1079,Thorndike,Massachusetts,MA,Hampden,42.1929,-72.3296,811.0,0.0,211.0,31.0,16.0,136.0,0.0,0.0,0.0
47,1080,Three Rivers,Massachusetts,MA,Hampden,42.1819,-72.3624,2452.0,5.0,661.0,51.0,128.0,211.0,37.0,0.0,9.0
48,1081,Wales,Massachusetts,MA,Hampden,42.0627,-72.2046,1823.0,3.0,445.0,54.0,166.0,166.0,49.0,13.0,6.0
49,1082,Ware,Massachusetts,MA,Hampshire,42.2618,-72.2583,10612.0,57.0,2587.0,393.0,798.0,1136.0,437.0,41.0,7.0
50,1083,Warren,Massachusetts,MA,Worcester,42.20399999999999,-72.1994,3148.0,0.0,1045.0,0.0,183.0,372.0,10.0,0.0,0.0
51,1084,West Chesterfield,Massachusetts,MA,Hampshire,42.3903,-72.8709,154.0,0.0,36.0,7.0,4.0,25.0,51.0,3.0,7.0
52,1085,Westfield,Massachusetts,MA,Hampden,42.1251,-72.7495,41479.0,172.0,6989.0,851.0,3022.0,5648.0,2272.0,477.0,258.0
53,1086,Westfield,Massachusetts,MA,Hampden,42.1734,-72.848,690.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
54,1088,West Hatfield,Massachusetts,MA,Hampshire,42.3906,-72.6469,433.0,10.0,107.0,32.0,66.0,80.0,30.0,13.0,0.0
55,1089,West Springfield,Massachusetts,MA,Hampden,42.1151,-72.6411,28575.0,383.0,5078.0,760.0,2151.0,3455.0,1641.0,407.0,158.0
56,1092,West Warren,Massachusetts,MA,Worcester,42.2029,-72.229,1191.0,0.0,311.0,11.0,137.0,275.0,16.0,0.0,0.0
57,1093,Whately,Massachusetts,MA,Franklin,42.4427,-72.6525,289.0,0.0,53.0,0.0,17.0,81.0,48.0,10.0,8.0
58,1094,Wheelwright,Massachusetts,MA,Worcester,42.3582,-72.1408,347.0,0.0,84.0,15.0,36.0,35.0,19.0,0.0,0.0
59,1095,Wilbraham,Massachusetts,MA,Hampden,42.1245,-72.4464,14569.0,97.0,2142.0,370.0,895.0,2659.0,1526.0,326.0,68.0
60,1096,Williamsburg,Massachusetts,MA,Hampshire,42.4085,-72.778,2564.0,0.0,447.0,50.0,189.0,404.0,267.0,26.0,38.0
61,1097,Woronoco,Massachusetts,MA,Hampden,42.163999999999994,-72.8295,78.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0
62,1098,Worthington,Massachusetts,MA,Hampshire,42.3843,-72.9314,1117.0,0.0,244.0,10.0,83.0,189.0,103.0,20.0,12.0
63,1103,Springfield,Massachusetts,MA,Hampden,42.1029,-72.5887,2430.0,94.0,176.0,28.0,119.0,125.0,154.0,58.0,71.0
64,1104,Springfield,Massachusetts,MA,Hampden,42.1288,-72.5778,23183.0,332.0,4064.0,1206.0,1303.0,1166.0,549.0,53.0,73.0
65,1105,Springfield,Massachusetts,MA,Hampden,42.0999,-72.5783,11576.0,262.0,1644.0,584.0,319.0,402.0,214.0,69.0,45.0
66,1106,Longmeadow,Massachusetts,MA,Hampden,42.0507,-72.5676,15983.0,80.0,1182.0,200.0,723.0,3307.0,2348.0,1151.0,387.0
67,1107,Springfield,Massachusetts,MA,Hampden,42.1179,-72.6065,11474.0,245.0,955.0,440.0,303.0,501.0,180.0,23.0,24.0
68,1108,Springfield,Massachusetts,MA,Hampden,42.0853,-72.5584,28449.0,469.0,3837.0,1228.0,1353.0,1553.0,1177.0,128.0,146.0
69,1109,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,30139.0,291.0,4678.0,977.0,1394.0,1421.0,555.0,178.0,49.0
70,1118,Springfield,Massachusetts,MA,Hampden,42.0929,-72.5274,14293.0,204.0,2620.0,301.0,1033.0,1921.0,936.0,103.0,94.0
71,1119,Springfield,Massachusetts,MA,Hampden,42.1247,-72.5121,13091.0,191.0,1816.0,460.0,797.0,1162.0,534.0,72.0,20.0
72,1128,Springfield,Massachusetts,MA,Hampden,42.0944,-72.4889,2695.0,27.0,492.0,80.0,226.0,357.0,153.0,18.0,40.0
73,1129,Springfield,Massachusetts,MA,Hampden,42.1223,-72.4876,7220.0,77.0,1264.0,194.0,581.0,784.0,486.0,56.0,37.0
74,1151,Indian Orchard,Massachusetts,MA,Hampden,42.1532,-72.505,9295.0,71.0,1626.0,292.0,564.0,563.0,205.0,21.0,11.0
75,1199,Springfield,Massachusetts,MA,Hampden,42.1199,-72.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1201,Pittsfield,Massachusetts,MA,Berkshire,42.4531,-73.2471,45001.0,313.0,8748.0,1461.0,3696.0,5459.0,2560.0,633.0,249.0
77,1220,Adams,Massachusetts,MA,Berkshire,42.6223,-73.1172,8266.0,69.0,2203.0,233.0,491.0,903.0,393.0,37.0,39.0
78,1222,Ashley Falls,Massachusetts,MA,Berkshire,42.0596,-73.3202,829.0,4.0,215.0,27.0,56.0,156.0,52.0,0.0,0.0
79,1223,Becket,Massachusetts,MA,Berkshire,42.3594,-73.1203,2247.0,7.0,550.0,78.0,174.0,305.0,228.0,46.0,35.0
80,1224,Berkshire,Massachusetts,MA,Berkshire,42.5126,-73.1929,176.0,0.0,54.0,0.0,26.0,10.0,9.0,0.0,0.0
81,1225,Cheshire,Massachusetts,MA,Berkshire,42.5611,-73.158,3192.0,0.0,803.0,122.0,264.0,295.0,162.0,0.0,10.0
82,1226,Dalton,Massachusetts,MA,Berkshire,42.475,-73.1603,6885.0,5.0,1161.0,236.0,578.0,1237.0,458.0,75.0,45.0
83,1229,Glendale,Massachusetts,MA,Berkshire,42.2793,-73.3435,102.0,0.0,26.0,0.0,0.0,18.0,0.0,0.0,5.0
84,1230,Great Barrington,Massachusetts,MA,Berkshire,42.1959,-73.3607,8195.0,66.0,1479.0,196.0,430.0,1195.0,983.0,211.0,144.0
85,1235,Hinsdale,Massachusetts,MA,Berkshire,42.4298,-73.0724,2666.0,2.0,746.0,34.0,197.0,367.0,164.0,29.0,26.0
86,1236,Housatonic,Massachusetts,MA,Berkshire,42.2653,-73.3745,1422.0,0.0,108.0,19.0,16.0,208.0,229.0,100.0,30.0
87,1237,Lanesborough,Massachusetts,MA,Berkshire,42.5173,-73.2282,2755.0,2.0,605.0,24.0,255.0,429.0,210.0,34.0,34.0
88,1238,Lee,Massachusetts,MA,Berkshire,42.299,-73.2317,5950.0,99.0,1222.0,63.0,290.0,868.0,474.0,167.0,62.0
89,1240,Lenox,Massachusetts,MA,Berkshire,42.3642,-73.2713,4592.0,77.0,668.0,61.0,262.0,887.0,610.0,318.0,74.0
90,1242,Lenox Dale,Massachusetts,MA,Berkshire,42.3386,-73.2509,429.0,1.0,42.0,43.0,31.0,94.0,31.0,0.0,0.0
91,1243,Middlefield,Massachusetts,MA,Hampshire,42.3561,-73.0104,381.0,0.0,122.0,19.0,27.0,35.0,40.0,0.0,2.0
92,1244,Mill River,Massachusetts,MA,Berkshire,42.1228,-73.25399999999999,82.0,0.0,13.0,0.0,0.0,34.0,11.0,0.0,3.0
93,1245,Monterey,Massachusetts,MA,Berkshire,42.1867,-73.2065,870.0,0.0,137.0,30.0,52.0,207.0,105.0,34.0,15.0
94,1247,North Adams,Massachusetts,MA,Berkshire,42.6955,-73.08,15725.0,74.0,3391.0,670.0,704.0,1600.0,720.0,168.0,94.0
95,1253,Otis,Massachusetts,MA,Berkshire,42.1931,-73.0918,734.0,0.0,169.0,11.0,68.0,89.0,59.0,26.0,9.0
96,1254,Richmond,Massachusetts,MA,Berkshire,42.3784,-73.3645,985.0,2.0,127.0,4.0,122.0,238.0,89.0,56.0,41.0
97,1255,Sandisfield,Massachusetts,MA,Berkshire,42.1094,-73.1163,869.0,3.0,167.0,12.0,46.0,120.0,86.0,13.0,24.0
98,1256,Savoy,Massachusetts,MA,Berkshire,42.577,-73.0233,764.0,0.0,208.0,39.0,48.0,60.0,35.0,2.0,1.0
99,1257,Sheffield,Massachusetts,MA,Berkshire,42.1001,-73.3611,2164.0,1.0,536.0,34.0,99.0,277.0,258.0,13.0,13.0
100,1258,South Egremont,Massachusetts,MA,Berkshire,42.1012,-73.4566,359.0,2.0,77.0,3.0,20.0,122.0,36.0,8.0,18.0
101,1259,Southfield,Massachusetts,MA,Berkshire,42.078,-73.2609,556.0,0.0,92.0,12.0,37.0,116.0,107.0,31.0,0.0
102,1260,South Lee,Massachusetts,MA,Berkshire,42.2779,-73.2773,545.0,0.0,47.0,24.0,47.0,52.0,11.0,0.0,0.0
103,1262,Stockbridge,Massachusetts,MA,Berkshire,42.301,-73.3223,1196.0,61.0,274.0,42.0,27.0,180.0,142.0,18.0,43.0
104,1264,Tyringham,Massachusetts,MA,Berkshire,42.22,-73.1979,161.0,0.0,43.0,2.0,15.0,18.0,37.0,0.0,11.0
105,1266,West Stockbridge,Massachusetts,MA,Berkshire,42.3348,-73.3825,1380.0,0.0,230.0,3.0,83.0,240.0,181.0,61.0,46.0
106,1267,Williamstown,Massachusetts,MA,Berkshire,42.7089,-73.2036,7846.0,24.0,518.0,61.0,224.0,1054.0,880.0,155.0,415.0
107,1270,Windsor,Massachusetts,MA,Berkshire,42.515,-73.0412,814.0,0.0,130.0,18.0,64.0,160.0,87.0,13.0,5.0
108,1301,Greenfield,Massachusetts,MA,Franklin,42.6013,-72.6236,17730.0,90.0,3187.0,607.0,1611.0,2134.0,1513.0,184.0,119.0
109,1330,Ashfield,Massachusetts,MA,Franklin,42.5232,-72.811,1468.0,0.0,228.0,18.0,109.0,321.0,194.0,29.0,20.0
110,1331,Athol,Massachusetts,MA,Worcester,42.5959,-72.2267,13205.0,108.0,3177.0,406.0,1083.0,1200.0,418.0,18.0,68.0
111,1337,Bernardston,Massachusetts,MA,Franklin,42.6952,-72.5772,2598.0,2.0,657.0,39.0,290.0,339.0,198.0,33.0,19.0
112,1338,Buckland,Massachusetts,MA,Franklin,42.5736,-72.8213,138.0,0.0,26.0,0.0,46.0,11.0,22.0,0.0,0.0
113,1339,Charlemont,Massachusetts,MA,Franklin,42.608000000000004,-72.8901,1461.0,2.0,282.0,40.0,59.0,180.0,141.0,25.0,19.0
114,1340,Colrain,Massachusetts,MA,Franklin,42.678999999999995,-72.7265,1689.0,7.0,389.0,64.0,127.0,180.0,119.0,22.0,17.0
115,1341,Conway,Massachusetts,MA,Franklin,42.5138,-72.7025,1716.0,0.0,160.0,16.0,130.0,334.0,277.0,75.0,45.0
116,1342,Deerfield,Massachusetts,MA,Franklin,42.5406,-72.6072,1768.0,0.0,154.0,19.0,38.0,375.0,373.0,28.0,92.0
117,1343,Drury,Massachusetts,MA,Berkshire,42.6427,-72.9862,46.0,0.0,26.0,0.0,4.0,2.0,0.0,0.0,2.0
118,1344,Erving,Massachusetts,MA,Franklin,42.6076,-72.4292,1582.0,3.0,425.0,71.0,198.0,117.0,46.0,6.0,9.0
119,1346,Heath,Massachusetts,MA,Franklin,42.6853,-72.8391,465.0,5.0,106.0,16.0,38.0,56.0,34.0,2.0,21.0
120,1347,Lake Pleasant,Massachusetts,MA,Franklin,42.5566,-72.5181,133.0,0.0,40.0,0.0,24.0,0.0,20.0,0.0,0.0
121,1349,Millers Falls,Massachusetts,MA,Franklin,42.582,-72.4926,1106.0,7.0,311.0,25.0,46.0,105.0,45.0,0.0,0.0
122,1350,Monroe Bridge,Massachusetts,MA,Franklin,42.7215,-72.9762,95.0,0.0,25.0,9.0,6.0,11.0,2.0,0.0,0.0
123,1351,Montague,Massachusetts,MA,Franklin,42.5429,-72.5328,2312.0,6.0,448.0,15.0,246.0,386.0,215.0,34.0,63.0
124,1354,Gill,Massachusetts,MA,Franklin,42.6404,-72.4995,1656.0,6.0,317.0,24.0,123.0,345.0,207.0,10.0,39.0
125,1355,New Salem,Massachusetts,MA,Franklin,42.5146,-72.3062,915.0,0.0,169.0,20.0,46.0,158.0,97.0,15.0,40.0
126,1360,Northfield,Massachusetts,MA,Franklin,42.6887,-72.45100000000001,3006.0,12.0,544.0,66.0,371.0,372.0,366.0,66.0,26.0
127,1364,Orange,Massachusetts,MA,Franklin,42.6129,-72.2924,7832.0,103.0,1977.0,324.0,567.0,504.0,275.0,51.0,49.0
128,1366,Petersham,Massachusetts,MA,Worcester,42.4898,-72.1893,1202.0,3.0,237.0,13.0,90.0,153.0,87.0,29.0,58.0
129,1367,Rowe,Massachusetts,MA,Franklin,42.6953,-72.9258,686.0,0.0,121.0,20.0,24.0,73.0,48.0,1.0,7.0
130,1368,Royalston,Massachusetts,MA,Worcester,42.6722,-72.1964,1363.0,3.0,368.0,33.0,97.0,88.0,56.0,12.0,11.0
131,1370,Shelburne Falls,Massachusetts,MA,Franklin,42.6022,-72.7391,3879.0,39.0,570.0,99.0,301.0,813.0,410.0,35.0,61.0
132,1373,South Deerfield,Massachusetts,MA,Franklin,42.4756,-72.6153,4184.0,0.0,539.0,48.0,396.0,758.0,504.0,35.0,36.0
133,1375,Sunderland,Massachusetts,MA,Franklin,42.4539,-72.5676,3673.0,18.0,346.0,40.0,176.0,540.0,574.0,57.0,177.0
134,1376,Turners Falls,Massachusetts,MA,Franklin,42.5954,-72.5557,5101.0,105.0,893.0,211.0,402.0,536.0,301.0,17.0,31.0
135,1378,Warwick,Massachusetts,MA,Franklin,42.6671,-72.3397,734.0,12.0,144.0,12.0,45.0,130.0,61.0,2.0,6.0
136,1379,Wendell,Massachusetts,MA,Franklin,42.5656,-72.4009,775.0,8.0,126.0,26.0,48.0,151.0,108.0,2.0,23.0
137,1420,Fitchburg,Massachusetts,MA,Worcester,42.5796,-71.8031,40441.0,579.0,7498.0,1382.0,2255.0,3340.0,1568.0,121.0,143.0
138,1430,Ashburnham,Massachusetts,MA,Worcester,42.6496,-71.9267,6171.0,40.0,984.0,96.0,522.0,1103.0,486.0,24.0,0.0
139,1431,Ashby,Massachusetts,MA,Middlesex,42.6745,-71.8174,3196.0,0.0,789.0,70.0,295.0,343.0,186.0,22.0,25.0
140,1432,Ayer,Massachusetts,MA,Middlesex,42.5591,-71.5788,7594.0,18.0,1377.0,172.0,482.0,1098.0,799.0,114.0,99.0
141,1434,Devens,Massachusetts,MA,Worcester,42.5385,-71.6115,1716.0,12.0,141.0,343.0,110.0,308.0,75.0,39.0,0.0
142,1436,Baldwinville,Massachusetts,MA,Worcester,42.5936,-72.0646,3823.0,29.0,890.0,151.0,280.0,256.0,157.0,0.0,65.0
143,1438,East Templeton,Massachusetts,MA,Worcester,42.5631,-72.03699999999999,635.0,15.0,213.0,0.0,91.0,1.0,45.0,0.0,0.0
144,1440,Gardner,Massachusetts,MA,Worcester,42.574,-71.9898,20334.0,106.0,4264.0,980.0,1559.0,1569.0,786.0,109.0,49.0
145,1450,Groton,Massachusetts,MA,Middlesex,42.6124,-71.5584,11182.0,34.0,1091.0,52.0,412.0,2907.0,1486.0,261.0,252.0
146,1451,Harvard,Massachusetts,MA,Worcester,42.4986,-71.5753,4629.0,2.0,254.0,26.0,139.0,1191.0,906.0,198.0,245.0
147,1452,Hubbardston,Massachusetts,MA,Worcester,42.4865,-72.0012,4537.0,8.0,944.0,88.0,338.0,510.0,257.0,48.0,28.0
148,1453,Leominster,Massachusetts,MA,Worcester,42.5274,-71.7563,41336.0,468.0,7869.0,1271.0,2525.0,5416.0,2250.0,231.0,263.0
149,1460,Littleton,Massachusetts,MA,Middlesex,42.5401,-71.4877,9538.0,21.0,1133.0,136.0,507.0,2205.0,1298.0,116.0,288.0
150,1462,Lunenburg,Massachusetts,MA,Worcester,42.5884,-71.7266,11087.0,34.0,1952.0,212.0,805.0,1826.0,864.0,141.0,46.0
151,1463,Pepperell,Massachusetts,MA,Middlesex,42.6689,-71.5934,12031.0,4.0,1917.0,172.0,784.0,1918.0,897.0,117.0,91.0
152,1464,Shirley,Massachusetts,MA,Middlesex,42.5734,-71.6483,7433.0,12.0,1481.0,713.0,279.0,1008.0,369.0,15.0,28.0
153,1467,Still River,Massachusetts,MA,Worcester,42.4871,-71.6131,560.0,0.0,41.0,0.0,0.0,137.0,146.0,11.0,0.0
154,1468,Templeton,Massachusetts,MA,Worcester,42.54600000000001,-72.065,3704.0,0.0,910.0,100.0,330.0,464.0,110.0,0.0,15.0
155,1469,Townsend,Massachusetts,MA,Middlesex,42.6525,-71.6896,7430.0,10.0,1515.0,104.0,568.0,1060.0,424.0,39.0,57.0
156,1473,Westminster,Massachusetts,MA,Worcester,42.5483,-71.9096,7480.0,37.0,1093.0,33.0,720.0,1477.0,561.0,126.0,158.0
157,1474,West Townsend,Massachusetts,MA,Middlesex,42.6678,-71.7522,1939.0,0.0,365.0,21.0,84.0,357.0,205.0,0.0,15.0
158,1475,Winchendon,Massachusetts,MA,Worcester,42.6789,-72.0475,10613.0,169.0,2312.0,371.0,939.0,858.0,382.0,43.0,50.0
159,1501,Auburn,Massachusetts,MA,Worcester,42.2055,-71.8391,16239.0,96.0,3129.0,295.0,1143.0,2878.0,1302.0,163.0,105.0
160,1503,Berlin,Massachusetts,MA,Worcester,42.3844,-71.6356,3061.0,6.0,549.0,39.0,178.0,655.0,310.0,48.0,55.0
161,1504,Blackstone,Massachusetts,MA,Worcester,42.0287,-71.5269,9068.0,35.0,1855.0,264.0,486.0,1245.0,477.0,17.0,50.0
162,1505,Boylston,Massachusetts,MA,Worcester,42.3377,-71.73100000000001,4480.0,11.0,585.0,15.0,326.0,1069.0,444.0,145.0,53.0
163,1506,Brookfield,Massachusetts,MA,Worcester,42.1991,-72.0989,3386.0,45.0,732.0,81.0,148.0,601.0,159.0,22.0,40.0
164,1507,Charlton,Massachusetts,MA,Worcester,42.1379,-71.9664,13292.0,21.0,2810.0,291.0,1088.0,1925.0,891.0,61.0,70.0
165,1510,Clinton,Massachusetts,MA,Worcester,42.4181,-71.6828,13759.0,66.0,2708.0,266.0,836.0,2161.0,878.0,125.0,101.0
166,1515,East Brookfield,Massachusetts,MA,Worcester,42.2193,-72.0481,2259.0,14.0,514.0,55.0,131.0,340.0,128.0,10.0,5.0
167,1516,Douglas,Massachusetts,MA,Worcester,42.0528,-71.7509,8689.0,24.0,1573.0,212.0,607.0,1393.0,463.0,55.0,28.0
168,1518,Fiskdale,Massachusetts,MA,Worcester,42.1228,-72.1178,3009.0,36.0,444.0,38.0,203.0,565.0,381.0,77.0,50.0
169,1519,Grafton,Massachusetts,MA,Worcester,42.2004,-71.6868,6548.0,46.0,754.0,116.0,526.0,1552.0,635.0,161.0,97.0
170,1520,Holden,Massachusetts,MA,Worcester,42.342,-71.8414,14880.0,18.0,1744.0,235.0,887.0,2965.0,1908.0,246.0,356.0
171,1521,Holland,Massachusetts,MA,Hampden,42.0403,-72.1544,2374.0,8.0,444.0,87.0,173.0,319.0,173.0,13.0,17.0
172,1522,Jefferson,Massachusetts,MA,Worcester,42.3755,-71.8706,3380.0,33.0,462.0,22.0,145.0,596.0,500.0,45.0,53.0
173,1523,Lancaster,Massachusetts,MA,Worcester,42.451,-71.6868,7811.0,2.0,1011.0,419.0,527.0,1171.0,456.0,61.0,67.0
174,1524,Leicester,Massachusetts,MA,Worcester,42.236999999999995,-71.9188,6649.0,36.0,1377.0,101.0,528.0,765.0,428.0,55.0,0.0
175,1525,Linwood,Massachusetts,MA,Worcester,42.0973,-71.6448,128.0,0.0,11.0,0.0,0.0,15.0,12.0,0.0,12.0
176,1527,Millbury,Massachusetts,MA,Worcester,42.1968,-71.7644,13431.0,43.0,2719.0,296.0,862.0,1998.0,991.0,192.0,44.0
177,1529,Millville,Massachusetts,MA,Worcester,42.0331,-71.5798,3218.0,32.0,571.0,94.0,208.0,415.0,161.0,5.0,13.0
178,1531,New Braintree,Massachusetts,MA,Worcester,42.3198,-72.1306,1106.0,0.0,203.0,26.0,81.0,168.0,103.0,8.0,5.0
179,1532,Northborough,Massachusetts,MA,Worcester,42.3182,-71.6464,14846.0,35.0,1630.0,139.0,844.0,3161.0,1791.0,311.0,263.0
180,1534,Northbridge,Massachusetts,MA,Worcester,42.1494,-71.6564,6406.0,21.0,1295.0,125.0,339.0,894.0,714.0,33.0,61.0
181,1535,North Brookfield,Massachusetts,MA,Worcester,42.2665,-72.0821,4761.0,24.0,1213.0,106.0,239.0,510.0,294.0,20.0,53.0
182,1536,North Grafton,Massachusetts,MA,Worcester,42.2297,-71.7037,7557.0,57.0,923.0,181.0,351.0,1305.0,932.0,201.0,163.0
183,1537,North Oxford,Massachusetts,MA,Worcester,42.1655,-71.88600000000001,2671.0,0.0,513.0,63.0,111.0,411.0,113.0,34.0,0.0
184,1540,Oxford,Massachusetts,MA,Worcester,42.1129,-71.8687,10921.0,0.0,2403.0,214.0,762.0,1549.0,581.0,58.0,18.0
