,Zipcode,Place Name,State,State Abbreviation,County,Latitude,Longitude,Population,None,High School Degree,GED,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
10282,32332,Gretna,Florida,FL,Gadsden,30.6171,-84.6599,1704.0,0.0,445.0,21.0,34.0,97.0,19.0,12.0,0.0
10283,32333,Havana,Florida,FL,Gadsden,30.6092,-84.4143,10526.0,183.0,2113.0,439.0,737.0,1079.0,482.0,126.0,106.0
10284,32334,Hosford,Florida,FL,Liberty,30.3639,-84.8054,2202.0,19.0,571.0,161.0,57.0,220.0,42.0,9.0,4.0
10285,32336,Lamont,Florida,FL,Jefferson,30.3772,-83.8129,1425.0,27.0,231.0,83.0,165.0,206.0,42.0,0.0,15.0
10286,32340,Madison,Florida,FL,Madison,30.4802,-83.4067,11042.0,92.0,2286.0,938.0,604.0,610.0,360.0,45.0,36.0
10287,32343,Midway,Florida,FL,Gadsden,30.485,-84.4768,3256.0,16.0,535.0,48.0,150.0,315.0,169.0,0.0,20.0
10288,32344,Monticello,Florida,FL,Jefferson,30.5197,-83.8925,12574.0,85.0,2307.0,1004.0,769.0,1042.0,503.0,103.0,110.0
10289,32346,Panacea,Florida,FL,Wakulla,30.0153,-84.3912,1866.0,0.0,421.0,168.0,81.0,192.0,31.0,14.0,13.0
10290,32347,Perry,Florida,FL,Taylor,30.1668,-83.616,8047.0,168.0,1506.0,657.0,632.0,497.0,82.0,26.0,13.0
10291,32348,Perry,Florida,FL,Taylor,29.9665,-83.6594,12513.0,154.0,2562.0,1317.0,451.0,422.0,389.0,37.0,19.0
10292,32350,Pinetta,Florida,FL,Madison,30.5997,-83.3405,1259.0,0.0,246.0,75.0,119.0,43.0,19.0,0.0,10.0
10293,32351,Quincy,Florida,FL,Gadsden,30.5867,-84.6094,19088.0,282.0,3591.0,1159.0,866.0,1130.0,483.0,23.0,147.0
10294,32352,Quincy,Florida,FL,Gadsden,30.6512,-84.5866,6361.0,77.0,1360.0,274.0,143.0,575.0,229.0,0.0,73.0
10295,32355,Saint Marks,Florida,FL,Wakulla,30.1631,-84.2083,237.0,6.0,65.0,9.0,19.0,43.0,8.0,0.0,0.0
10296,32356,Salem,Florida,FL,Taylor,29.8539,-83.4421,125.0,0.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0
10297,32358,Sopchoppy,Florida,FL,Wakulla,30.0714,-84.4549,1978.0,17.0,487.0,100.0,129.0,170.0,45.0,2.0,2.0
10298,32359,Steinhatchee,Florida,FL,Taylor,29.6739,-83.3723,1438.0,0.0,461.0,54.0,206.0,18.0,47.0,0.0,0.0
10299,32361,Wacissa,Florida,FL,Jefferson,30.3585,-83.9871,154.0,0.0,25.0,5.0,35.0,9.0,0.0,0.0,0.0
10300,32399,Tallahassee,Florida,FL,Leon,30.4383,-84.2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10301,32401,Panama City,Florida,FL,Bay,30.1606,-85.6494,23380.0,264.0,4217.0,1272.0,1170.0,2133.0,694.0,291.0,44.0
10302,32403,Panama City,Florida,FL,Bay,30.0583,-85.5762,3444.0,7.0,128.0,43.0,231.0,405.0,206.0,23.0,0.0
10303,32404,Panama City,Florida,FL,Bay,30.1653,-85.5763,38076.0,196.0,6766.0,1852.0,2665.0,2497.0,1214.0,98.0,99.0
10304,32405,Panama City,Florida,FL,Bay,30.1949,-85.6727,32341.0,102.0,5472.0,1270.0,2589.0,3379.0,1149.0,355.0,174.0
10305,32407,Panama City Beach,Florida,FL,Bay,30.2007,-85.8136,10118.0,48.0,1812.0,361.0,1024.0,1288.0,438.0,73.0,68.0
10306,32408,Panama City,Florida,FL,Bay,30.1655,-85.7116,16085.0,45.0,2518.0,419.0,1405.0,2443.0,1064.0,153.0,53.0
10307,32409,Panama City,Florida,FL,Bay,30.3117,-85.6923,10075.0,76.0,1925.0,282.0,782.0,783.0,146.0,18.0,66.0
10308,32410,Mexico Beach,Florida,FL,Bay,29.9395,-85.4096,987.0,0.0,141.0,51.0,108.0,169.0,135.0,11.0,42.0
10309,32413,Panama City Beach,Florida,FL,Bay,30.3105,-85.9106,14022.0,21.0,2342.0,637.0,1161.0,2485.0,667.0,191.0,132.0
10310,32420,Alford,Florida,FL,Jackson,30.6412,-85.3756,1843.0,26.0,364.0,106.0,70.0,51.0,50.0,0.0,9.0
10311,32421,Altha,Florida,FL,Calhoun,30.5319,-85.1704,5251.0,34.0,1098.0,286.0,222.0,410.0,116.0,0.0,0.0
10312,32423,Bascom,Florida,FL,Jackson,30.9514,-85.0972,974.0,13.0,214.0,31.0,96.0,76.0,24.0,0.0,9.0
10313,32424,Blountstown,Florida,FL,Calhoun,30.4394,-85.06200000000001,7304.0,66.0,1520.0,654.0,244.0,289.0,89.0,13.0,4.0
10314,32425,Bonifay,Florida,FL,Holmes,30.8464,-85.69,14000.0,133.0,2809.0,1006.0,503.0,692.0,338.0,111.0,29.0
10315,32426,Campbellton,Florida,FL,Jackson,30.9563,-85.3766,791.0,15.0,177.0,39.0,34.0,30.0,28.0,0.0,0.0
10316,32427,Caryville,Florida,FL,Washington,30.7123,-85.8014,1031.0,52.0,257.0,56.0,42.0,44.0,43.0,0.0,0.0
10317,32428,Chipley,Florida,FL,Washington,30.7107,-85.5486,17019.0,106.0,3787.0,1153.0,646.0,942.0,442.0,52.0,64.0
10318,32430,Clarksville,Florida,FL,Calhoun,30.3568,-85.1898,1028.0,6.0,228.0,31.0,30.0,87.0,7.0,0.0,0.0
10319,32431,Cottondale,Florida,FL,Jackson,30.8004,-85.3847,3816.0,47.0,1000.0,308.0,162.0,138.0,70.0,2.0,17.0
10320,32432,Cypress,Florida,FL,Jackson,30.7158,-85.0784,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10321,32433,Defuniak Springs,Florida,FL,Walton,30.8494,-86.2023,16515.0,49.0,3356.0,1007.0,888.0,718.0,215.0,60.0,53.0
10322,32435,Defuniak Springs,Florida,FL,Walton,30.6038,-86.1211,7442.0,45.0,1542.0,325.0,230.0,570.0,318.0,148.0,35.0
10323,32437,Ebro,Florida,FL,Washington,30.4352,-85.8881,1055.0,6.0,358.0,23.0,11.0,15.0,0.0,0.0,0.0
10324,32438,Fountain,Florida,FL,Bay,30.4753,-85.4293,4183.0,95.0,718.0,658.0,65.0,163.0,0.0,0.0,0.0
10325,32439,Freeport,Florida,FL,Walton,30.4896,-86.1684,8866.0,6.0,1352.0,280.0,438.0,1024.0,308.0,49.0,58.0
10326,32440,Graceville,Florida,FL,Jackson,30.9426,-85.5136,7711.0,57.0,1341.0,592.0,351.0,301.0,193.0,45.0,28.0
10327,32442,Grand Ridge,Florida,FL,Jackson,30.7148,-85.021,3326.0,70.0,747.0,164.0,130.0,149.0,38.0,14.0,13.0
10328,32443,Greenwood,Florida,FL,Jackson,30.8667,-85.1153,2852.0,32.0,590.0,138.0,142.0,193.0,108.0,15.0,0.0
10329,32444,Lynn Haven,Florida,FL,Bay,30.2362,-85.6467,20913.0,254.0,3029.0,634.0,1374.0,2892.0,1327.0,361.0,334.0
10330,32445,Malone,Florida,FL,Jackson,30.9602,-85.1639,2744.0,4.0,499.0,291.0,91.0,144.0,57.0,3.0,0.0
10331,32446,Marianna,Florida,FL,Jackson,30.7996,-85.2293,11856.0,153.0,1803.0,826.0,808.0,1139.0,623.0,200.0,133.0
10332,32447,Marianna,Florida,FL,Jackson,30.7603,-85.2022,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10333,32448,Marianna,Florida,FL,Jackson,30.6749,-85.2122,8720.0,30.0,1659.0,607.0,464.0,361.0,259.0,45.0,26.0
10334,32449,Wewahitchka,Florida,FL,Calhoun,30.4059,-85.1974,591.0,0.0,140.0,21.0,27.0,30.0,0.0,0.0,0.0
10335,32455,Ponce De Leon,Florida,FL,Holmes,30.7041,-85.9546,4747.0,52.0,854.0,123.0,137.0,212.0,131.0,23.0,0.0
10336,32456,Port Saint Joe,Florida,FL,Gulf,29.8119,-85.303,7713.0,50.0,1709.0,183.0,558.0,821.0,330.0,162.0,70.0
10337,32459,Santa Rosa Beach,Florida,FL,Walton,30.3659,-86.2458,14075.0,0.0,1404.0,194.0,895.0,3051.0,897.0,315.0,90.0
10338,32460,Sneads,Florida,FL,Jackson,30.7276,-84.9337,5967.0,50.0,1109.0,651.0,183.0,242.0,94.0,20.0,14.0
10339,32461,Rosemary Beach,Florida,FL,Walton,30.2835,-86.0305,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
10340,32462,Vernon,Florida,FL,Washington,30.6267,-85.7553,3348.0,10.0,769.0,279.0,182.0,164.0,28.0,8.0,43.0
10341,32463,Wausau,Florida,FL,Washington,30.6321,-85.5888,188.0,1.0,45.0,9.0,9.0,0.0,0.0,0.0,0.0
10342,32464,Westville,Florida,FL,Holmes,30.8747,-85.913,4320.0,45.0,883.0,264.0,79.0,293.0,24.0,2.0,0.0
10343,32465,Wewahitchka,Florida,FL,Gulf,30.0933,-85.2048,8492.0,9.0,1751.0,744.0,309.0,650.0,53.0,0.0,13.0
10344,32466,Youngstown,Florida,FL,Bay,30.3269,-85.5169,6198.0,29.0,1374.0,335.0,565.0,167.0,57.0,11.0,13.0
10345,32501,Pensacola,Florida,FL,Escambia,30.4223,-87.2248,11571.0,110.0,2365.0,291.0,939.0,1011.0,444.0,120.0,126.0
10346,32502,Pensacola,Florida,FL,Escambia,30.4095,-87.2229,2786.0,44.0,590.0,68.0,352.0,358.0,113.0,41.0,44.0
10347,32503,Pensacola,Florida,FL,Escambia,30.4564,-87.2104,34645.0,188.0,4225.0,637.0,1858.0,4245.0,1736.0,599.0,231.0
10348,32504,Pensacola,Florida,FL,Escambia,30.4873,-87.1872,22940.0,105.0,2877.0,432.0,1847.0,2925.0,1253.0,408.0,222.0
10349,32505,Pensacola,Florida,FL,Escambia,30.4481,-87.2589,25715.0,321.0,6156.0,818.0,2077.0,1567.0,605.0,140.0,69.0
10350,32506,Pensacola,Florida,FL,Escambia,30.4129,-87.3092,34865.0,200.0,5617.0,899.0,3940.0,3393.0,1243.0,159.0,69.0
10351,32507,Pensacola,Florida,FL,Escambia,30.3737,-87.3126,28928.0,65.0,4279.0,792.0,3170.0,3616.0,1561.0,427.0,178.0
10352,32508,Pensacola,Florida,FL,Escambia,30.3511,-87.2749,6717.0,3.0,118.0,10.0,113.0,397.0,60.0,5.0,0.0
10353,32509,Pensacola,Florida,FL,Escambia,30.4643,-87.3403,727.0,0.0,127.0,126.0,43.0,95.0,16.0,47.0,0.0
10354,32511,Pensacola,Florida,FL,Escambia,30.4061,-87.2917,1180.0,0.0,26.0,0.0,0.0,20.0,0.0,0.0,0.0
10355,32514,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,44610.0,299.0,5776.0,1238.0,3603.0,5405.0,1754.0,415.0,455.0
10356,32526,Pensacola,Florida,FL,Escambia,30.4756,-87.3179,36905.0,360.0,5923.0,1501.0,4911.0,4277.0,1399.0,137.0,96.0
10357,32530,Bagdad,Florida,FL,Santa Rosa,30.5986,-87.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10358,32531,Baker,Florida,FL,Okaloosa,30.8316,-86.677,5490.0,13.0,1059.0,171.0,300.0,259.0,228.0,15.0,51.0
10359,32533,Cantonment,Florida,FL,Escambia,30.6143,-87.3251,27419.0,91.0,4738.0,912.0,2622.0,3610.0,1265.0,112.0,108.0
10360,32534,Pensacola,Florida,FL,Escambia,30.5301,-87.2793,14937.0,42.0,2626.0,373.0,2211.0,1577.0,312.0,70.0,58.0
10361,32535,Century,Florida,FL,Escambia,30.9687,-87.3216,5504.0,20.0,1484.0,436.0,473.0,267.0,81.0,0.0,0.0
10362,32536,Crestview,Florida,FL,Okaloosa,30.7644,-86.5917,22316.0,165.0,2983.0,672.0,2013.0,2370.0,759.0,99.0,199.0
10363,32539,Crestview,Florida,FL,Okaloosa,30.7773,-86.4832,27836.0,70.0,4482.0,1235.0,2059.0,2379.0,674.0,159.0,101.0
10364,32541,Destin,Florida,FL,Okaloosa,30.3949,-86.4692,17221.0,32.0,2331.0,365.0,1202.0,3518.0,1384.0,348.0,199.0
10365,32542,Eglin Afb,Florida,FL,Okaloosa,30.5393,-86.6087,3396.0,0.0,134.0,6.0,244.0,252.0,102.0,0.0,9.0
10366,32544,Hurlburt Field,Florida,FL,Okaloosa,30.4229,-86.6985,2140.0,0.0,49.0,0.0,88.0,80.0,69.0,0.0,0.0
10367,32547,Fort Walton Beach,Florida,FL,Okaloosa,30.4487,-86.6255,34666.0,426.0,4937.0,1092.0,2192.0,3907.0,1894.0,137.0,162.0
10368,32548,Fort Walton Beach,Florida,FL,Okaloosa,30.4206,-86.6286,20744.0,168.0,3508.0,888.0,1438.0,2151.0,940.0,177.0,325.0
10369,32550,Miramar Beach,Florida,FL,Walton,30.385,-86.3473,7315.0,30.0,720.0,83.0,638.0,1978.0,592.0,149.0,189.0
10370,32561,Gulf Breeze,Florida,FL,Santa Rosa,30.3571,-87.1639,9208.0,23.0,867.0,67.0,497.0,1844.0,936.0,296.0,270.0
10371,32563,Gulf Breeze,Florida,FL,Santa Rosa,30.3962,-87.0274,24629.0,69.0,3240.0,706.0,2230.0,3779.0,1340.0,412.0,308.0
10372,32564,Holt,Florida,FL,Okaloosa,30.7416,-86.7198,2678.0,17.0,487.0,102.0,241.0,174.0,38.0,14.0,0.0
10373,32565,Jay,Florida,FL,Santa Rosa,30.8985,-87.1332,4868.0,29.0,1589.0,108.0,439.0,518.0,183.0,17.0,5.0
10374,32566,Navarre,Florida,FL,Santa Rosa,30.4212,-86.8926,35952.0,153.0,4740.0,746.0,3866.0,4855.0,1800.0,235.0,187.0
10375,32567,Laurel Hill,Florida,FL,Okaloosa,30.9524,-86.4003,3330.0,141.0,867.0,130.0,286.0,118.0,77.0,0.0,40.0
10376,32568,Mc David,Florida,FL,Escambia,30.8686,-87.4539,2940.0,42.0,685.0,233.0,307.0,172.0,43.0,26.0,24.0
10377,32569,Mary Esther,Florida,FL,Okaloosa,30.4085,-86.7352,12068.0,132.0,1909.0,455.0,831.0,1413.0,722.0,58.0,47.0
10378,32570,Milton,Florida,FL,Santa Rosa,30.6604,-87.0473,29555.0,87.0,5193.0,1227.0,2352.0,3056.0,861.0,75.0,100.0
10379,32571,Milton,Florida,FL,Santa Rosa,30.6698,-87.1794,32745.0,144.0,5125.0,839.0,2933.0,4432.0,1723.0,262.0,129.0
10380,32577,Molino,Florida,FL,Escambia,30.6902,-87.3852,4182.0,20.0,833.0,174.0,465.0,475.0,68.0,41.0,0.0
10381,32578,Niceville,Florida,FL,Okaloosa,30.5169,-86.4822,31957.0,44.0,3555.0,877.0,2268.0,5518.0,3693.0,544.0,342.0
10382,32579,Shalimar,Florida,FL,Okaloosa,30.4456,-86.5717,10332.0,58.0,1405.0,234.0,687.0,1640.0,928.0,232.0,102.0
10383,32580,Valparaiso,Florida,FL,Okaloosa,30.5092,-86.5009,3976.0,0.0,574.0,147.0,240.0,339.0,347.0,29.0,56.0
10384,32583,Milton,Florida,FL,Santa Rosa,30.5761,-87.0663,29614.0,63.0,4664.0,1972.0,1796.0,2474.0,1087.0,123.0,179.0
10385,32601,Gainesville,Florida,FL,Alachua,29.6489,-82.325,18819.0,64.0,1740.0,182.0,745.0,1881.0,1299.0,449.0,490.0
10386,32603,Gainesville,Florida,FL,Alachua,29.6515,-82.3493,7844.0,0.0,75.0,20.0,51.0,302.0,415.0,121.0,163.0
10387,32605,Gainesville,Florida,FL,Alachua,29.6785,-82.3679,23327.0,183.0,2229.0,528.0,1415.0,4053.0,2416.0,1032.0,1686.0
10388,32606,Gainesville,Florida,FL,Alachua,29.6954,-82.4023,24454.0,94.0,1614.0,453.0,1617.0,4415.0,2421.0,1096.0,1169.0
10389,32607,Gainesville,Florida,FL,Alachua,29.6456,-82.4033,29744.0,139.0,2329.0,791.0,1377.0,3659.0,1573.0,760.0,716.0
10390,32608,Gainesville,Florida,FL,Alachua,29.6132,-82.3873,47160.0,243.0,3760.0,640.0,2599.0,7465.0,3993.0,1787.0,1893.0
10391,32609,Gainesville,Florida,FL,Alachua,29.7005,-82.30799999999999,17974.0,431.0,2619.0,964.0,1037.0,1490.0,827.0,98.0,125.0
10392,32612,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,7903.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
10393,32615,Alachua,Florida,FL,Alachua,29.8135,-82.47200000000001,15061.0,91.0,2015.0,495.0,1425.0,2253.0,643.0,244.0,136.0
10394,32616,Alachua,Florida,FL,Alachua,29.791999999999998,-82.49600000000001,789.0,0.0,323.0,4.0,43.0,86.0,16.0,0.0,0.0
10395,32617,Anthony,Florida,FL,Marion,29.3048,-82.1262,4605.0,63.0,1028.0,156.0,461.0,185.0,161.0,52.0,3.0
10396,32618,Archer,Florida,FL,Alachua,29.5597,-82.5108,7775.0,51.0,1419.0,218.0,765.0,886.0,428.0,116.0,169.0
10397,32619,Bell,Florida,FL,Gilchrist,29.7837,-82.8711,4520.0,29.0,866.0,271.0,316.0,242.0,94.0,18.0,0.0
10398,32621,Bronson,Florida,FL,Levy,29.461,-82.6356,5755.0,17.0,1276.0,221.0,345.0,243.0,46.0,3.0,11.0
10399,32622,Brooker,Florida,FL,Bradford,29.919,-82.2956,1109.0,1.0,299.0,99.0,63.0,76.0,11.0,2.0,0.0
10400,32625,Cedar Key,Florida,FL,Levy,29.171,-83.0168,1565.0,0.0,345.0,98.0,121.0,177.0,108.0,16.0,25.0
10401,32626,Chiefland,Florida,FL,Levy,29.4832,-82.8809,8204.0,245.0,1978.0,454.0,496.0,348.0,112.0,21.0,14.0
10402,32628,Cross City,Florida,FL,Dixie,29.6372,-83.2032,5154.0,40.0,1016.0,632.0,155.0,147.0,61.0,28.0,0.0
10403,32631,Earleton,Florida,FL,Alachua,29.7304,-82.0971,454.0,0.0,22.0,0.0,57.0,57.0,81.0,9.0,82.0
10404,32639,Gulf Hammock,Florida,FL,Levy,29.2447,-82.7402,27.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
10405,32640,Hawthorne,Florida,FL,Alachua,29.574,-82.1056,10875.0,63.0,2767.0,350.0,815.0,754.0,360.0,101.0,73.0
10406,32641,Gainesville,Florida,FL,Alachua,29.6824,-82.2014,13761.0,56.0,2912.0,519.0,741.0,825.0,214.0,73.0,69.0
10407,32643,High Springs,Florida,FL,Alachua,29.840999999999998,-82.6156,11073.0,142.0,1910.0,533.0,1029.0,1076.0,558.0,142.0,89.0
10408,32648,Horseshoe Beach,Florida,FL,Dixie,29.4869,-83.2616,371.0,0.0,45.0,61.0,31.0,15.0,2.0,0.0,5.0
10409,32653,Gainesville,Florida,FL,Alachua,29.7728,-82.3782,13870.0,22.0,1859.0,234.0,1434.0,2040.0,1173.0,382.0,662.0
10410,32656,Keystone Heights,Florida,FL,Clay,29.7976,-81.9899,14235.0,75.0,2739.0,629.0,1155.0,1253.0,254.0,50.0,16.0
10411,32658,La Crosse,Florida,FL,Alachua,29.8433,-82.4048,222.0,3.0,62.0,4.0,20.0,11.0,0.0,1.0,0.0
10412,32664,Mc Intosh,Florida,FL,Marion,29.438000000000002,-82.2295,588.0,28.0,255.0,7.0,7.0,78.0,26.0,0.0,10.0
10413,32666,Melrose,Florida,FL,Putnam,29.7325,-82.0279,6101.0,12.0,1313.0,323.0,495.0,522.0,272.0,16.0,95.0
10414,32667,Micanopy,Florida,FL,Alachua,29.5122,-82.3053,3446.0,11.0,620.0,135.0,327.0,440.0,291.0,144.0,45.0
10415,32668,Morriston,Florida,FL,Levy,29.2813,-82.4917,4315.0,12.0,1081.0,238.0,314.0,206.0,197.0,23.0,37.0
10416,32669,Newberry,Florida,FL,Alachua,29.6609,-82.5852,11630.0,41.0,1720.0,341.0,1104.0,1821.0,477.0,221.0,159.0
10417,32680,Old Town,Florida,FL,Dixie,29.6699,-83.005,9894.0,130.0,2395.0,776.0,507.0,394.0,75.0,16.0,8.0
10418,32681,Orange Lake,Florida,FL,Marion,29.4281,-82.2449,76.0,0.0,28.0,0.0,0.0,48.0,0.0,0.0,0.0
10419,32683,Otter Creek,Florida,FL,Levy,29.3109,-82.7945,243.0,0.0,107.0,10.0,27.0,0.0,0.0,0.0,0.0
10420,32686,Reddick,Florida,FL,Marion,29.3754,-82.244,5913.0,4.0,1524.0,208.0,292.0,389.0,169.0,67.0,14.0
10421,32692,Suwannee,Florida,FL,Dixie,29.3295,-83.14,242.0,0.0,36.0,25.0,22.0,0.0,0.0,0.0,0.0
10422,32693,Trenton,Florida,FL,Gilchrist,29.6133,-82.8176,12379.0,98.0,2500.0,710.0,619.0,734.0,240.0,38.0,32.0
10423,32694,Waldo,Florida,FL,Alachua,29.7871,-82.1608,2335.0,16.0,605.0,57.0,190.0,163.0,42.0,12.0,0.0
10424,32696,Williston,Florida,FL,Levy,29.3977,-82.4856,11589.0,53.0,2811.0,619.0,816.0,726.0,251.0,109.0,112.0
10425,32697,Worthington Springs,Florida,FL,Union,29.9315,-82.4255,425.0,0.0,69.0,16.0,6.0,0.0,4.0,0.0,0.0
10426,32701,Altamonte Springs,Florida,FL,Seminole,28.6666,-81.365,22069.0,149.0,3465.0,540.0,1838.0,4132.0,1228.0,326.0,301.0
10427,32702,Altoona,Florida,FL,Lake,29.0219,-81.6323,2758.0,3.0,641.0,192.0,220.0,202.0,89.0,20.0,12.0
10428,32703,Apopka,Florida,FL,Orange,28.6354,-81.4888,49218.0,687.0,9384.0,1493.0,2872.0,4606.0,1545.0,292.0,188.0
10429,32707,Casselberry,Florida,FL,Seminole,28.6617,-81.3122,35511.0,180.0,5480.0,1046.0,4639.0,5320.0,1389.0,246.0,181.0
10430,32708,Winter Springs,Florida,FL,Seminole,28.6831,-81.2814,44605.0,255.0,6169.0,1276.0,3939.0,8100.0,2932.0,583.0,484.0
10431,32709,Christmas,Florida,FL,Orange,28.5462,-81.0116,1989.0,0.0,400.0,188.0,123.0,142.0,101.0,0.0,13.0
10432,32712,Apopka,Florida,FL,Orange,28.712,-81.5136,44194.0,569.0,7192.0,1038.0,3043.0,5441.0,2483.0,417.0,231.0
10433,32713,Debary,Florida,FL,Volusia,28.8846,-81.3065,19903.0,52.0,4618.0,705.0,1316.0,2601.0,896.0,158.0,59.0
10434,32714,Altamonte Springs,Florida,FL,Seminole,28.6625,-81.4117,35011.0,325.0,5812.0,794.0,3499.0,5264.0,1769.0,567.0,93.0
10435,32720,Deland,Florida,FL,Volusia,29.0266,-81.3349,30847.0,191.0,5998.0,734.0,2144.0,2941.0,1039.0,278.0,239.0
10436,32724,Deland,Florida,FL,Volusia,29.0422,-81.2863,34228.0,133.0,6879.0,983.0,2545.0,3504.0,1490.0,343.0,279.0
10437,32725,Deltona,Florida,FL,Volusia,28.8989,-81.2473,47113.0,356.0,9823.0,1980.0,3931.0,4085.0,1069.0,197.0,233.0
10438,32726,Eustis,Florida,FL,Lake,28.855,-81.6789,21767.0,321.0,5304.0,902.0,1294.0,1921.0,568.0,67.0,68.0
10439,32730,Casselberry,Florida,FL,Seminole,28.6513,-81.3418,4980.0,60.0,833.0,108.0,832.0,801.0,305.0,8.0,0.0
10440,32732,Geneva,Florida,FL,Seminole,28.7503,-81.1114,4827.0,57.0,1045.0,293.0,596.0,619.0,216.0,26.0,45.0
10441,32735,Grand Island,Florida,FL,Lake,28.8866,-81.7391,3979.0,0.0,752.0,167.0,438.0,374.0,268.0,0.0,24.0
10442,32736,Eustis,Florida,FL,Lake,28.9102,-81.5235,9864.0,65.0,1637.0,534.0,690.0,1048.0,480.0,52.0,154.0
10443,32738,Deltona,Florida,FL,Volusia,28.9093,-81.1922,44439.0,241.0,8725.0,1765.0,3162.0,3860.0,903.0,127.0,140.0
10444,32744,Lake Helen,Florida,FL,Volusia,28.9806,-81.2334,3613.0,9.0,862.0,164.0,270.0,433.0,113.0,20.0,3.0
10445,32746,Lake Mary,Florida,FL,Seminole,28.7577,-81.3508,41892.0,202.0,3913.0,914.0,3116.0,9148.0,3130.0,1152.0,519.0
10446,32750,Longwood,Florida,FL,Seminole,28.712,-81.3552,23630.0,192.0,4173.0,537.0,2134.0,3642.0,1388.0,210.0,146.0
10447,32751,Maitland,Florida,FL,Orange,28.6255,-81.3646,21387.0,57.0,2282.0,419.0,1406.0,5122.0,2021.0,710.0,286.0
10448,32754,Mims,Florida,FL,Brevard,28.6974,-80.8663,10388.0,53.0,2097.0,506.0,772.0,971.0,407.0,49.0,68.0
10449,32757,Mount Dora,Florida,FL,Lake,28.774,-81.6439,25705.0,362.0,4737.0,743.0,1634.0,3441.0,1669.0,275.0,197.0
10450,32759,Oak Hill,Florida,FL,Volusia,28.87,-80.8551,2769.0,36.0,722.0,185.0,160.0,213.0,42.0,0.0,9.0
10451,32763,Orange City,Florida,FL,Volusia,28.9453,-81.2995,22579.0,144.0,4897.0,1293.0,1705.0,2050.0,538.0,124.0,59.0
10452,32764,Osteen,Florida,FL,Volusia,28.8426,-81.1562,3281.0,18.0,736.0,228.0,276.0,285.0,77.0,0.0,20.0
10453,32765,Oviedo,Florida,FL,Seminole,28.6513,-81.2066,61426.0,226.0,6108.0,962.0,5652.0,10640.0,4639.0,786.0,821.0
10454,32766,Oviedo,Florida,FL,Seminole,28.6607,-81.1134,16699.0,163.0,1719.0,128.0,1198.0,2930.0,1242.0,177.0,191.0
10455,32767,Paisley,Florida,FL,Lake,28.9993,-81.503,3062.0,0.0,842.0,141.0,233.0,44.0,12.0,0.0,0.0
10456,32771,Sanford,Florida,FL,Seminole,28.8013,-81.285,51310.0,390.0,7229.0,1666.0,4197.0,7074.0,2558.0,511.0,232.0
10457,32773,Sanford,Florida,FL,Seminole,28.7644,-81.282,30348.0,296.0,5488.0,1177.0,2856.0,2744.0,715.0,227.0,63.0
10458,32776,Sorrento,Florida,FL,Lake,28.8035,-81.5323,12026.0,56.0,1882.0,376.0,718.0,1122.0,666.0,138.0,21.0
10459,32778,Tavares,Florida,FL,Lake,28.801,-81.734,20359.0,186.0,4930.0,976.0,1502.0,2059.0,840.0,292.0,79.0
10460,32779,Longwood,Florida,FL,Seminole,28.7168,-81.4126,30450.0,105.0,2751.0,496.0,2420.0,6809.0,2470.0,1130.0,501.0
10461,32780,Titusville,Florida,FL,Brevard,28.5697,-80.8191,34956.0,176.0,6372.0,1461.0,3103.0,4974.0,1945.0,155.0,177.0
10462,32784,Umatilla,Florida,FL,Lake,28.9254,-81.6801,12247.0,43.0,2466.0,519.0,783.0,599.0,435.0,35.0,0.0
10463,32789,Winter Park,Florida,FL,Orange,28.5978,-81.3534,25145.0,104.0,2263.0,374.0,1170.0,5598.0,2849.0,1503.0,540.0
10464,32792,Winter Park,Florida,FL,Orange,28.5974,-81.3036,51397.0,345.0,6804.0,1451.0,3975.0,8072.0,3037.0,751.0,406.0
10465,32796,Titusville,Florida,FL,Brevard,28.6271,-80.8429,21398.0,84.0,4153.0,888.0,2218.0,2188.0,893.0,114.0,131.0
10466,32798,Zellwood,Florida,FL,Orange,28.7194,-81.5762,2475.0,34.0,716.0,62.0,113.0,325.0,51.0,0.0,0.0
10467,32801,Orlando,Florida,FL,Orange,28.5399,-81.3727,12235.0,73.0,1905.0,282.0,776.0,3692.0,1007.0,642.0,140.0
10468,32803,Orlando,Florida,FL,Orange,28.5559,-81.3535,17529.0,37.0,1791.0,378.0,1669.0,4872.0,2005.0,581.0,222.0
10469,32804,Orlando,Florida,FL,Orange,28.5754,-81.3955,17721.0,101.0,2641.0,424.0,1135.0,4501.0,1723.0,481.0,211.0
10470,32805,Orlando,Florida,FL,Orange,28.5302,-81.4045,22104.0,340.0,4447.0,610.0,834.0,1743.0,395.0,44.0,94.0
