State,Name,Population,None,High School Degree,GED,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree,High School and above
27,Minnesota,5347740.0,34123.0,845745.0,111040.0,365212.0,781186.0,263953.0,73760.0,42511.0,2483407.0
28,Mississippi,2976872.0,26615.0,471019.0,113819.0,155909.0,246100.0,98828.0,24512.0,16545.0,1126732.0
29,Missouri,6007182.0,30537.0,1078278.0,185861.0,282763.0,655633.0,282661.0,66028.0,42737.0,2593961.0
30,Montana,998554.0,2733.0,171677.0,32088.0,55480.0,133788.0,40631.0,12099.0,7908.0,453671.0
31,Nebraska,1841625.0,10656.0,295690.0,40703.0,114161.0,230833.0,76357.0,20266.0,13843.0,791853.0
32,Nevada,2730066.0,24187.0,452747.0,69401.0,136479.0,268804.0,94708.0,28645.0,13976.0,1064760.0
33,New Hampshire,1319171.0,5512.0,231678.0,36235.0,87979.0,194439.0,84598.0,15880.0,12654.0,663463.0
34,New Jersey,8832406.0,72712.0,1591198.0,152430.0,375299.0,1336219.0,585221.0,144506.0,85702.0,4270575.0
35,New Mexico,2069706.0,19031.0,296776.0,59282.0,101660.0,198521.0,103824.0,21783.0,23542.0,805388.0
36,New York,19487053.0,229185.0,3096154.0,490255.0,1113374.0,2491222.0,1357039.0,357336.0,180903.0,9086283.0
37,North Carolina,9651380.0,80438.0,1453891.0,279241.0,557054.0,1154451.0,420219.0,96472.0,76267.0,4037595.0
38,North Dakota,689781.0,2534.0,105602.0,16593.0,57325.0,88476.0,23474.0,6122.0,4470.0,302062.0
39,Ohio,11549590.0,65640.0,2392326.0,295839.0,607861.0,1227819.0,521105.0,122484.0,77052.0,5244486.0
40,Oklahoma,3785742.0,21416.0,659615.0,123138.0,171995.0,387885.0,135398.0,33558.0,21616.0,1533205.0
41,Oregon,3868721.0,25023.0,532503.0,117807.0,216675.0,494922.0,201237.0,52789.0,36357.0,1652290.0
42,Pennsylvania,12731381.0,83093.0,2883622.0,344363.0,661608.0,1468125.0,656458.0,162842.0,112239.0,6289257.0
44,Rhode Island,1051695.0,12556.0,161877.0,31725.0,59198.0,134313.0,62811.0,15593.0,10473.0,475990.0
45,South Carolina,4679602.0,37195.0,797948.0,135284.0,270022.0,501193.0,205214.0,44061.0,30814.0,1984536.0
46,South Dakota,825198.0,2855.0,147480.0,23773.0,54810.0,98423.0,29152.0,7536.0,5623.0,366797.0
47,Tennessee,6402387.0,48266.0,1158626.0,261104.0,272396.0,657028.0,251451.0,67515.0,47554.0,2715674.0
48,Texas,25639373.0,303998.0,3329384.0,741316.0,1041307.0,2850532.0,1030911.0,243470.0,161082.0,9398002.0
49,Utah,2813673.0,11477.0,334880.0,45151.0,150873.0,327448.0,112367.0,26030.0,21588.0,1018337.0
50,Vermont,625904.0,2062.0,117187.0,16183.0,36977.0,91084.0,42865.0,9776.0,7141.0,321213.0
51,Virginia,8100653.0,60423.0,1159800.0,205778.0,378176.0,1113869.0,580019.0,130878.0,86267.0,3654787.0
53,Washington,6819579.0,49296.0,898659.0,178852.0,435658.0,932008.0,370861.0,92112.0,63021.0,2971171.0
54,West Virginia,1853619.0,10965.0,443556.0,84691.0,81983.0,146020.0,64710.0,16721.0,10046.0,847727.0
55,Wisconsin,5706871.0,30911.0,1121823.0,135022.0,367424.0,679310.0,250094.0,58613.0,38711.0,2650997.0
56,Wyoming,570134.0,1169.0,92636.0,20209.0,38209.0,62047.0,21918.0,4776.0,4167.0,243962.0
72,Puerto Rico,3682966.0,71327.0,566645.0,74604.0,217542.0,409750.0,103812.0,30030.0,19486.0,1421869.0
