State,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
39,Ohio,11549590.0,39.0,48308.0,26046.0,1773853.0,15.358579828374861,5849339.0,582953.0,9.96613463504167
40,Oklahoma,3785742.0,36.2,45339.0,24208.0,618683.0,16.34245017225157,1814246.0,127842.0,7.04656369643367
41,Oregon,3868721.0,38.7,50229.0,26809.0,614778.0,15.890988262012174,1958085.0,221191.0,11.296292040437468
42,Pennsylvania,12731381.0,40.3,52548.0,28502.0,1638820.0,12.872287774594131,6496409.0,581533.0,8.951606957012713
44,Rhode Island,1051695.0,39.6,56361.0,30469.0,137244.0,13.04979105158815,565990.0,56125.0,9.916252937331048
45,South Carolina,4679602.0,38.1,44779.0,23943.0,820308.0,17.529439469424965,2261467.0,258444.0,11.428157032581064
46,South Dakota,825198.0,36.9,49495.0,25740.0,112086.0,13.582921916921757,441241.0,22250.0,5.0425957696587576
47,Tennessee,6402387.0,38.2,44298.0,24409.0,1101732.0,17.208144399893353,3123630.0,316682.0,10.138268616961676
48,Texas,25639373.0,33.8,51900.0,26019.0,4416829.0,17.226743415293345,12589173.0,1020132.0,8.103248720150244
49,Utah,2813673.0,29.6,58821.0,23873.0,350205.0,12.446542295426655,1377158.0,101449.0,7.3665476292480605
50,Vermont,625904.0,42.0,54267.0,29167.0,70873.0,11.323301976021883,347896.0,23546.0,6.768114608963598
51,Virginia,8100653.0,37.5,63907.0,33493.0,887595.0,10.957079632962923,4188480.0,303129.0,7.237207769883108
53,Washington,6819579.0,37.3,59478.0,30742.0,893211.0,13.09774401029741,3476885.0,327155.0,9.409428266968852
54,West Virginia,1853619.0,41.5,41043.0,22966.0,321546.0,17.346930518083813,824983.0,69351.0,8.40635504004325
55,Wisconsin,5706871.0,38.7,52413.0,27523.0,723730.0,12.68173049644893,3079100.0,239464.0,7.777077717514858
56,Wyoming,570134.0,36.8,57406.0,28902.0,63743.0,11.18035409219587,306583.0,16760.0,5.466708852088994
72,Puerto Rico,3682966.0,37.5,19624.0,11068.0,1644128.0,44.641411297307656,1346962.0,247824.0,18.39873730662038
