State,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
21,Kentucky,4383272.0,38.3,43342.0,23741.0,803866.0,18.339404901178845,2063756.0,192877.0,9.345920738691976
22,Louisiana,4601049.0,36.0,44991.0,24775.0,874638.0,19.009534564835107,2192054.0,189644.0,8.651429207492152
23,Maine,1328535.0,43.5,48804.0,27332.0,179878.0,13.53957554750157,698369.0,51931.0,7.436040259518965
24,Maryland,5887776.0,38.1,74149.0,36670.0,573383.0,9.738532851793275,3207358.0,257918.0,8.041447197350593
25,Massachusetts,6657291.0,39.3,67846.0,36441.0,742784.0,11.157451281609893,3663086.0,309050.0,8.436875355915749
26,Michigan,9889024.0,39.3,49087.0,26143.0,1633316.0,16.516452988687256,4848321.0,554747.0,11.442043544559034
27,Minnesota,5383661.0,37.6,60828.0,31642.0,605761.0,11.251841451384104,2973943.0,192010.0,6.456411572111503
28,Mississippi,2984345.0,36.3,39464.0,20956.0,653726.0,21.905175172441524,1346038.0,147210.0,10.936541167485613
29,Missouri,6028076.0,38.1,47764.0,26006.0,912291.0,15.134032815777372,3034525.0,254534.0,8.38793550885229
30,Montana,1006370.0,39.8,46766.0,25977.0,150096.0,14.914594035990739,516403.0,35284.0,6.832648144956555
31,Nebraska,1855617.0,36.2,52400.0,27339.0,231762.0,12.489754081795974,1012293.0,54785.0,5.411970644862703
32,Nevada,2761584.0,36.9,52205.0,26515.0,423578.0,15.338226177440193,1406781.0,166167.0,11.811859841723765
33,New Hampshire,1321069.0,41.8,65986.0,33821.0,113374.0,8.581989282921635,741358.0,48029.0,6.478516452240348
34,New Jersey,8874374.0,39.3,72062.0,36359.0,934665.0,10.532179509225102,4688186.0,453097.0,9.664654943297899
35,New Mexico,2080085.0,36.8,44968.0,23948.0,426116.0,20.485509005641596,969053.0,93106.0,9.607936820793084
36,New York,19594330.0,38.1,58687.0,32829.0,2978521.0,15.200933127083191,10030632.0,893092.0,8.903646350499152
37,North Carolina,9750405.0,37.8,46693.0,25608.0,1669147.0,17.118745323912187,4793358.0,505668.0,10.549347659824281
38,North Dakota,704925.0,35.9,55579.0,30894.0,80865.0,11.471433131184169,392185.0,12213.0,3.114091563930288
39,Ohio,11560380.0,39.1,48849.0,26520.0,1790564.0,15.488798811111746,5839586.0,536573.0,9.18854521536287
40,Oklahoma,3818851.0,36.2,46235.0,24695.0,625508.0,16.379481681793816,1824414.0,124804.0,6.840771886205653
41,Oregon,3900343.0,38.9,50521.0,27173.0,638816.0,16.378456971604805,1958636.0,206222.0,10.528857837801409
42,Pennsylvania,12758729.0,40.4,53115.0,28912.0,1667858.0,13.072289567401267,6502948.0,556468.0,8.557165150328743
44,Rhode Island,1053252.0,39.7,56423.0,30765.0,143996.0,13.671561981368182,565123.0,53761.0,9.513150234550709
45,South Carolina,4727273.0,38.3,45033.0,24222.0,840141.0,17.772212436218513,2274142.0,242145.0,10.647751987342918
46,South Dakota,834708.0,36.8,50338.0,26311.0,114444.0,13.710662890495838,447180.0,21364.0,4.777494521221879
47,Tennessee,6451365.0,38.3,44621.0,24811.0,1121344.0,17.38149988413305,3132714.0,296819.0,9.474819597320407
48,Texas,26092033.0,33.9,52576.0,26513.0,4500034.0,17.246774139830347,12791590.0,982580.0,7.681453204800967
49,Utah,2858111.0,29.9,59846.0,24312.0,358682.0,12.549617562089086,1395556.0,95738.0,6.860204821590822
50,Vermont,626358.0,42.2,54447.0,29535.0,72044.0,11.50204834934654,346979.0,21643.0,6.2375532813225005
51,Virginia,8185131.0,37.6,64792.0,33958.0,914237.0,11.169485253198758,4229948.0,293310.0,6.934127795424436
53,Washington,6899123.0,37.4,60294.0,31233.0,916364.0,13.282325884029028,3503337.0,308955.0,8.81887754446689
54,West Virginia,1853881.0,41.6,41576.0,23237.0,326225.0,17.596868407411264,820262.0,67035.0,8.172388822108058
55,Wisconsin,5724692.0,38.8,52738.0,27907.0,738557.0,12.901253028110508,3073680.0,221662.0,7.211616043309649
56,Wyoming,575251.0,36.8,58252.0,29381.0,65271.0,11.346525255931759,307502.0,15950.0,5.186958133605635
72,Puerto Rico,3638965.0,38.1,19686.0,11331.0,1630965.0,44.81947476823767,1323954.0,242808.0,18.33960998644968
