State,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
01,Alabama,4817678.0,38.2,43511.0,23936.0,889710.0,18.46761033012169,2239169.0,228716.0,10.214325046479297
02,Alaska,728300.0,33.4,71829.0,33129.0,71866.0,9.867636962790058,380080.0,32097.0,8.44480109450642
04,Arizona,6561516.0,36.5,49928.0,25537.0,1169309.0,17.820713993534422,3059049.0,304067.0,9.939919236337829
05,Arkansas,2947036.0,37.6,41264.0,22595.0,549303.0,18.639168303339357,1366807.0,115090.0,8.420354885510537
06,California,38066920.0,35.6,61489.0,29906.0,6115244.0,16.064457014121448,18975006.0,2084564.0,10.98584105849558
08,Colorado,5197580.0,36.2,59448.0,31674.0,663861.0,12.772501818153833,2779944.0,219241.0,7.886525771742164
09,Connecticut,3592053.0,40.3,69899.0,38480.0,364740.0,10.154081802245123,1953521.0,186587.0,9.551317851203033
10,Delaware,917060.0,39.1,60231.0,30191.0,107101.0,11.678734215863738,465922.0,39819.0,8.546280278673255
11,District of Columbia,633736.0,33.7,69235.0,46502.0,109378.0,17.259237284926215,364334.0,38496.0,10.566128881740381
12,Florida,19361792.0,41.2,47212.0,26499.0,3159259.0,16.316976238563043,9359928.0,1024905.0,10.949923973774156
13,Georgia,9907756.0,35.8,49342.0,25427.0,1781388.0,17.97973224209397,4819365.0,519291.0,10.775091739264406
15,Hawaii,1392704.0,38.2,68201.0,29552.0,153752.0,11.039818942144203,691856.0,46285.0,6.689975948752341
16,Idaho,1599464.0,35.2,47334.0,23087.0,244618.0,15.293748405715915,765247.0,61837.0,8.080658924504114
17,Illinois,12868747.0,37.0,57166.0,30019.0,1810470.0,14.068735674110307,6701592.0,669561.0,9.991073762771592
18,Indiana,6542411.0,37.2,48737.0,24953.0,983826.0,15.037667306441005,3285205.0,290469.0,8.841731337922596
19,Iowa,3078116.0,38.0,52716.0,27621.0,373867.0,12.145968508009444,1651906.0,89414.0,5.412777724640506
20,Kansas,2882946.0,36.0,51872.0,27367.0,386062.0,13.391232440704751,1489787.0,97951.0,6.57483250961379
