State,Name,Population,None,High School Degree,GED,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree,High School and above
44,Rhode Island,1053252.0,11943.0,163705.0,32225.0,59340.0,134617.0,63910.0,15056.0,11182.0,480035.0
45,South Carolina,4727273.0,38069.0,809044.0,139201.0,276035.0,511586.0,213779.0,44602.0,31671.0,2025918.0
46,South Dakota,834708.0,3101.0,147632.0,24033.0,57313.0,101655.0,30412.0,7436.0,5764.0,374245.0
47,Tennessee,6451365.0,50173.0,1168434.0,265860.0,280171.0,676462.0,262719.0,68381.0,49955.0,2771982.0
48,Texas,26092033.0,317719.0,3390961.0,754328.0,1079891.0,2948330.0,1079436.0,249356.0,172482.0,9674784.0
49,Utah,2858111.0,11768.0,336406.0,45802.0,156307.0,336426.0,117949.0,26716.0,22383.0,1041989.0
50,Vermont,626358.0,2247.0,117199.0,15822.0,36509.0,92347.0,43330.0,9864.0,7587.0,322658.0
51,Virginia,8185131.0,64261.0,1165535.0,210187.0,390547.0,1140878.0,603678.0,132933.0,90083.0,3733841.0
53,Washington,6899123.0,52870.0,903317.0,180826.0,449245.0,956333.0,386379.0,93731.0,64271.0,3034102.0
54,West Virginia,1853881.0,10946.0,444839.0,86466.0,82939.0,150406.0,66496.0,16266.0,10298.0,857710.0
55,Wisconsin,5724692.0,32094.0,1110327.0,136682.0,380330.0,697041.0,258609.0,60074.0,40133.0,2683196.0
56,Wyoming,575251.0,1080.0,91962.0,20120.0,39588.0,64017.0,22240.0,4900.0,4584.0,247411.0
72,Puerto Rico,3638965.0,67315.0,581209.0,69215.0,221031.0,414281.0,108026.0,30822.0,21138.0,1445722.0
