State,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
25,Massachusetts,6560595.0,39.1,66658.0,35485.0,698286.0,10.64363826756567,3608505.0,305515.0,8.466525611021739
26,Michigan,9897264.0,38.8,48471.0,25547.0,1582022.0,15.98443771935355,4884714.0,614849.0,12.587205719720744
27,Minnesota,5313081.0,37.4,59126.0,30656.0,582335.0,10.960401318933402,2952483.0,207462.0,7.026695835335885
28,Mississippi,2967620.0,36.0,38882.0,20670.0,640132.0,21.570551485702346,1347995.0,143126.0,10.61769516949247
29,Missouri,5982413.0,37.9,47333.0,25546.0,869036.0,14.526512963916066,3041365.0,259574.0,8.534786189753614
30,Montana,990785.0,39.9,45456.0,25002.0,143119.0,14.445010774285036,513795.0,35541.0,6.917350305082766
31,Nebraska,1827306.0,36.3,51381.0,26523.0,220244.0,12.052934757506405,1002898.0,55912.0,5.575043523867831
32,Nevada,2704204.0,36.3,54083.0,27003.0,379197.0,14.022499781821194,1404075.0,166416.0,11.852358314192617
33,New Hampshire,1317474.0,41.1,64925.0,32758.0,107800.0,8.182324660676416,743662.0,48926.0,6.579064144732419
34,New Jersey,8793888.0,38.9,71637.0,35928.0,850559.0,9.67216093723277,4663005.0,443328.0,9.507345585089443
35,New Mexico,2055287.0,36.6,44886.0,23749.0,393139.0,19.128180151969044,970728.0,88267.0,9.092866384816345
36,New York,19398125.0,38.0,57683.0,32104.0,2814409.0,14.508665141605182,9943091.0,869729.0,8.747068693226282
37,North Carolina,9544249.0,37.4,46450.0,25285.0,1563464.0,16.3812155361831,4743685.0,497589.0,10.489503413485508
38,North Dakota,676253.0,36.9,51641.0,28700.0,78930.0,11.671667260625831,377491.0,12709.0,3.366702782317989
39,Ohio,11533561.0,38.8,48246.0,25857.0,1723485.0,14.943216583325826,5869359.0,569218.0,9.698128875742649
40,Oklahoma,3749005.0,36.3,44891.0,24046.0,602598.0,16.0735448472328,1812594.0,122629.0,6.7653870640639875
41,Oregon,3836628.0,38.4,50036.0,26702.0,584059.0,15.223237697269582,1953903.0,210379.0,10.767115870132756
42,Pennsylvania,12699589.0,40.1,52267.0,28190.0,1604464.0,12.633983666715514,6478705.0,548580.0,8.467432920622254
44,Rhode Island,1052471.0,39.4,56102.0,30005.0,133462.0,12.680824459771339,565227.0,53904.0,9.53669941457149
45,South Carolina,4630351.0,37.9,44623.0,23906.0,787788.0,17.013569813605923,2244057.0,248835.0,11.088622080455176
46,South Dakota,815871.0,37.1,49091.0,25570.0,108319.0,13.276486111162182,438374.0,21687.0,4.947145588013887
47,Tennessee,6353226.0,38.0,44140.0,24294.0,1069017.0,16.82636506241081,3120089.0,304598.0,9.762477929315478
48,Texas,25208897.0,33.6,51563.0,25809.0,4270218.0,16.939328999598832,12401364.0,960408.0,7.744373925319827
49,Utah,2766233.0,29.3,58164.0,23794.0,329564.0,11.913819262513316,1361725.0,96504.0,7.086893462336374
50,Vermont,625498.0,41.7,54168.0,28846.0,69411.0,11.096917975756917,350410.0,22911.0,6.538340800776234
51,Virginia,8014955.0,37.4,63636.0,33326.0,859032.0,10.717864292438323,4154410.0,286994.0,6.908177093738942
53,Washington,6738714.0,37.2,59374.0,30661.0,853960.0,12.67244759163247,3459542.0,309049.0,8.933234514857746
54,West Virginia,1850481.0,41.3,40400.0,22482.0,316526.0,17.105066196302474,825927.0,65115.0,7.883868671202176
55,Wisconsin,5687219.0,38.5,52627.0,27426.0,690832.0,12.14709684997184,3086774.0,230456.0,7.465917491853955
56,Wyoming,562803.0,36.9,56573.0,28858.0,60636.0,10.773929776493729,304384.0,15537.0,5.104407590412111
72,Puerto Rico,3716727.0,37.0,19515.0,10850.0,1658412.0,44.620226344307774,1363646.0,242218.0,17.762527811470132
