State,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
01,Alabama,4777326.0,37.8,43160.0,23587.0,842292.0,17.631034599690288,2248665.0,230778.0,10.2628893143265
02,Alaska,711139.0,33.8,69917.0,32537.0,66631.0,9.369616910336799,372484.0,31369.0,8.421569785547836
04,Arizona,6410979.0,36.0,50256.0,25571.0,1074986.0,16.76789145620349,3029669.0,296132.0,9.774401097941722
05,Arkansas,2916372.0,37.4,40531.0,22007.0,530309.0,18.183859946536312,1370423.0,117354.0,8.563341391672498
06,California,37325068.0,35.2,61400.0,29551.0,5590100.0,14.976797898934839,18673806.0,2059444.0,11.028517700141043
08,Colorado,5042853.0,36.1,58244.0,31039.0,633878.0,12.569829023372286,2717391.0,218419.0,8.037820100235852
09,Connecticut,3572213.0,40.0,69519.0,37807.0,344616.0,9.647129104563474,1940413.0,177706.0,9.158153444653278
10,Delaware,900131.0,38.7,60119.0,29733.0,100655.0,11.182261248640476,460810.0,38591.0,8.37460124563269
11,District of Columbia,605759.0,33.9,64267.0,45004.0,105606.0,17.43366586381713,344830.0,36228.0,10.506046457674795
12,Florida,18885152.0,40.8,47309.0,26451.0,2887151.0,15.287941553237168,9270826.0,1049899.0,11.324762216441124
13,Georgia,9714569.0,35.4,49604.0,25309.0,1645272.0,16.936129641984117,4789521.0,511530.0,10.6801911923969
15,Hawaii,1362730.0,38.4,67492.0,29227.0,143001.0,10.49371482245199,688508.0,46224.0,6.713647481220262
16,Idaho,1567803.0,34.7,47015.0,22581.0,231604.0,14.772519251462079,763991.0,65289.0,8.545781298470793
17,Illinois,12823860.0,36.6,56853.0,29519.0,1710465.0,13.33814467718768,6699317.0,663891.0,9.90983110666356
18,Indiana,6485530.0,37.0,48374.0,24558.0,927123.0,14.295254204359551,3288210.0,309363.0,9.408249473117593
19,Iowa,3047646.0,38.0,51129.0,26545.0,360670.0,11.834379714704397,1649007.0,91676.0,5.559467000443297
20,Kansas,2851183.0,36.0,51273.0,26845.0,365656.0,12.824711707386022,1496139.0,100505.0,6.717624498793227
21,Kentucky,4340167.0,38.0,42610.0,23210.0,781485.0,18.005873967522447,2054159.0,194610.0,9.473950166467153
22,Louisiana,4529605.0,35.9,44673.0,24264.0,821224.0,18.1301460061087,2175983.0,182864.0,8.403742124823586
23,Maine,1329084.0,42.8,48219.0,26464.0,171644.0,12.914458378853405,703653.0,52318.0,7.435198883540608
24,Maryland,5785496.0,37.9,72999.0,36056.0,532116.0,9.197413670323167,3171064.0,246720.0,7.780353849685784
